"SkinScNew","SkinScNewRC","Mean","Sex","AgeM","Generation","F","Is12Score","dps_SkinScore","altDogID","altSireID","altDamID"
1,1,1,1,183,10.44,0.08,1,1,"R7483","R5641","R5933"
3,3,1,2,183,10.44,0.08,0,7,"R7484","R5641","R5933"
2,2,1,1,183,10.44,0.08,1,7,"R7485","R5641","R5933"
2,2,1,1,183,10.44,0.08,1,7,"R7486","R5641","R5933"
5,4,1,2,183,10.44,0.08,0,15,"R7487","R5641","R5933"
2,2,1,2,183,10.44,0.08,1,7,"R7488","R5641","R5933"
2,2,1,2,183,10.44,0.08,1,7,"R7489","R5641","R5933"
2,2,1,1,183,11.02,0.11,1,7,"R7491","R6267","R6431"
2,2,1,1,183,11.02,0.11,1,7,"R7492","R6267","R6431"
1,1,1,1,183,11.02,0.11,1,1,"R7493","R6267","R6431"
3,3,1,1,183,11.02,0.11,0,7,"R7494","R6267","R6431"
5,4,1,2,183,11.02,0.11,0,15,"R7495","R6267","R6431"
5,4,1,2,183,11.02,0.11,0,11,"R7497","R6267","R6431"
2,2,1,1,183,7.61,0.00500000088824129,1,7,"R7498","R15666","R5898"
1,1,1,2,183,7.61,0.00500000088824129,1,1,"R7499","R15666","R5898"
2,2,1,1,183,7.61,0.00500000088824129,1,7,"R7500","R15666","R5898"
2,2,1,1,182,11.19,0.11,1,7,"R7501","R5930","R6262"
3,3,1,2,182,11.19,0.11,0,7,"R7503","R5930","R6262"
1,1,1,1,182,11.19,0.11,1,1,"R7504","R5930","R6262"
1,1,1,1,182,11.19,0.11,1,1,"R7505","R5930","R6262"
5,4,1,2,182,11.19,0.11,0,15,"R7507","R5930","R6262"
5,4,1,2,182,11.19,0.11,0,15,"R7508","R5930","R6262"
5,4,1,2,182,11.15,0.09,0,11,"R7509","R6556","R5996"
5,4,1,2,182,11.15,0.09,0,11,"R7510","R6556","R5996"
2,2,1,2,182,11.15,0.09,1,7,"R7511","R6556","R5996"
2,2,1,2,182,11.15,0.09,1,7,"R7513","R6556","R5996"
3,3,1,1,182,11.15,0.09,0,7,"R7514","R6556","R5996"
1,1,1,1,182,11.15,0.09,1,1,"R7515","R6556","R5996"
2,2,1,2,182,10.68,0.12,1,7,"R7516","R4240","R6458"
3,3,1,2,182,10.68,0.12,0,7,"R7517","R4240","R6458"
3,3,1,2,182,10.68,0.12,0,7,"R7518","R4240","R6458"
2,2,1,1,182,10.68,0.12,1,7,"R7519","R4240","R6458"
1,1,1,2,182,10.68,0.12,1,1,"R7520","R4240","R6458"
2,2,1,1,182,10.68,0.12,1,7,"R7522","R4240","R6458"
2,2,1,1,182,10.68,0.12,1,7,"R7523","R4240","R6458"
2,2,1,2,182,10.68,0.12,1,7,"R7524","R4240","R6458"
2,2,1,2,210,5.83,0.01,1,0,"R15796","R15795","R15798"
1,1,1,2,182,10.56,0.09,1,1,"R7525","R6267","R3745"
2,2,1,1,182,10.56,0.09,1,7,"R7526","R6267","R3745"
3,3,1,1,182,10.56,0.09,0,7,"R7527","R6267","R3745"
1,1,1,1,182,10.56,0.09,1,1,"R7528","R6267","R3745"
1,1,1,2,182,10.56,0.09,1,1,"R7530","R6267","R3745"
1,1,1,2,182,10.87,0.07,1,1,"R7531","R6267","R5646"
1,1,1,1,182,10.87,0.07,1,1,"R7532","R6267","R5646"
2,2,1,1,182,10.87,0.07,1,7,"R7533","R6267","R5646"
2,2,1,1,182,10.51,0.06,1,7,"R7537","R4240","R5082"
2,2,1,1,182,10.51,0.06,1,7,"R7538","R4240","R5082"
5,4,1,2,182,10.51,0.06,0,15,"R7539","R4240","R5082"
3,3,1,2,182,10.51,0.06,0,7,"R7540","R4240","R5082"
1,1,1,2,182,10.51,0.06,1,1,"R7541","R4240","R5082"
5,4,1,2,182,11.11,0.1,0,15,"R7542","R6272","R5610"
1,1,1,1,182,11.11,0.1,1,1,"R7544","R6272","R5610"
3,3,1,1,182,11.11,0.1,0,7,"R7545","R6272","R5610"
2,2,1,1,181,10.87,0.07,1,5,"R7546","R6272","R5644"
2,2,1,2,181,10.87,0.07,1,7,"R7547","R6272","R5644"
2,2,1,1,181,10.87,0.07,1,7,"R7548","R6272","R5644"
2,2,1,1,181,10.87,0.07,1,5,"R7549","R6272","R5644"
5,4,1,1,181,10.87,0.07,0,15,"R7551","R6272","R5644"
1,1,1,2,181,10.46,0.1,1,1,"R7552","R4240","R6398"
1,1,1,1,181,10.46,0.1,1,1,"R7554","R4240","R6398"
1,1,1,1,181,10.46,0.1,1,1,"R7555","R4240","R6398"
3,3,1,2,181,10.46,0.1,0,7,"R7556","R4240","R6398"
1,1,1,2,181,10.46,0.1,1,1,"R7559","R4240","R6398"
2,2,1,2,181,10.46,0.1,1,7,"R7560","R4240","R6398"
2,2,1,2,181,10.28,0.08,1,5,"R7561","R6267","R4829"
5,4,1,1,181,10.28,0.08,0,15,"R7562","R6267","R4829"
3,3,1,1,181,10.28,0.08,0,7,"R7563","R6267","R4829"
2,2,1,1,181,10.28,0.08,1,7,"R7564","R6267","R4829"
1,1,1,2,181,10.28,0.08,1,1,"R7565","R6267","R4829"
5,4,1,1,181,11.07,0.12,0,15,"R7567","R6267","R3775"
3,3,1,1,181,11.07,0.12,0,7,"R7569","R6267","R3775"
3,3,1,2,181,11.07,0.12,0,7,"R7570","R6267","R3775"
2,2,1,2,181,11.07,0.12,1,7,"R7571","R6267","R3775"
3,3,1,2,181,11.07,0.12,0,7,"R7572","R6267","R3775"
3,3,1,1,181,10.45,0.12,0,7,"R7573","R6272","R4574"
2,2,1,1,181,10.45,0.12,1,7,"R7574","R6272","R4574"
2,2,1,2,181,10.45,0.12,1,7,"R7575","R6272","R4574"
2,2,1,1,181,10.45,0.12,1,7,"R7576","R6272","R4574"
2,2,1,1,181,10.45,0.12,1,5,"R7577","R6272","R4574"
5,4,1,2,181,10.45,0.12,0,11,"R7578","R6272","R4574"
4,4,1,2,180,9.84,0.14,0,7,"R7579","R4240","R4655"
2,2,1,2,180,9.84,0.14,1,5,"R7580","R4240","R4655"
4,4,1,1,180,9.84,0.14,0,11,"R7582","R4240","R4655"
1,1,1,2,180,9.84,0.14,1,1,"R7583","R4240","R4655"
1,1,1,1,180,11.07,0.09,1,1,"R7585","R6272","R5403"
5,4,1,2,180,11.07,0.09,0,15,"R7586","R6272","R5403"
1,1,1,2,180,11.07,0.09,1,1,"R7587","R6272","R5403"
2,2,1,1,180,11.07,0.09,1,7,"R7588","R6272","R5403"
1,1,1,2,180,11.07,0.09,1,1,"R7589","R6272","R5403"
2,2,1,2,180,11.07,0.09,1,7,"R7590","R6272","R5403"
2,2,1,1,180,11.07,0.09,1,7,"R7591","R6272","R5403"
2,2,1,1,180,11.07,0.09,1,7,"R7592","R6272","R5403"
1,1,1,2,180,11.49,0.15,1,1,"R7593","R6272","R5429"
5,4,1,1,180,11.49,0.15,0,1,"R7595","R6272","R5429"
2,2,1,2,180,11.49,0.15,1,7,"R7596","R6272","R5429"
2,2,1,1,180,11.49,0.15,1,7,"R7597","R6272","R5429"
1,1,1,1,180,11.49,0.15,1,1,"R7598","R6272","R5429"
2,2,1,1,180,11.49,0.15,1,5,"R7600","R6272","R5429"
5,4,1,2,180,11.49,0.15,0,15,"R7601","R6272","R5429"
1,1,1,2,180,11.49,0.15,1,1,"R7603","R6272","R5429"
1,1,1,2,180,10.91,0.12,1,1,"R7604","R6267","R4440"
2,2,1,1,180,10.91,0.12,1,7,"R7605","R6267","R4440"
1,1,1,1,180,10.91,0.12,1,1,"R7607","R6267","R4440"
2,2,1,1,180,10.91,0.12,1,5,"R7608","R6267","R4440"
2,2,1,1,180,10.91,0.12,1,7,"R7609","R6267","R4440"
2,2,1,2,180,9.17,0.02,1,7,"R15805","R6267","R15796"
1,1,1,2,179,10.46,0.05,1,1,"R7610","R6267","R4507"
5,4,1,2,179,10.46,0.05,0,15,"R7613","R6267","R4507"
1,1,1,2,179,10.46,0.05,1,1,"R7614","R6267","R4507"
3,3,1,1,179,10.46,0.05,0,7,"R7615","R6267","R4507"
2,2,1,2,179,10.46,0.05,1,7,"R7616","R6267","R4507"
5,4,1,1,179,11.05,0.1,0,11,"R7617","R6718","R5386"
1,1,1,2,179,11.05,0.1,1,1,"R7618","R6718","R5386"
3,3,1,1,179,11.05,0.1,0,7,"R7619","R6718","R5386"
1,1,1,1,179,11.05,0.1,1,1,"R7621","R6718","R5386"
2,2,1,2,179,11.05,0.1,1,7,"R7622","R6718","R5386"
5,4,1,1,179,11.05,0.1,0,11,"R7623","R6718","R5386"
3,3,1,1,179,11.47,0.09,0,7,"R7625","R6272","R6555"
2,2,1,1,179,11.47,0.09,1,5,"R7627","R6272","R6555"
2,2,1,1,179,11.43,0.08,1,7,"R7630","R6267","R6521"
1,1,1,2,179,11.43,0.08,1,1,"R7631","R6267","R6521"
1,1,1,2,179,11.43,0.08,1,1,"R7632","R6267","R6521"
2,2,1,2,179,11.43,0.08,1,7,"R7633","R6267","R6521"
2,2,1,2,179,11.43,0.08,1,5,"R7635","R6267","R6521"
2,2,1,2,179,11.43,0.08,1,7,"R7636","R6267","R6521"
5,4,1,2,179,9.69,0.12,0,15,"R7637","R5930","R4885"
3,3,1,1,179,10.59,0.06,0,7,"R7638","R5693","R5827"
1,1,1,2,179,10.59,0.06,1,1,"R7640","R5693","R5827"
5,4,1,1,179,10.59,0.06,0,15,"R7641","R5693","R5827"
1,1,1,2,179,10.59,0.06,1,1,"R7643","R5693","R5827"
2,2,1,1,179,10.89,0.11,1,7,"R7644","R6718","R3732"
5,4,1,1,179,10.89,0.11,0,15,"R7645","R6718","R3732"
1,1,1,2,179,10.89,0.11,1,1,"R7646","R6718","R3732"
1,1,1,2,179,10.89,0.11,1,1,"R7647","R6718","R3732"
1,1,1,2,179,10.89,0.11,1,1,"R7648","R6718","R3732"
3,3,1,1,179,10.89,0.11,0,7,"R7649","R6718","R3732"
5,4,1,1,179,9.95,0.08,0,15,"R7650","R6267","R3639"
1,1,1,1,179,9.95,0.08,1,1,"R7651","R6267","R3639"
2,2,1,1,179,9.95,0.08,1,7,"R7652","R6267","R3639"
2,2,1,1,179,10.16,0.06,1,7,"R7653","R6737","R6264"
2,2,1,2,179,10.16,0.06,1,5,"R7655","R6737","R6264"
1,1,1,1,179,10.16,0.06,1,1,"R7656","R6737","R6264"
2,2,1,1,179,10.16,0.06,1,7,"R7657","R6737","R6264"
3,3,1,1,179,10.16,0.06,0,7,"R7658","R6737","R6264"
5,4,1,2,179,10.16,0.06,0,11,"R7659","R6737","R6264"
1,1,1,1,179,10.16,0.06,1,1,"R7660","R6737","R6264"
3,3,1,2,178,10.32,0.06,0,7,"R7661","R5693","R4373"
1,1,1,1,178,10.32,0.06,1,1,"R7662","R5693","R4373"
3,3,1,1,178,10.32,0.06,0,7,"R7663","R5693","R4373"
5,4,1,2,178,10.32,0.06,0,15,"R7664","R5693","R4373"
2,2,1,1,178,10.32,0.06,1,15,"R7665","R5693","R4373"
2,2,1,1,178,10.32,0.06,1,7,"R7666","R5693","R4373"
3,3,1,2,178,10.32,0.06,0,7,"R7667","R5693","R4373"
5,4,1,1,178,10.32,0.06,0,11,"R7668","R5693","R4373"
3,3,1,2,178,10.86,0.1,0,7,"R7669","R6796","R6229"
1,1,1,1,178,10.86,0.1,1,1,"R7671","R6796","R6229"
3,3,1,1,178,10.86,0.1,0,7,"R7672","R6796","R6229"
1,1,1,1,178,10.86,0.1,1,1,"R7673","R6796","R6229"
1,1,1,1,178,10.86,0.1,1,1,"R7675","R6796","R6229"
1,1,1,2,178,10.86,0.1,1,1,"R7676","R6796","R6229"
2,2,1,1,178,10.86,0.1,1,7,"R7677","R6796","R6229"
3,3,1,1,178,10.86,0.1,0,7,"R7678","R6796","R6229"
2,2,1,1,178,10.86,0.1,1,7,"R7679","R6796","R6229"
5,4,1,2,178,11.16,0.08,0,15,"R7680","R6718","R6379"
5,4,1,2,178,11.16,0.08,0,15,"R7681","R6718","R6379"
1,1,1,1,178,11.16,0.08,1,1,"R7682","R6718","R6379"
1,1,1,2,178,11.16,0.08,1,1,"R7683","R6718","R6379"
2,2,1,1,178,11.16,0.08,1,7,"R7684","R6718","R6379"
5,4,1,2,178,11.16,0.08,0,15,"R7685","R6718","R6379"
3,3,1,1,178,11.16,0.08,0,7,"R7686","R6718","R6379"
1,1,1,1,178,11.16,0.08,1,1,"R7687","R6718","R6379"
2,2,1,1,178,11.16,0.08,1,7,"R7688","R6718","R6379"
3,3,1,2,178,11.16,0.08,0,7,"R7689","R6718","R6379"
2,2,1,1,177,11.31,0.1,1,5,"R7690","R5993","R6609"
3,3,1,1,177,11.31,0.1,0,7,"R7691","R5993","R6609"
2,2,1,1,177,11.31,0.1,1,7,"R7692","R5993","R6609"
3,3,1,1,177,11.31,0.1,0,7,"R7693","R5993","R6609"
2,2,1,2,177,11.31,0.1,1,7,"R7694","R5993","R6609"
2,2,1,1,177,11.31,0.1,1,5,"R7695","R5993","R6609"
1,1,1,1,177,11.31,0.1,1,1,"R7696","R5993","R6609"
2,2,1,2,177,11.31,0.1,1,7,"R7697","R5993","R6609"
3,3,1,2,177,11.49,0.12,0,7,"R7698","R6720","R5736"
5,4,1,1,177,11.49,0.12,0,15,"R7699","R6720","R5736"
2,2,1,1,177,11.49,0.12,1,7,"R7700","R6720","R5736"
1,1,1,2,177,11.49,0.12,1,1,"R7701","R6720","R5736"
5,4,1,2,177,11.49,0.12,0,15,"R7702","R6720","R5736"
2,2,1,2,177,11.49,0.12,1,7,"R7703","R6720","R5736"
2,2,1,2,177,11.49,0.12,1,7,"R7704","R6720","R5736"
2,2,1,2,177,11.49,0.12,1,7,"R7705","R6720","R5736"
1,1,1,1,177,11.49,0.12,1,1,"R7706","R6720","R5736"
2,2,1,1,177,10.78,0.1,1,7,"R7707","R6720","R4846"
5,4,1,2,177,10.78,0.1,0,15,"R7708","R6720","R4846"
2,2,1,2,177,10.78,0.1,1,7,"R7709","R6720","R4846"
1,1,1,2,177,11.01,0.12,1,1,"R7710","R6718","R4632"
3,3,1,1,177,11.01,0.12,0,7,"R7711","R6718","R4632"
1,1,1,1,177,11.01,0.12,1,1,"R7712","R6718","R4632"
1,1,1,2,177,11.01,0.12,1,1,"R7713","R6718","R4632"
3,3,1,2,177,11.01,0.12,0,7,"R7714","R6718","R4632"
2,2,1,1,177,11.01,0.12,1,5,"R7715","R6718","R4632"
1,1,1,1,177,11.01,0.12,1,1,"R7716","R6718","R4632"
5,4,1,1,178,1,1e-09,0,15,"R15831","R14552","R15830"
2,2,1,1,176,11.49,0.09,1,7,"R7717","R6718","R6115"
3,3,1,1,176,11.49,0.09,0,7,"R7718","R6718","R6115"
5,4,1,2,176,11.49,0.09,0,15,"R7719","R6718","R6115"
2,2,1,2,176,11.49,0.09,1,7,"R7720","R6718","R6115"
2,2,1,1,176,11.49,0.09,1,7,"R7721","R6718","R6115"
2,2,1,1,176,11.3,0.09,1,7,"R7722","R6720","R5933"
1,1,1,2,176,11.3,0.09,1,1,"R7723","R6720","R5933"
3,3,1,1,176,11.3,0.09,0,7,"R7724","R6720","R5933"
5,4,1,1,176,11.3,0.09,0,15,"R7725","R6720","R5933"
1,1,1,1,176,11.3,0.09,1,1,"R7726","R6720","R5933"
1,1,1,1,176,11.3,0.09,1,1,"R7727","R6720","R5933"
3,3,1,2,176,11.3,0.09,0,7,"R7728","R6720","R5933"
2,2,1,2,176,11.3,0.09,1,7,"R7729","R6720","R5933"
3,3,1,1,176,11.3,0.09,0,7,"R7730","R6718","R5493"
2,2,1,2,176,11.3,0.09,1,5,"R7731","R6718","R5493"
2,2,1,2,176,11.3,0.09,1,7,"R7732","R6718","R5493"
5,4,1,2,176,11.3,0.09,0,15,"R7733","R6718","R5493"
3,3,1,2,176,11.3,0.09,0,7,"R7734","R6718","R5493"
2,2,1,2,176,11.3,0.09,1,7,"R7735","R6718","R5493"
3,3,1,1,176,11.3,0.09,0,7,"R7736","R6718","R5493"
3,3,1,2,176,11.28,0.09,0,7,"R7738","R6825","R5612"
5,4,1,1,176,11.28,0.09,0,15,"R7739","R6825","R5612"
2,2,1,1,176,11.28,0.09,1,7,"R7740","R6825","R5612"
2,2,1,1,176,11.28,0.09,1,7,"R7741","R6825","R5612"
3,3,1,1,176,11.28,0.09,0,7,"R7742","R6825","R5612"
4,4,1,2,176,11.28,0.09,0,7,"R7743","R6825","R5612"
3,3,1,2,176,11.28,0.09,0,7,"R7744","R6825","R5612"
5,4,1,1,176,11.28,0.09,0,15,"R7745","R6825","R5612"
3,3,1,1,176,11.28,0.09,0,5,"R7746","R6825","R5612"
2,2,1,2,199,1,1e-09,1,5,"R6655","R15843","R15844"
5,4,1,1,176,11.47,0.09,0,15,"R7747","R6796","R6630"
1,1,1,2,176,11.47,0.09,1,1,"R7748","R6796","R6630"
1,1,1,2,176,11.47,0.09,1,1,"R7750","R6796","R6630"
2,2,1,2,176,11.47,0.09,1,7,"R7751","R6796","R6630"
5,4,1,2,176,11.47,0.09,0,15,"R7752","R6796","R6630"
3,3,1,2,176,11.47,0.09,0,7,"R7753","R6796","R6630"
5,4,1,2,176,11.47,0.09,0,11,"R7754","R6796","R6630"
2,2,1,2,176,11.47,0.09,1,7,"R7755","R6796","R6630"
2,2,1,1,176,10.12,0.09,1,5,"R7756","R6825","R3638"
1,1,1,1,176,10.12,0.09,1,1,"R7757","R6825","R3638"
2,2,1,2,176,10.12,0.09,1,5,"R7758","R6825","R3638"
5,4,1,2,176,10.12,0.09,0,15,"R7759","R6825","R3638"
2,2,1,1,176,10.12,0.09,1,7,"R7760","R6825","R3638"
1,1,1,1,176,10.12,0.09,1,1,"R7761","R6825","R3638"
5,4,1,2,175,11.03,0.06,0,15,"R7762","R5081","R5895"
5,4,1,2,175,11.03,0.06,0,11,"R7763","R5081","R5895"
2,2,1,2,175,11.03,0.06,1,7,"R7766","R5081","R5895"
1,1,1,2,175,11.03,0.06,1,1,"R7767","R5081","R5895"
2,2,1,2,175,11.03,0.06,1,7,"R7768","R5081","R5895"
1,1,1,2,175,11.03,0.06,1,1,"R7769","R5081","R5895"
3,3,1,1,175,11.03,0.08,0,7,"R7771","R6825","R5646"
1,1,1,2,175,11.03,0.08,1,1,"R7772","R6825","R5646"
3,3,1,1,175,11.03,0.08,0,7,"R7774","R6825","R5646"
2,2,1,1,175,11.03,0.08,1,7,"R7775","R6825","R5646"
3,3,1,2,175,11.03,0.08,0,7,"R7776","R6825","R5646"
2,2,1,1,175,11.03,0.08,1,7,"R7777","R6825","R5646"
1,1,1,2,175,10.94,0.12,1,1,"R7778","R6267","R4591"
5,4,1,2,175,10.94,0.12,0,15,"R7779","R6267","R4591"
5,4,1,2,175,10.94,0.12,0,11,"R7780","R6267","R4591"
3,3,1,2,175,10.94,0.12,0,7,"R7781","R6267","R4591"
3,3,1,1,175,10.94,0.12,0,7,"R7782","R6267","R4591"
3,3,1,1,175,10.94,0.12,0,7,"R7783","R6267","R4591"
1,1,1,1,175,10.94,0.12,1,1,"R7784","R6267","R4591"
3,3,1,1,175,10.94,0.12,0,7,"R7785","R6267","R4591"
1,1,1,1,175,11.16,0.15,1,1,"R7789","R6267","R4726"
2,2,1,1,175,11.16,0.15,1,7,"R7790","R6267","R4726"
2,2,1,1,175,11.16,0.15,1,5,"R7791","R6267","R4726"
1,1,1,2,175,11.16,0.15,1,1,"R7792","R6267","R4726"
2,2,1,1,175,11.28,0.09,1,5,"R7794","R6825","R5613"
5,4,1,1,175,11.28,0.09,0,15,"R7795","R6825","R5613"
1,1,1,1,175,11.28,0.09,1,1,"R7796","R6825","R5613"
5,4,1,2,175,9.52,0.06,0,15,"R7797","R6737","R5644"
1,1,1,1,175,9.52,0.06,1,1,"R7798","R6737","R5644"
2,2,1,2,175,9.52,0.06,1,5,"R7799","R6737","R5644"
1,1,1,1,175,9.52,0.06,1,1,"R7800","R6737","R5644"
5,4,1,1,175,9.52,0.06,0,15,"R7802","R6737","R5644"
5,4,1,2,175,11.33,0.08,0,11,"R7803","R6718","R5610"
2,2,1,2,175,11.33,0.08,1,7,"R7804","R6718","R5610"
2,2,1,1,175,11.33,0.08,1,7,"R7805","R6718","R5610"
1,1,1,1,175,11.33,0.08,1,1,"R7806","R6718","R5610"
5,4,1,2,175,11.33,0.08,0,7,"R7807","R6718","R5610"
3,3,1,1,175,11.33,0.08,0,7,"R7809","R6718","R5610"
2,2,1,2,175,11.33,0.08,1,7,"R7810","R6718","R5610"
1,1,1,1,174,11.3,0.09,1,1,"R7811","R5930","R6719"
3,3,1,2,174,11.3,0.09,0,7,"R7813","R5930","R6719"
5,4,1,1,174,11.3,0.09,0,15,"R7814","R5930","R6719"
5,4,1,1,174,11.3,0.09,0,15,"R7815","R5930","R6719"
2,2,1,2,174,11.3,0.09,1,7,"R7816","R5930","R6719"
3,3,1,2,174,11.3,0.09,0,7,"R7817","R5930","R6719"
2,2,1,2,174,11.3,0.09,1,5,"R7818","R5930","R6719"
2,2,1,1,174,11.3,0.09,1,5,"R7819","R5930","R6719"
5,4,1,2,174,11.12,0.07,0,11,"R7820","R6718","R5938"
2,2,1,1,174,11.12,0.07,1,7,"R7821","R6718","R5938"
2,2,1,1,174,11.12,0.07,1,7,"R7822","R6718","R5938"
5,4,1,1,174,11.12,0.07,0,15,"R7823","R6718","R5938"
2,2,1,1,174,11.12,0.07,1,7,"R7825","R6718","R5938"
2,2,1,1,174,11.12,0.07,1,7,"R7827","R6718","R5938"
2,2,1,1,174,11.12,0.07,1,7,"R7828","R6718","R5938"
2,2,1,2,174,10.99,0.09,1,5,"R7832","R5081","R6398"
2,2,1,1,174,10.99,0.09,1,7,"R7833","R5081","R6398"
4,4,1,2,174,11.81,0.13,0,11,"R7835","R6825","R7004"
2,2,1,2,174,11.81,0.13,1,7,"R7836","R6825","R7004"
5,4,1,2,174,11.81,0.13,0,15,"R7837","R6825","R7004"
1,1,1,2,174,11.81,0.13,1,1,"R7838","R6825","R7004"
3,3,1,1,174,11.81,0.13,0,7,"R7839","R6825","R7004"
5,4,1,1,174,11.81,0.13,0,15,"R7840","R6825","R7004"
5,4,1,1,174,11.81,0.13,0,15,"R7841","R6825","R7004"
3,3,1,1,174,11.81,0.13,0,7,"R7842","R6825","R7004"
3,3,1,2,174,11.44,0.11,0,7,"R7844","R6825","R5079"
3,3,1,2,174,11.44,0.11,0,7,"R7845","R6825","R5079"
5,4,1,2,174,11.44,0.11,0,15,"R7846","R6825","R5079"
5,4,1,2,174,11.44,0.11,0,15,"R7847","R6825","R5079"
2,2,1,2,174,11.44,0.11,1,7,"R7848","R6825","R5079"
5,4,1,2,174,11.44,0.11,0,11,"R7849","R6825","R5079"
5,4,1,1,174,11.44,0.11,0,7,"R7850","R6825","R5079"
2,2,1,1,174,11.44,0.11,1,7,"R7851","R6825","R5079"
4,4,1,1,174,11.44,0.11,0,11,"R7852","R6825","R5079"
3,3,1,1,187,1e-09,1e-09,0,7,"R7312","R14551","R14551"
3,3,1,2,174,11.21,0.08,0,7,"R7855","R7084","R6230"
2,2,1,1,174,11.21,0.08,1,7,"R7858","R7084","R6230"
5,4,1,1,174,11.21,0.08,0,11,"R7859","R7084","R6230"
2,2,1,1,174,9.94,0.11,1,7,"R7860","R6943","R4881"
2,2,1,1,174,9.94,0.11,1,7,"R7861","R6943","R4881"
1,1,1,1,174,9.94,0.11,1,1,"R7862","R6943","R4881"
5,4,1,1,174,9.94,0.11,0,15,"R7863","R6943","R4881"
2,2,1,1,174,11.49,0.1,1,5,"R7865","R6720","R5898"
1,1,1,1,174,11.49,0.1,1,1,"R7866","R6720","R5898"
5,4,1,2,174,11.49,0.1,0,15,"R7867","R6720","R5898"
2,2,1,2,174,11.49,0.1,1,7,"R7868","R6720","R5898"
1,1,1,2,174,11.49,0.1,1,1,"R7869","R6720","R5898"
2,2,1,1,174,11.49,0.1,1,7,"R7870","R6720","R5898"
2,2,1,2,174,11.49,0.1,1,7,"R7871","R6720","R5898"
5,4,1,1,174,11.49,0.1,0,15,"R7872","R6720","R5898"
3,3,1,2,174,10.58,0.09,0,7,"R7873","R5045","R5230"
5,4,1,2,174,10.58,0.09,0,7,"R7874","R5045","R5230"
5,4,1,2,174,10.58,0.09,0,15,"R7876","R5045","R5230"
3,3,1,2,174,10.58,0.09,0,7,"R7877","R5045","R5230"
2,2,1,1,174,10.58,0.09,1,5,"R7878","R5045","R5230"
5,4,1,1,174,10.58,0.09,0,15,"R7880","R5045","R5230"
1,1,1,1,174,10.58,0.09,1,1,"R7881","R5045","R5230"
2,2,1,2,173,11.09,0.09,1,7,"R7882","R6943","R5082"
3,3,1,2,173,11.09,0.09,0,7,"R7883","R6943","R5082"
2,2,1,1,173,11.09,0.09,1,7,"R7884","R6943","R5082"
1,1,1,1,173,11.09,0.09,1,1,"R7885","R6943","R5082"
3,3,1,1,173,11.09,0.09,0,7,"R7886","R6943","R5082"
2,2,1,2,173,11.09,0.09,1,7,"R7887","R6943","R5082"
1,1,1,1,173,11.09,0.09,1,1,"R7888","R6943","R5082"
2,2,1,1,173,11.73,0.08,1,7,"R7889","R6796","R6695"
1,1,1,1,173,11.73,0.08,1,1,"R7890","R6796","R6695"
1,1,1,1,173,11.73,0.08,1,1,"R7891","R6796","R6695"
2,2,1,2,173,11.73,0.08,1,7,"R7892","R6796","R6695"
4,4,1,2,173,11.73,0.08,0,11,"R7893","R6796","R6695"
5,4,1,1,173,11.45,0.13,0,15,"R7894","R7022","R7119"
1,1,1,1,173,11.45,0.13,1,1,"R7895","R7022","R7119"
2,2,1,2,173,11.45,0.13,1,5,"R7896","R7022","R7119"
2,2,1,2,173,11.45,0.13,1,7,"R7897","R7022","R7119"
5,4,1,2,173,11.45,0.13,0,15,"R7898","R7022","R7119"
5,4,1,2,173,11.45,0.13,0,15,"R7899","R7022","R7119"
1,1,1,1,173,11.45,0.13,1,1,"R7900","R7022","R7119"
5,4,1,1,173,11.45,0.13,0,15,"R7901","R7022","R7119"
5,4,1,1,173,11.45,0.13,0,15,"R7902","R7022","R7119"
5,4,1,2,173,11.5,0.1,0,15,"R7903","R6943","R6808"
1,1,1,1,173,11.5,0.1,1,1,"R7904","R6943","R6808"
3,3,1,1,173,11.5,0.1,0,7,"R7905","R6943","R6808"
2,2,1,1,173,11.5,0.1,1,7,"R7906","R6943","R6808"
3,3,1,2,173,11.5,0.1,0,7,"R7908","R6943","R6808"
3,3,1,2,173,11.5,0.1,0,7,"R7909","R6943","R6808"
5,4,1,2,173,11.81,0.13,0,7,"R7910","R6825","R7007"
1,1,1,2,173,11.81,0.13,1,1,"R7912","R6825","R7007"
2,2,1,1,173,11.81,0.13,1,7,"R7913","R6825","R7007"
2,2,1,1,173,11.81,0.13,1,7,"R7914","R6825","R7007"
1,1,1,1,173,11.81,0.13,1,1,"R7915","R6825","R7007"
3,3,1,2,173,11.81,0.13,0,7,"R7918","R6825","R7007"
1,1,1,1,173,11.12,0.1,1,1,"R7919","R6943","R6168"
2,2,1,1,173,11.12,0.1,1,5,"R7920","R6943","R6168"
3,3,1,1,173,11.12,0.1,0,7,"R7922","R6943","R6168"
1,1,1,1,173,11.12,0.1,1,1,"R7923","R6943","R6168"
5,4,1,2,173,11.12,0.1,0,15,"R7924","R6943","R6168"
3,3,1,2,173,10.42,0.1,0,7,"R7925","R6943","R4655"
2,2,1,1,173,10.42,0.1,1,5,"R7926","R6943","R4655"
2,2,1,2,173,10.42,0.1,1,7,"R7927","R6943","R4655"
5,4,1,2,173,10.42,0.1,0,15,"R7928","R6943","R4655"
5,4,1,2,172,11.37,0.11,0,15,"R7929","R7084","R7023"
1,1,1,2,172,11.37,0.11,1,1,"R7931","R7084","R7023"
2,2,1,1,172,11.37,0.11,1,7,"R7932","R7084","R7023"
