"altDogID","altSireID","altDamID"
"R12283","R11426","R11209"
"R12284","R11426","R11209"
"R12285","R11426","R11209"
"R12286","R11426","R11209"
"R16244","R14551","R14551"
"R12287","R10998","R9869"
"R12288","R10998","R9869"
"R12289","R10998","R9869"
"R12290","R10998","R9869"
"R12291","R10998","R9869"
"R16245","R16247","R16248"
"R16246","R15266","R9440"
"R16247","R16254","R16255"
"R16248","R16249","R16250"
"R12292","R10434","R10751"
"R12293","R10434","R10751"
"R12294","R10434","R10751"
"R12295","R10434","R10751"
"R12296","R10434","R10751"
"R12297","R10434","R10751"
"R12298","R10434","R10751"
"R12299","R10434","R10751"
"R12300","R10434","R10751"
"R12301","R10434","R10751"
"R16249","R15464","R16251"
"R16250","R16252","R16253"
"R16251","R14551","R14551"
"R16252","R14551","R14551"
"R16253","R14551","R14551"
"R16254","R14971","R16256"
"R16255","R16257","R16258"
"R16256","R14551","R14551"
"R16257","R16412","R16411"
"R16258","R14551","R14551"
"R16259","R10493","R16210"
"R16260","R10493","R16210"
"R16261","R10493","R16210"
"R16262","R10493","R16210"
"R16263","R10493","R16210"
"R16264","R10493","R16210"
"R16265","R10493","R16210"
"R16266","R10493","R16210"
"R16267","R10493","R16210"
"R16268","R10493","R16210"
"R16269","R10493","R16208"
"R16270","R10493","R16208"
"R16271","R10493","R16208"
"R16272","R10493","R16208"
"R16273","R10493","R16208"
"R16274","R10493","R16208"
"R16275","R10493","R16208"
"R16276","R10493","R16208"
"R16277","R10493","R16206"
"R16278","R10493","R16206"
"R16279","R10493","R16206"
"R16280","R10493","R16206"
"R16281","R10493","R16206"
"R16282","R10493","R16206"
"R16283","R10493","R16206"
"R16284","R10493","R16206"
"R16285","R10493","R16206"
"R12310","R11423","R10093"
"R12311","R11423","R10093"
"R12312","R11423","R10093"
"R12313","R11423","R10093"
"R12314","R11423","R10093"
"R12315","R11423","R10093"
"R12316","R11423","R10093"
"R12317","R11423","R10093"
"R12318","R11423","R10093"
"R12319","R11559","R11014"
"R12320","R11559","R11014"
"R12321","R11559","R11014"
"R12322","R11559","R11014"
"R12323","R11559","R10209"
"R12324","R11559","R10209"
"R12325","R11559","R10209"
"R12326","R11559","R10209"
"R12327","R11559","R10209"
"R12328","R11559","R10209"
"R12329","R11559","R10209"
"R12330","R11451","R10598"
"R12331","R11451","R10598"
"R12332","R11451","R10598"
"R12333","R11451","R10598"
"R12334","R11426","R11236"
"R12335","R11426","R11236"
"R12336","R11426","R11236"
"R12337","R11426","R11236"
"R12338","R11426","R11236"
"R12339","R11426","R11236"
"R12340","R11426","R11236"
"R12341","R11426","R11236"
"R12342","R11426","R11236"
"R12343","R11234","R9567"
"R12344","R11234","R9567"
"R12345","R11234","R9567"
"R12346","R11423","R10743"
"R12347","R11423","R10743"
"R12348","R11423","R10743"
"R12349","R11423","R10743"
"R12350","R11423","R10743"
"R12351","R11423","R10743"
"R12352","R11423","R10743"
"R12353","R11423","R10743"
"R12354","R11423","R10743"
"R12355","R11423","R10743"
"R12356","R11423","R10743"
"R16286","R11466","R11425"
"R16287","R11466","R11425"
"R16288","R11466","R11425"
"R16289","R11466","R11425"
"R16290","R11466","R11425"
"R16291","R11466","R11425"
"R12364","R11471","R11126"
"R12365","R11471","R11126"
"R12366","R11471","R11126"
"R12367","R11471","R11126"
"R12368","R11471","R11126"
"R12369","R11471","R11126"
"R12370","R11423","R10645"
"R12371","R11423","R10645"
"R12372","R11423","R10645"
"R12373","R11423","R10645"
"R12374","R11423","R10645"
"R16292","R16294","R16295"
"R12375","R11471","R11154"
"R12376","R11471","R11154"
"R12377","R11471","R11154"
"R12378","R11559","R11341"
"R12379","R11559","R11341"
"R12380","R11559","R11341"
"R12381","R11559","R11341"
"R12382","R11559","R11341"
"R12383","R11559","R11341"
"R12384","R11559","R11341"
"R12385","R11559","R11341"
"R12386","R11559","R11341"
"R12387","R10469","R10424"
"R12388","R10469","R10424"
"R12389","R10469","R10424"
"R12390","R10469","R10424"
"R12391","R10469","R10424"
"R12392","R10469","R10424"
"R12393","R10469","R10424"
"R12394","R10469","R10424"
"R12395","R10469","R10424"
"R12396","R10469","R10424"
"R12397","R10678","R10435"
"R12398","R10678","R10435"
"R12399","R10678","R10435"
"R12400","R10678","R10435"
"R12401","R10678","R10435"
"R12402","R10976","R11235"
"R12403","R10976","R11235"
"R12404","R10976","R11235"
"R12405","R10976","R11235"
"R12406","R10976","R11235"
"R12407","R10976","R11235"
"R12408","R10976","R11235"
"R12409","R10976","R11235"
"R12410","R11565","R10985"
"R12411","R11565","R10985"
"R12412","R11565","R10985"
"R12413","R11565","R10985"
"R12414","R11565","R10985"
"R12415","R11565","R10985"
"R12416","R11471","R11282"
"R12417","R11471","R11282"
"R12418","R11471","R11282"
"R12419","R11471","R11282"
"R12420","R11471","R11282"
"R12421","R11471","R11282"
"R12422","R11471","R11282"
"R12423","R11471","R11282"
"R12424","R11471","R11282"
"R12425","R11539","R10597"
"R12426","R11539","R10597"
"R12427","R11539","R10597"
"R12428","R11539","R10597"
"R12429","R11539","R10597"
"R12430","R11539","R10597"
"R12431","R11423","R10680"
"R12432","R11423","R10680"
"R12433","R11423","R10680"
"R12434","R11423","R10680"
"R12435","R11423","R10680"
"R12436","R11423","R10680"
"R12437","R11423","R10680"
"R12438","R11423","R10680"
"R12439","R11423","R10680"
"R12440","R11423","R10680"
"R12441","R11423","R10680"
"R16294","R16296","R16297"
"R16295","R16302","R16303"
"R16296","R16298","R16299"
"R16297","R16300","R16301"
"R16298","R14551","R14551"
"R16299","R14551","R14551"
"R16300","R14551","R14551"
"R16301","R14551","R14551"
"R16302","R16304","R16305"
"R16303","R16306","R16307"
"R16304","R14551","R14551"
"R16305","R14551","R14551"
"R16306","R14551","R14551"
"R16307","R14551","R14551"
"R16308","R14551","R14551"
"R12442","R11539","R11446"
"R12443","R11539","R11446"
"R12444","R11539","R11446"
"R12445","R11539","R11446"
"R12446","R11539","R11446"
"R12447","R11539","R11446"
"R12448","R11539","R11446"
"R12449","R11539","R11446"
"R12450","R11539","R11446"
"R16309","R11426","R16213"
"R16310","R11426","R16213"
"R16311","R11426","R16213"
"R16312","R11426","R16213"
"R16313","R11426","R16213"
"R16314","R10493","R16224"
"R16315","R10493","R16224"
"R16316","R10493","R16224"
"R16317","R10493","R16224"
"R16318","R10493","R16224"
"R12451","R11559","R11107"
"R12452","R11559","R11107"
"R12453","R11559","R11107"
"R12454","R11559","R11107"
"R12455","R11559","R11107"
"R12456","R11559","R11107"
"R12457","R11559","R11107"
"R12458","R11559","R11107"
"R16319","R16214","R16320"
"R12459","R11609","R11428"
"R12460","R11609","R11428"
"R12461","R11609","R11428"
"R12462","R11609","R11428"
"R12463","R11609","R11428"
"R12464","R11609","R11428"
"R16320","R15601","R16321"
"R16321","R16322","R16323"
"R16322","R14651","R14551"
"R16323","R14713","R15621"
"R16324","R10493","R16068"
"R16325","R10493","R16068"
"R16326","R10493","R16068"
"R16327","R10493","R16068"
"R16328","R10493","R16068"
"R12357","R10493","R10108"
"R12358","R10493","R10108"
"R12359","R10493","R10108"
"R12360","R10493","R10108"
"R12361","R10493","R10108"
"R12362","R10493","R10108"
"R12363","R10493","R10108"
"R16329","R11635","R10196"
"R16330","R11635","R10196"
"R16331","R11635","R10196"
"R12302","R11471","R9642"
"R12303","R11471","R9642"
"R12304","R11471","R9642"
"R12305","R11471","R9642"
"R12306","R11471","R9642"
"R12307","R11471","R9642"
"R12308","R11471","R9642"
"R12309","R11471","R9642"
"R12465","R11471","R10939"
"R12466","R11471","R10939"
"R12467","R11471","R10939"
"R12468","R11559","R10988"
"R12469","R11559","R10988"
"R12470","R11559","R10988"
"R12471","R11559","R10988"
"R12472","R11559","R10988"
"R12473","R11559","R10988"
"R12474","R11559","R10988"
"R12475","R11559","R10988"
"R12476","R11559","R10988"
"R12477","R11559","R10988"
"R12478","R11423","R11380"
"R12479","R11423","R11380"
"R12480","R11423","R11380"
"R12481","R11423","R11380"
"R12482","R11443","R10925"
"R12483","R11443","R10925"
"R12484","R11443","R10925"
"R12485","R11443","R10925"
"R12486","R11443","R10925"
"R12487","R11443","R10925"
"R12488","R11443","R10925"
"R12489","R11443","R10925"
"R12490","R11443","R10925"
"R12491","R10332","R11551"
"R12492","R10332","R11551"
"R12493","R10332","R11551"
"R12494","R10332","R11551"
"R12495","R11609","R11475"
"R12496","R11609","R11475"
"R12497","R11609","R11475"
"R12498","R11609","R11475"
"R12499","R11609","R11475"
"R12500","R11609","R11475"
"R12501","R11609","R11475"
"R12502","R11609","R11475"
"R16332","R14551","R14551"
"R16333","R16244","R10611"
"R16334","R16244","R10611"
"R16335","R16244","R10611"
"R16336","R16244","R10611"
"R16337","R16244","R10611"
"R12503","R11539","R11487"
"R12504","R11539","R11487"
"R12505","R11539","R11487"
"R12506","R11539","R11487"
"R12507","R11539","R11487"
"R12508","R11539","R11487"
"R12509","R11723","R11486"
"R12510","R11723","R11486"
"R12511","R11723","R11486"
"R12512","R11723","R11486"
"R12513","R11723","R11486"
"R12514","R11723","R11486"
"R12515","R11723","R11486"
"R16338","R14551","R14551"
"R16339","R14551","R14551"
"R16340","R14551","R14551"
"R16341","R14551","R14551"
"R12516","R11609","R10252"
"R12517","R11609","R10252"
"R12518","R11609","R10252"
"R12519","R11609","R10252"
"R12520","R11609","R10252"
"R12521","R11609","R10252"
"R12522","R11609","R10252"
"R12523","R11750","R10699"
"R12524","R11750","R10699"
"R12525","R11750","R10699"
"R12526","R11750","R10699"
"R12527","R11750","R10699"
"R12528","R11750","R10699"
"R16342","R11471","R16319"
"R16343","R11471","R16319"
"R16344","R11471","R16319"
"R16345","R11471","R16319"
"R16346","R11471","R16319"
"R12529","R11750","R11347"
"R12530","R11750","R11347"
"R12531","R11750","R11347"
"R12532","R11750","R11347"
"R12533","R11750","R11347"
"R12534","R11750","R11347"
"R12535","R11750","R11347"
"R12536","R11750","R11347"
"R16347","R10493","R16293"
"R16348","R10493","R16293"
"R16349","R10493","R16293"
"R16350","R10493","R16293"
"R12537","R11609","R11189"
"R12538","R11609","R11189"
"R12539","R11609","R11189"
"R12540","R11609","R11189"
"R12541","R11609","R11189"
"R12542","R11609","R11472"
"R12543","R11723","R10734"
"R12544","R11723","R10734"
"R12545","R11723","R10734"
"R12546","R11723","R10734"
"R12547","R11723","R10734"
"R12548","R11723","R10734"
"R12549","R11723","R10734"
"R12550","R11723","R10734"
"R16351","R11539","R11469"
"R16352","R11539","R11469"
"R16353","R11539","R11469"
"R16354","R14551","R14551"
"R12551","R11539","R11209"
"R12552","R11539","R11209"
"R12553","R11539","R11209"
"R12554","R11539","R11209"
"R12555","R11539","R11209"
"R12556","R11539","R11209"
"R12557","R11539","R11209"
"R12558","R11539","R11209"
"R12559","R11539","R11209"
"R12560","R11539","R11209"
"R12561","R11750","R10531"
"R12562","R11750","R10531"
"R12563","R11750","R10531"
"R12564","R11750","R10531"
"R12565","R11750","R10531"
"R12566","R11750","R10531"
"R12567","R11750","R10531"
"R12568","R11750","R10531"
"R16355","R11471","R16292"
"R16356","R11471","R16292"
"R16357","R11471","R16292"
"R16358","R11471","R16292"
"R16359","R11471","R16292"
"R16360","R11471","R16292"
"R16361","R11471","R16292"
"R16362","R11471","R16292"
"R12569","R11750","R9869"
"R12570","R11750","R9869"
"R12571","R11750","R9869"
"R12572","R11750","R9869"
"R12573","R11750","R9869"
"R12574","R11750","R9869"
"R12575","R11750","R9869"
"R12576","R11750","R9869"
"R12577","R10976","R10902"
"R12578","R10976","R10902"
"R12579","R10976","R10902"
"R12580","R10976","R10902"
"R12581","R10976","R10902"
"R12582","R11426","R11676"
"R12583","R11426","R11676"
"R12584","R11426","R11676"
"R12585","R11426","R11676"
"R12586","R11426","R11676"
"R12587","R11723","R11671"
"R12588","R11723","R11671"
"R12589","R11723","R11671"
"R12590","R11723","R11671"
"R12591","R11723","R11671"
"R12592","R11723","R11671"
"R12593","R10516","R11572"
"R12594","R10516","R11572"
"R12595","R10516","R11572"
"R12596","R10516","R11572"
"R12597","R10516","R11572"
"R12598","R10516","R11572"
"R12599","R10516","R11572"
"R12600","R11565","R10697"
"R12601","R11565","R10697"
"R12602","R11565","R10697"
"R12603","R11565","R10697"
"R12604","R11565","R10697"
"R12605","R11565","R10697"
"R12606","R11750","R10410"
"R12607","R11750","R10410"
"R12608","R11750","R10410"
"R12609","R11750","R10410"
"R12610","R11750","R10410"
"R12611","R11750","R10410"
"R12612","R11750","R10410"
"R12613","R11750","R9821"
"R12614","R11750","R9821"
"R12615","R11750","R9821"
"R12616","R11750","R9821"
"R12617","R11750","R9821"
"R12618","R11750","R9821"
"R12619","R11750","R9821"
"R12620","R11750","R9821"
"R12621","R11750","R9821"
"R12622","R11565","R9928"
"R12623","R11565","R9928"
"R12624","R11565","R9928"
"R12625","R11565","R9928"
"R12626","R11565","R9928"
"R12627","R11565","R9928"
"R12628","R11723","R11154"
"R12629","R11723","R11154"
"R12630","R11723","R11154"
"R12631","R11723","R11154"
"R12632","R11723","R11154"
"R12633","R11723","R11154"
"R12634","R11723","R11154"
"R12635","R11471","R10600"
"R12636","R11471","R10600"
"R12637","R11471","R10600"
"R12638","R11471","R10600"
"R12639","R11565","R11959"
"R12640","R11565","R11959"
"R12641","R11565","R11959"
"R12642","R11565","R11959"
"R12643","R11565","R11959"
"R12644","R11565","R11959"
"R12645","R11565","R11959"
"R12646","R11823","R10598"
"R12647","R11823","R10598"
"R12648","R11823","R10598"
"R12649","R11823","R10598"
"R12650","R11823","R10598"
"R12651","R11565","R10743"
"R12652","R11565","R10743"
"R12653","R11565","R10743"
"R12654","R11565","R10743"
"R12655","R11565","R10743"
"R12656","R11565","R10743"
"R12657","R11565","R10743"
"R12658","R11565","R10743"
"R11728","R14551","R14551"
"R12659","R11222","R11727"
"R12660","R11222","R11727"
"R12661","R11222","R11727"
"R12662","R11222","R11727"
"R12663","R11222","R11727"
"R16363","R10493","R16338"
"R16364","R10493","R16338"
"R16365","R10493","R16338"
"R16366","R10493","R16338"
"R16367","R10493","R16338"
"R16368","R10493","R16338"
"R16369","R10493","R16338"
"R16370","R10493","R16338"
"R16371","R10493","R16338"
"R16372","R10493","R16338"
"R16373","R10493","R16338"
"R16374","R11471","R16340"
"R16375","R11471","R16340"
"R16376","R11471","R16340"
"R16377","R11471","R16340"
"R16378","R11471","R16340"
"R12664","R11962","R11126"
"R12665","R11962","R11126"
"R12666","R11962","R11126"
"R12667","R11962","R11126"
"R12668","R11962","R11126"
"R12669","R11962","R11126"
"R12670","R11962","R11745"
"R12671","R11962","R11745"
"R12672","R11962","R11745"
"R12673","R11962","R11745"
"R12674","R11962","R11745"
"R12675","R11962","R11745"
"R12676","R11471","R10645"
"R12677","R11471","R10645"
"R12678","R11471","R10645"
"R12679","R11471","R10645"
"R12680","R10332","R10985"
"R12681","R10332","R10985"
"R12682","R10332","R10985"
"R12683","R10332","R10985"
"R12684","R10332","R10985"
"R12685","R10332","R10985"
"R12686","R10332","R10985"
"R12687","R10332","R10985"
"R12688","R11222","R11713"
"R12689","R11222","R11713"
"R12690","R11222","R11713"
"R12691","R11222","R11713"
"R12692","R11222","R11713"
"R12693","R10976","R10928"
"R12694","R10976","R10928"
"R12695","R10976","R10928"
"R12696","R10976","R10928"
"R12697","R10976","R10928"
"R12698","R10976","R10928"
"R12699","R10976","R10928"
"R12700","R10976","R10928"
"R12701","R11962","R10435"
"R12702","R11962","R10435"
"R12703","R11962","R10435"
"R12704","R11962","R10435"
"R12705","R11962","R10435"
"R12706","R11222","R11080"
"R12707","R11222","R11080"
"R12708","R11222","R11080"
"R12709","R11222","R11080"
"R12710","R11222","R11080"
"R12711","R11823","R11282"
"R12712","R11823","R11282"
"R12713","R11823","R11282"
"R12714","R11823","R11282"
"R12715","R11823","R11282"
"R12716","R11823","R11282"
"R12717","R11823","R11282"
"R12718","R11823","R11282"
"R12719","R11823","R11282"
"R12720","R11823","R11282"
"R12732","R11750","R11162"
"R12733","R11750","R11162"
"R12734","R11750","R11162"
"R12735","R11750","R11162"
"R12736","R11750","R11162"
"R12737","R11918","R11446"
"R12738","R11918","R11446"
"R12739","R11918","R11446"
"R12740","R11918","R11446"
"R12741","R10469","R10973"
"R12742","R10469","R10973"
"R12743","R10469","R10973"
"R12744","R10469","R10973"
"R12745","R10469","R10973"
"R12746","R10469","R10973"
"R12747","R10469","R10973"
"R12748","R10469","R10973"
"R12749","R10469","R10973"
"R16379","R11539","R11425"
"R16380","R11539","R11425"
"R16381","R11539","R11425"
"R16382","R11539","R11425"
"R16383","R11539","R11425"
"R16384","R16422","R16423"
"R12750","R11750","R11235"
"R12751","R11750","R11235"
"R12752","R11750","R11235"
"R12753","R11750","R11235"
"R12754","R11750","R11235"
"R12755","R11750","R11235"
"R12756","R11750","R11235"
"R12757","R11962","R11341"
"R12758","R11962","R11341"
"R12759","R11962","R11341"
"R12760","R11962","R11341"
"R12761","R11962","R11341"
"R12762","R11962","R11341"
"R12763","R11962","R11341"
"R12764","R11918","R11711"
"R12032","R16422","R16423"
"R12765","R11471","R11988"
"R12766","R11471","R11988"
"R12767","R11471","R11988"
"R12768","R11471","R11988"
"R16385","R16386","R16389"
"R16386","R16257","R16387"
"R16387","R16410","R16391"
"R16388","R14983","R16390"
"R16389","R16220","R16388"
"R16390","R15386","R16421"
"R16391","R16416","R16417"
"R12721","R11471","R11243"
"R12722","R11471","R11243"
"R12723","R11471","R11243"
"R12724","R11471","R11243"
"R12725","R11471","R11243"
"R12726","R11471","R11243"
"R12727","R11471","R11243"
"R12728","R11471","R11243"
"R12729","R11471","R11243"
"R12730","R11471","R11243"
"R12731","R11471","R11243"
"R12769","R10944","R11428"
"R12770","R10944","R11428"
"R12771","R10944","R11428"
"R12772","R10944","R11428"
"R12773","R10944","R11428"
"R16392","R11471","R10981"
"R16393","R11471","R10981"
"R16394","R11471","R10981"
"R16395","R11471","R10981"
"R16396","R11471","R10981"
"R16397","R11471","R10981"
"R16398","R11471","R10981"
"R16399","R10469","R16339"
"R16400","R10469","R16339"
"R16401","R10469","R16339"
"R16402","R10469","R16339"
"R16403","R10469","R16339"
"R16404","R10469","R16339"
"R16405","R10469","R16339"
"R16406","R10469","R16339"
"R16407","R10469","R16339"
"R16408","R10469","R16339"
"R16409","R10469","R16339"
"R12774","R11929","R10977"
"R12775","R11929","R10977"
"R12776","R11929","R10977"
"R12777","R11929","R10977"
"R12778","R11929","R10977"
"R12779","R11929","R10977"
"R12780","R11929","R10977"
"R12781","R11929","R10977"
"R12782","R10998","R10988"
"R12783","R10998","R10988"
"R12784","R10998","R10988"
"R12785","R10998","R10988"
"R12786","R10998","R10988"
"R12787","R10998","R10988"
"R12788","R10998","R10988"
"R16410","R14971","R15684"
"R16411","R15464","R16415"
"R16412","R16413","R16414"
"R16413","R14551","R14551"
"R16414","R14551","R14551"
"R16415","R14551","R14551"
"R16416","R14551","R14551"
"R16417","R14551","R14551"
"R16418","R14551","R14551"
"R16419","R14551","R14551"
"R16420","R14551","R14551"
"R16421","R14551","R14551"
"R12798","R12000","R11006"
"R12799","R12000","R11006"
"R12800","R12000","R11006"
"R12801","R12000","R11006"
"R12802","R12000","R11006"
"R12803","R12000","R11006"
"R12804","R12000","R11006"
"R12805","R12000","R11006"
"R12806","R12000","R11006"
"R12807","R12000","R11006"
"R16422","R16424","R16425"
"R16423","R16426","R16427"
"R16424","R16428","R16429"
"R16425","R15572","R16430"
"R16426","R15601","R16431"
"R16427","R15556","R16432"
"R16428","R15556","R15342"
"R16429","R14551","R14551"
"R16430","R14551","R14551"
"R16431","R14551","R14551"
"R16432","R14551","R14551"
"R12808","R11471","R11236"
"R12809","R11471","R11236"
"R12810","R11471","R11236"
"R12811","R11962","R11884"
"R12812","R11962","R11884"
"R12813","R11962","R11884"
"R12814","R11962","R11884"
"R12815","R11962","R11884"
"R12816","R11962","R11884"
"R12817","R11962","R11884"
"R12818","R11962","R11884"
"R12819","R11962","R11884"
"R12820","R11471","R11934"
"R12821","R11471","R11934"
"R12822","R11471","R11934"
"R12823","R11471","R11934"
"R12824","R11471","R11934"
"R12825","R11471","R11934"
"R16433","R16422","R16423"
"R16434","R16422","R16423"
"R16435","R16422","R16423"
"R16436","R16422","R16423"
"R16437","R14551","R14551"
"R12040","R16438","R15628"
"R12826","R12000","R10925"
"R12827","R12000","R10925"
"R12828","R12000","R10925"
"R12829","R12000","R10925"
"R12830","R12000","R10925"
"R12831","R12000","R10925"
"R12832","R12000","R10925"
"R16438","R16428","R16439"
"R16439","R14551","R16440"
"R16440","R14551","R14551"
"R12833","R12036","R11472"
"R12834","R12036","R11472"
"R12835","R12036","R11472"
"R12836","R12036","R11472"
"R12837","R12000","R12115"
"R12838","R12000","R12115"
"R12839","R12000","R12115"
"R12840","R12000","R12115"
"R12841","R12000","R12115"
"R12842","R12000","R12115"
"R12843","R12000","R12115"
"R12844","R12000","R12115"
"R12845","R12036","R10513"
"R12846","R12118","R11475"
"R12847","R12118","R11475"
"R12848","R12118","R11475"
"R12849","R12118","R11475"
"R12850","R12118","R11475"
"R12851","R12118","R11475"
"R12852","R12118","R11475"
"R12853","R12118","R11475"
"R12854","R12118","R11475"
"R12855","R11723","R12035"
"R12856","R11723","R12035"
"R12857","R11723","R12035"
"R12858","R11723","R12035"
"R12859","R12036","R10699"
"R12860","R12036","R10699"
"R12861","R12036","R10699"
"R12862","R12036","R10699"
"R12863","R12036","R10699"
"R12864","R12036","R10699"
"R12865","R12000","R10680"
"R12866","R12000","R10680"
"R12867","R12000","R10680"
"R12868","R12000","R10680"
"R12869","R12000","R10680"
"R12870","R12000","R10680"
"R12871","R12000","R10680"
"R12872","R12000","R10680"
"R16441","R16385","R11784"
"R16442","R16385","R11784"
"R16443","R16385","R11784"
"R16444","R16385","R11784"
"R16445","R16385","R11784"
"R16446","R16385","R11784"
"R16447","R16385","R11784"
"R16448","R16385","R11784"
"R16449","R11423","R11616"
"R16450","R11423","R11616"
"R16451","R11423","R11616"
"R16452","R11423","R11616"
"R16453","R11423","R11616"
"R16454","R11423","R11616"
"R16455","R11423","R11616"
"R16456","R11423","R11616"
"R16457","R11423","R11616"
"R16458","R11423","R11616"
"R12873","R11882","R11380"
"R12874","R11882","R11380"
"R12875","R11882","R11380"
"R12876","R11882","R11380"
"R12877","R11882","R11380"
"R12789","R10332","R11730"
"R12790","R10332","R11730"
"R12791","R10332","R11730"
"R12792","R10332","R11730"
"R12793","R10332","R11730"
"R12794","R10332","R11730"
"R12795","R10332","R11730"
"R12796","R10332","R11730"
"R12797","R10332","R11730"
"R12878","R11750","R11931"
"R12879","R11750","R11931"
"R12880","R11750","R11931"
"R12881","R11750","R11931"
"R12882","R11750","R11931"
"R12883","R11750","R11931"
"R12884","R11750","R11931"
"R12885","R11750","R11931"
"R12886","R11750","R11931"
"R12887","R10332","R10491"
"R12888","R10332","R10491"
"R12889","R10332","R10491"
"R12890","R10332","R10491"
"R12891","R11823","R11347"
"R12892","R11823","R11347"
"R12893","R11823","R11347"
"R12894","R11823","R11347"
"R12895","R11823","R11347"
"R12896","R11823","R11347"
"R12897","R11882","R10492"
"R12898","R11882","R10492"
"R12899","R11882","R10492"
"R12900","R11882","R10492"
"R12901","R11882","R10492"
"R12902","R11882","R10492"
"R12903","R11882","R10581"
"R12904","R11882","R10581"
"R12905","R11882","R10581"
"R12906","R11882","R10581"
"R12907","R11882","R10581"
"R12908","R11882","R10581"
"R16459","R16460","R16461"
"R16460","R16462","R16463"
"R16461","R14983","R16468"
"R16462","R16464","R16465"
"R16463","R16466","R16467"
"R16464","R14551","R14551"
"R16465","R14551","R14551"
"R16466","R14551","R14551"
"R16467","R14551","R14551"
"R16468","R14995","R16469"
"R16469","R14551","R14551"
"R12909","R11471","R11209"
"R12910","R11471","R11209"
"R12911","R11471","R11209"
"R12912","R11471","R11209"
"R12913","R11471","R11209"
"R12914","R11471","R11209"
"R12915","R11471","R11209"
"R12916","R11471","R11209"
"R12917","R11471","R11209"
"R12918","R11962","R11580"
"R12919","R11962","R11580"
"R12920","R11962","R11580"
"R12921","R11962","R11580"
"R12922","R11962","R11580"
"R12923","R11962","R11580"
"R12924","R11962","R11580"
"R12925","R11962","R11580"
"R16470","R14551","R14551"
"R12926","R12126","R12034"
"R12927","R12126","R12034"
"R12928","R12126","R12034"
"R12929","R12126","R12034"
"R12930","R12126","R12034"
"R12931","R12126","R12034"
"R12932","R12126","R12034"
"R12933","R12126","R12034"
"R12934","R12126","R12034"
"R12935","R12126","R12034"
"R12936","R12040","R11486"
"R12937","R12040","R11486"
"R12938","R12040","R11486"
"R12939","R12040","R11486"
"R12940","R12040","R11486"
"R12941","R12040","R11486"
"R12942","R12040","R11486"
"R12943","R12040","R11486"
"R12944","R12040","R11486"
"R12945","R12082","R10734"
"R12946","R12082","R10734"
"R12947","R12082","R10734"
"R12948","R12082","R10734"
"R12949","R12082","R10734"
"R12950","R12082","R10734"
"R12951","R12082","R10734"
"R12952","R12082","R10734"
"R16471","R14551","R14551"
"R16472","R16471","R10585"
"R16473","R16471","R10585"
"R16474","R16471","R10585"
"R16475","R16471","R10585"
"R16476","R16471","R10585"
"R16477","R16471","R10585"
"R16478","R16471","R10585"
"R16479","R16471","R10585"
"R16480","R16471","R10585"
"R12953","R12126","R11676"
"R12954","R12126","R11676"
"R12955","R12126","R11676"
"R12956","R12126","R11676"
"R12957","R12126","R11676"
"R12958","R12126","R11676"
"R12959","R12126","R11676"
"R12960","R10976","R11487"
"R12961","R10976","R11487"
"R12962","R10976","R11487"
"R12963","R10976","R11487"
"R12964","R10976","R11487"
"R12965","R10976","R11487"
"R12966","R10976","R11487"
"R12967","R12170","R11727"
"R12968","R12170","R11727"
"R12969","R12170","R11727"
"R12970","R12170","R11727"
"R12971","R12170","R11727"
"R12972","R12170","R11727"
"R12973","R12170","R11727"
"R16481","R14551","R14551"
"R12974","R11882","R11959"
"R12975","R11882","R11959"
"R12976","R11882","R11959"
"R12977","R11882","R11959"
"R12978","R11882","R11959"
"R12979","R11882","R11959"
"R12980","R11882","R11959"
"R12981","R11882","R11959"
"R12982","R11882","R11959"
"R12983","R11882","R11959"
"R16482","R14551","R14551"
"R16483","R14551","R14551"
"R12984","R11962","R10136"
"R12985","R11962","R10136"
"R12986","R11962","R10136"
"R12987","R11962","R10136"
"R12988","R11962","R10136"
"R12989","R11962","R10136"
"R12990","R11962","R10136"
"R12991","R11962","R10136"
"R12992","R12000","R12123"
"R12993","R12000","R12123"
"R12994","R12000","R12123"
"R12995","R12000","R12123"
"R12996","R12000","R12123"
"R12997","R12000","R12123"
"R12998","R12000","R12123"
"R16484","R11750","R16338"
"R16485","R11750","R16338"
"R16486","R11750","R16338"
"R16487","R11750","R16338"
"R16488","R11750","R16338"
"R16489","R11750","R16338"
"R16490","R11750","R16338"
"R16491","R11750","R16338"
"R16492","R11750","R16338"
"R16493","R11750","R16338"
"R16494","R11750","R16338"
"R16495","R11962","R11551"
"R16496","R11962","R11551"
"R16497","R11962","R11551"
"R16498","R11962","R11551"
"R16499","R11962","R11551"
"R16500","R11962","R11551"
"R12999","R10998","R10985"
"R13000","R10998","R10985"
"R13001","R10998","R10985"
"R13002","R10998","R10985"
"R13003","R10998","R10985"
"R13004","R10998","R10985"
"R13005","R10998","R10985"
"R13006","R10998","R10985"
"R13007","R12170","R11711"
"R13008","R12170","R11711"
"R13009","R12170","R11711"
"R13010","R12170","R11711"
"R13011","R12170","R11711"
"R13012","R12170","R11711"
"R13013","R12170","R11711"
"R13014","R16459","R12019"
"R13015","R16459","R12019"
"R13016","R16459","R12019"
"R13017","R16459","R12019"
"R13018","R16459","R12019"
"R13019","R16459","R12019"
"R13020","R16459","R12019"
"R13021","R16459","R12019"
