"id","dog_GenerationCoefficient","dog_InbreedingCoefficient"
16765,13.44826853,0.181
16766,12.55225736,0.123
16767,12.55225736,0.123
16768,12.55225736,0.123
16769,12.55225736,0.123
16770,12.55225736,0.123
16771,13.22552997,0.124
16772,13.22552997,0.124
16773,13.22552997,0.124
16774,13.22552997,0.124
16775,13.22552997,0.124
16776,13.22552997,0.124
16777,13.22552997,0.124
16778,13.22552997,0.124
16779,13.22552997,0.124
16780,13.22552997,0.124
16781,12.90212262,0.13
16782,12.90212262,0.13
16783,12.90212262,0.13
16784,12.90212262,0.13
16785,12.90212262,0.13
16786,12.50734389,0.1
16787,12.50734389,0.1
16788,12.50734389,0.1
16790,12.75317734,0.118
16791,12.75317734,0.118
16792,12.75317734,0.118
16793,12.75317734,0.118
16794,12.75317734,0.118
16795,12.75317734,0.118
16796,12.66340464,0.107
16797,12.66340464,0.107
16798,12.66340464,0.107
16799,12.66340464,0.107
16800,12.66340464,0.107
16801,12.66340464,0.107
16802,12.66340464,0.107
16803,12.66340464,0.107
16804,12.66340464,0.107
16805,12.66340464,0.107
16807,13.25514358,0.135
16808,13.25514358,0.135
16809,13.25514358,0.135
16810,13.25514358,0.135
16811,13.45600742,0.169
16812,13.45600742,0.169
16813,13.45600742,0.169
16814,13.45600742,0.169
16815,13.45600742,0.169
16816,13.45600742,0.169
16817,13.45600742,0.169
16818,13.45600742,0.169
16819,13.45600742,0.169
16820,13.45600742,0.169
16831,13.16124356,0.129
16832,13.16124356,0.129
16833,13.16124356,0.129
16834,13.16124356,0.129
16835,13.16124356,0.129
16850,12.39036185,0.066
16851,12.39036185,0.066
16852,12.39036185,0.066
16853,12.39036185,0.066
16854,12.39036185,0.066
16855,12.39036185,0.066
16856,12.39036185,0.066
16857,12.39036185,0.066
16858,12.39036185,0.066
16859,12.39036185,0.066
16872,11.92612237,0.067
16873,11.92612237,0.067
16874,11.92612237,0.067
16875,12.35701787,0.129
16876,12.35701787,0.129
16877,12.35701787,0.129
16878,12.35701787,0.129
16879,12.35701787,0.129
16880,12.35701787,0.129
16881,12.35701787,0.129
16882,12.35701787,0.129
16883,12.35701787,0.129
16884,13.15236253,0.176
16885,13.15236253,0.176
16886,13.15236253,0.176
16887,13.15236253,0.176
16888,13.15236253,0.176
16889,13.15236253,0.176
16890,13.15236253,0.176
16899,13.15991366,0.14
16900,13.15991366,0.14
16901,13.15991366,0.14
16902,13.15991366,0.14
16903,13.15991366,0.14
16904,13.15991366,0.14
16905,13.15991366,0.14
16906,13.15991366,0.14
16907,13.15991366,0.14
16908,13.15991366,0.14
16909,12.91273099,0.16
16910,12.91273099,0.16
16911,12.91273099,0.16
16912,12.91273099,0.16
16913,12.91273099,0.16
16914,13.01915663,0.143
16915,13.01915663,0.143
16916,13.01915663,0.143
16917,13.01915663,0.143
16918,13.01915663,0.143
16919,13.01915663,0.143
16920,13.01915663,0.143
16921,9.765803695,0.007
16923,13.4094559,0.168
16924,13.4094559,0.168
16925,13.4094559,0.168
16926,13.4094559,0.168
16927,13.4094559,0.168
16928,13.4094559,0.168
16929,11.81605631,0.08
16930,11.81605631,0.08
16931,11.81605631,0.08
16932,11.81605631,0.08
16933,11.81605631,0.08
16934,11.81605631,0.08
16935,11.81605631,0.08
16936,11.81605631,0.08
16937,11.81605631,0.08
16938,11.81605631,0.08
16939,12.23123533,0.076
16940,12.23123533,0.076
16941,12.23123533,0.076
16942,12.23123533,0.076
16943,12.23123533,0.076
16944,12.23123533,0.076
16945,12.23123533,0.076
16946,12.23123533,0.076
16947,12.23123533,0.076
16948,12.23123533,0.076
16949,12.8487938,0.155
16950,12.8487938,0.155
16951,12.8487938,0.155
16952,12.8487938,0.155
16953,12.8487938,0.155
16954,12.8487938,0.155
16955,12.8487938,0.155
16956,12.8487938,0.155
16957,12.87995023,0.103
16958,12.87995023,0.103
16959,12.87995023,0.103
16960,12.87995023,0.103
16961,12.87995023,0.103
16962,12.87995023,0.103
16963,12.87995023,0.103
16964,13.54928845,0.172
16965,13.54928845,0.172
16966,13.54928845,0.172
16967,13.54928845,0.172
16968,13.54928845,0.172
16977,13.45600742,0.169
16978,13.45600742,0.169
16979,13.59928691,0.165
16980,13.59928691,0.165
16981,13.59928691,0.165
16982,13.59928691,0.165
16983,13.59928691,0.165
16984,13.59928691,0.165
16985,13.59928691,0.165
16986,13.59928691,0.165
16990,12.05932111,0.095
16991,12.05932111,0.095
16992,12.05932111,0.095
16993,12.05932111,0.095
16994,12.05932111,0.095
16995,12.05932111,0.095
16996,12.05932111,0.095
16997,12.05932111,0.095
17005,13.10001326,0.105
17006,13.10001326,0.105
17007,13.10001326,0.105
17008,13.10001326,0.105
17009,13.10001326,0.105
17010,13.10001326,0.105
17011,13.10001326,0.105
17012,13.10001326,0.105
17013,13.10001326,0.105
17022,13.56702334,0.144
17023,13.56702334,0.144
17024,13.56702334,0.144
17025,13.56702334,0.144
17026,13.56702334,0.144
17027,13.56702334,0.144
17028,13.56702334,0.144
17029,13.56702334,0.144
17034,11.92991865,0.09
17035,11.92991865,0.09
17036,11.92991865,0.09
17037,11.92991865,0.09
17038,11.92991865,0.09
17039,11.92991865,0.09
17040,11.92991865,0.09
17041,11.92991865,0.09
17042,12.53745681,0.083
17043,12.53745681,0.083
17044,12.53745681,0.083
17045,12.53745681,0.083
17046,12.53745681,0.083
17047,12.53745681,0.083
17048,12.53745681,0.083
17049,13.58145511,0.173
17050,13.58145511,0.173
17051,13.58145511,0.173
17052,13.58145511,0.173
17053,13.58145511,0.173
17067,13.22552997,0.124
17068,13.22552997,0.124
17069,13.22552997,0.124
17070,13.22552997,0.124
17071,13.22552997,0.124
17072,13.22552997,0.124
17073,13.22552997,0.124
17074,13.22552997,0.124
17075,13.22552997,0.124
17076,13.22552997,0.124
17077,13.22552997,0.124
17078,12.08748609,0.084
17079,12.08748609,0.084
17080,12.08748609,0.084
17081,12.08748609,0.084
17082,12.08748609,0.084
17083,12.08748609,0.084
17084,12.08748609,0.084
17085,12.08748609,0.084
17086,12.08748609,0.084
17087,12.59532195,0.1
17088,12.59532195,0.1
17089,12.59532195,0.1
17090,12.59532195,0.1
17091,12.59532195,0.1
17092,12.59532195,0.1
17098,9.120988131,0.001
17102,12.8371169,0.153
17103,12.8371169,0.153
17104,12.8371169,0.153
17105,12.8371169,0.153
17106,12.8371169,0.153
17107,12.8371169,0.153
17108,12.8371169,0.153
17184,13.30595207,0.134
17185,13.30595207,0.134
17186,13.30595207,0.134
17187,13.30595207,0.134
17188,13.30595207,0.134
17189,13.30595207,0.134
17190,13.30595207,0.134
17191,13.30595207,0.134
17192,13.30595207,0.134
17193,12.6055395,0.096
17194,12.6055395,0.096
17195,12.6055395,0.096
17196,12.6055395,0.096
17197,12.6055395,0.096
17198,12.6055395,0.096
17199,12.6055395,0.096
17200,12.89410776,0.122
17201,12.89410776,0.122
17202,12.89410776,0.122
17203,12.89410776,0.122
17204,12.89410776,0.122
17205,12.89410776,0.122
17206,12.89410776,0.122
17207,12.89410776,0.122
17216,12.82030493,0.117
17217,12.82030493,0.117
17218,12.82030493,0.117
17219,12.82030493,0.117
17220,12.82030493,0.117
17221,12.82030493,0.117
17222,12.82030493,0.117
17223,12.82030493,0.117
17224,12.82030493,0.117
17225,11.67414355,0.068
17226,11.67414355,0.068
17227,11.67414355,0.068
17228,11.67414355,0.068
17229,11.67414355,0.068
17230,11.67414355,0.068
17231,11.67414355,0.068
17232,11.67414355,0.068
17233,11.67414355,0.068
17236,13.13424236,0.166
17237,13.13424236,0.166
17238,13.13424236,0.166
17239,13.13424236,0.166
17240,13.13424236,0.166
17241,13.13424236,0.166
17242,13.56536597,0.182
17243,13.56536597,0.182
17244,13.56536597,0.182
17245,13.56536597,0.182
17246,13.56536597,0.182
17247,13.56536597,0.182
17248,13.56536597,0.182
17249,13.56536597,0.182
17250,13.56536597,0.182
17251,13.10321695,0.14
17252,13.10321695,0.14
17253,13.10321695,0.14
17254,13.10321695,0.14
17255,13.10321695,0.14
17256,13.10321695,0.14
17257,13.10321695,0.14
17258,13.10321695,0.14
17259,13.10321695,0.14
17260,13.10321695,0.14
17261,11.95135772,0.111
17262,11.95135772,0.111
17263,11.95135772,0.111
17264,11.95135772,0.111
17265,11.95135772,0.111
17266,11.95135772,0.111
17267,11.95135772,0.111
17268,11.95135772,0.111
17269,13.23338234,0.107
17270,13.23338234,0.107
17271,13.23338234,0.107
17272,13.23338234,0.107
17273,13.23338234,0.107
17283,13.44900829,0.176
17284,13.44900829,0.176
17285,13.44900829,0.176
17286,13.44900829,0.176
17287,13.44900829,0.176
17288,13.44900829,0.176
17324,12.83469051,0.132
17325,12.83469051,0.132
17326,12.83469051,0.132
17327,12.83469051,0.132
17328,12.83469051,0.132
17329,12.83469051,0.132
17330,12.83469051,0.132
17331,12.83469051,0.132
17332,12.98584688,0.121
17333,12.98584688,0.121
17334,12.98584688,0.121
17335,12.98584688,0.121
17336,12.98584688,0.121
17337,12.98584688,0.121
17338,12.98584688,0.121
17340,13.01344424,0.117
17341,13.01344424,0.117
17342,13.01344424,0.117
17343,13.01344424,0.117
17344,13.01344424,0.117
17345,13.01344424,0.117
17346,13.01344424,0.117
17347,13.01344424,0.117
17373,13.11957783,0.111
17374,13.11957783,0.111
17376,13.11957783,0.111
17377,13.11957783,0.111
17378,13.11957783,0.111
17379,13.11957783,0.111
17380,13.11957783,0.111
17381,13.11957783,0.111
17382,12.6541878,0.12
17383,12.6541878,0.12
17384,12.6541878,0.12
17385,12.6541878,0.12
17386,12.6541878,0.12
17387,12.6541878,0.12
17388,12.6541878,0.12
17389,12.6541878,0.12
17390,12.6541878,0.12
17391,12.6541878,0.12
17395,13.3529982,0.107
17396,13.3529982,0.107
17397,13.3529982,0.107
17398,13.3529982,0.107
17399,13.3529982,0.107
17400,13.3529982,0.107
17401,13.3529982,0.107
17402,13.3529982,0.107
17403,13.3529982,0.107
17404,13.3529982,0.107
17408,13.23344404,0.153
17409,13.23344404,0.153
17410,13.23344404,0.153
17411,13.56842744,0.144
17412,13.56842744,0.144
17413,13.56842744,0.144
17414,13.56842744,0.144
17415,13.56842744,0.144
17416,13.56842744,0.144
17417,13.56842744,0.144
17418,13.56842744,0.144
17419,13.56842744,0.144
17420,13.56842744,0.144
17421,13.56842744,0.144
17422,13.56842744,0.144
17423,12.96469104,0.123
17424,12.96469104,0.123
17425,12.96469104,0.123
17426,12.96469104,0.123
17427,12.96469104,0.123
17428,12.96469104,0.123
17440,12.97213703,0.148
17441,12.97213703,0.148
17442,12.97213703,0.148
17443,12.97213703,0.148
17444,12.97213703,0.148
17445,12.97213703,0.148
17446,12.97213703,0.148
17447,12.97213703,0.148
17448,12.97213703,0.148
17449,12.78687111,0.12
17450,12.78687111,0.12
17451,12.78687111,0.12
17452,12.78687111,0.12
17453,12.78687111,0.12
17454,12.78687111,0.12
17455,12.78687111,0.12
17456,12.78687111,0.12
17457,12.78687111,0.12
17458,12.78687111,0.12
17459,12.78687111,0.12
17460,13.1059919,0.141
17461,13.1059919,0.141
17462,13.1059919,0.141
17463,13.1059919,0.141
17464,13.1059919,0.141
17465,13.1059919,0.141
17466,12.63275671,0.153
17467,12.63275671,0.153
17468,12.63275671,0.153
17469,12.63275671,0.153
17470,12.63275671,0.153
17471,12.63275671,0.153
17472,12.63275671,0.153
17473,12.63275671,0.153
17474,12.63275671,0.153
17475,12.63275671,0.153
17476,13.58861685,0.148
17477,13.58861685,0.148
17478,13.58861685,0.148
17479,13.58861685,0.148
17480,13.58861685,0.148
17481,13.58861685,0.148
17482,13.58861685,0.148
17483,13.39101148,0.128
17484,13.39101148,0.128
17485,13.39101148,0.128
17486,13.39101148,0.128
17487,13.39101148,0.128
17488,12.91314256,0.119
17489,12.91314256,0.119
17490,12.91314256,0.119
17491,12.91314256,0.119
17492,12.91314256,0.119
17493,12.91314256,0.119
17494,13.34379447,0.127
17495,13.34379447,0.127
17496,13.34379447,0.127
17497,13.34379447,0.127
17498,13.34379447,0.127
17499,13.34379447,0.127
17500,13.34379447,0.127
17501,13.04610008,0.125
17502,13.04610008,0.125
17503,13.04610008,0.125
17504,13.04610008,0.125
17505,13.04610008,0.125
17506,13.04610008,0.125
17507,13.04610008,0.125
17516,13.91477507,0.185
17517,13.91477507,0.185
17525,13.51702583,0.132
17526,13.51702583,0.132
17527,13.51702583,0.132
17528,13.51702583,0.132
17529,13.51702583,0.132
17530,13.51702583,0.132
17531,13.51702583,0.132
17532,13.51702583,0.132
17533,13.64011681,0.14
17534,13.64011681,0.14
17535,13.64011681,0.14
17536,13.64011681,0.14
17537,13.64011681,0.14
17538,13.64011681,0.14
17542,12.9598006,0.092
17543,12.9598006,0.092
17544,12.9598006,0.092
17545,12.9598006,0.092
17546,12.9598006,0.092
17547,12.9598006,0.092
17548,12.9598006,0.092
17549,12.9598006,0.092
17550,12.9598006,0.092
17551,13.52051455,0.123
17552,13.52051455,0.123
17553,13.52051455,0.123
17554,13.52051455,0.123
17555,13.52051455,0.123
17556,13.52051455,0.123
17557,13.52051455,0.123
17566,13.70584768,0.166
17567,13.70584768,0.166
17568,13.70584768,0.166
17575,13.46840245,0.177
17576,13.46840245,0.177
17577,13.46840245,0.177
17578,13.46840245,0.177
17579,13.46840245,0.177
17592,13.16124356,0.129
17593,13.16124356,0.129
17594,13.16124356,0.129
17595,13.16124356,0.129
17596,13.16124356,0.129
17597,13.16124356,0.129
17598,13.16124356,0.129
17616,12.65876061,0.095
17617,12.65876061,0.095
17618,12.65876061,0.095
17619,12.97612879,0.156
17620,12.65876061,0.095
17621,12.65876061,0.095
17622,12.97612879,0.156
17623,12.65876061,0.095
17624,12.97612879,0.156
17625,12.65876061,0.095
17626,12.97612879,0.156
17627,12.97612879,0.156
17628,12.97612879,0.156
17629,12.97612879,0.156
17630,12.97612879,0.156
17635,12.9598006,0.092
17636,12.9598006,0.092
17637,12.9598006,0.092
17638,12.9598006,0.092
17639,12.9598006,0.092
17640,12.9598006,0.092
17641,12.9598006,0.092
17642,12.9598006,0.092
17643,14.20134938,0.157
17644,14.20134938,0.157
17645,14.20134938,0.157
17646,14.20134938,0.157
17647,14.20134938,0.157
17648,14.20134938,0.157
17662,13.72384521,0.148
17663,13.72384521,0.148
17664,13.72384521,0.148
17665,13.72384521,0.148
17666,13.72384521,0.148
17667,13.72384521,0.148
17668,13.72384521,0.148
17669,13.31644863,0.125
17670,13.31644863,0.125
17671,13.31644863,0.125
17672,13.31644863,0.125
17673,13.31644863,0.125
17674,13.31644863,0.125
17675,13.31644863,0.125
17676,13.31644863,0.125
17677,13.31644863,0.125
17678,13.31644863,0.125
17679,13.6752907,0.142
17680,13.6752907,0.142
17681,13.6752907,0.142
17682,13.6752907,0.142
17683,13.6752907,0.142
17684,13.6752907,0.142
17685,13.6752907,0.142
17686,13.6752907,0.142
17687,13.6752907,0.142
17688,13.6752907,0.142
17689,13.6752907,0.142
17690,13.6752907,0.142
17691,13.92739058,0.144
17692,13.92739058,0.144
17693,13.92739058,0.144
17694,13.92739058,0.144
17695,13.92739058,0.144
17696,13.92739058,0.144
17697,13.92739058,0.144
17698,13.92739058,0.144
17699,13.92739058,0.144
17700,13.92739058,0.144
17707,5.634902,0.018
17708,7.217787743,0.06
17772,13.30229402,0.132
17773,13.30229402,0.132
17774,13.30229402,0.132
17775,13.30229402,0.132
17776,13.30229402,0.132
17777,13.30229402,0.132
17778,13.30229402,0.132
17779,13.30229402,0.132
17785,13.47806805,0.145
17786,13.47806805,0.145
17787,13.47806805,0.145
17788,13.47806805,0.145
17789,13.47806805,0.145
17790,13.47806805,0.145
17791,14.20134938,0.157
17792,14.20134938,0.157
17793,14.20134938,0.157
17794,14.20134938,0.157
17795,14.20134938,0.157
17796,9.433257878,0.001
17797,9.433257878,0.001
17798,9.433257878,0.001
17799,9.433257878,0.001
17800,9.433257878,0.001
17801,9.433257878,0.001
17802,9.433257878,0.001
17803,9.433257878,0.001
17804,9.433257878,0.001
17814,9.750112295,0.001
17815,9.750112295,0.001
17816,9.750112295,0.001
17817,9.750112295,0.001
17818,9.750112295,0.001
17819,9.750112295,0.001
17838,9.08475709,0
17839,9.08475709,0
17840,9.08475709,0
17841,9.08475709,0
17842,9.08475709,0
17843,9.049483418,0
17844,9.049483418,0
17845,9.049483418,0
17846,9.049483418,0
17847,9.049483418,0
17848,9.049483418,0
17849,9.049483418,0
17852,8.912705183,0
17853,8.912705183,0
17854,8.912705183,0
17855,8.912705183,0
17856,8.912705183,0
17857,8.912705183,0
17858,8.912705183,0
17859,8.912705183,0
17860,9.323899329,0.001
17861,9.323899329,0.001
17862,9.323899329,0.001
17863,9.323899329,0.001
17864,9.323899329,0.001
17865,9.323899329,0.001
17866,9.323899329,0.001
17867,9.323899329,0.001
17875,11.26646686,0.073
17876,11.26646686,0.073
17877,11.26646686,0.073
17878,11.26646686,0.073
17879,11.26646686,0.073
17880,11.26646686,0.073
17881,11.26646686,0.073
17882,11.26646686,0.073
17883,9.448549867,0.002
17884,9.448549867,0.002
17885,9.448549867,0.002
17886,9.448549867,0.002
17887,9.448549867,0.002
17888,9.448549867,0.002
17889,9.448549867,0.002
17890,9.448549867,0.002
17918,9.474015534,0
17919,9.474015534,0
17920,9.474015534,0
17921,9.474015534,0
17922,9.474015534,0
17923,9.474015534,0
17924,9.474015534,0
17925,9.474015534,0
17926,9.474015534,0
17927,9.474015534,0
17928,14.02540764,0.136
17929,14.02540764,0.136
17930,14.02540764,0.136
17931,14.02540764,0.136
17932,14.02540764,0.136
17933,14.02540764,0.136
17934,14.02540764,0.136
17935,14.02540764,0.136
17942,13.65150464,0.145
17943,13.65150464,0.145
17944,13.65150464,0.145
17945,13.65150464,0.145
17946,13.65150464,0.145
17947,13.65150464,0.145
17948,13.65150464,0.145
17972,13.56980509,0.124
17973,13.56980509,0.124
17974,13.56980509,0.124
17975,13.56980509,0.124
17976,13.56980509,0.124
17977,13.56980509,0.124
17978,13.56980509,0.124
17979,13.56980509,0.124
17980,13.56980509,0.124
17981,13.56980509,0.124
17982,13.74752605,0.143
17983,13.74752605,0.143
17984,13.74752605,0.143
17985,13.74752605,0.143
17986,13.74752605,0.143
17988,9.67393893,0.001
17989,9.67393893,0.001
17990,9.67393893,0.001
17991,9.67393893,0.001
17992,9.67393893,0.001
17997,11.86657202,0.09
17998,11.86657202,0.09
17999,11.86657202,0.09
18000,11.86657202,0.09
18001,11.86657202,0.09
18002,11.86657202,0.09
18003,11.86657202,0.09
18025,13.81026852,0.159
18026,13.81026852,0.159
18027,13.65403175,0.142
18028,13.65403175,0.142
18029,13.65403175,0.142
18030,13.65403175,0.142
18031,13.65403175,0.142
18032,13.65403175,0.142
18033,13.65403175,0.142
18034,13.65403175,0.142
18035,13.65403175,0.142
18036,14.21158713,0.157
18037,14.21158713,0.157
18038,14.21158713,0.157
18039,14.21158713,0.157
18040,14.21158713,0.157
18041,14.21158713,0.157
18042,14.21158713,0.157
18043,13.351742,0.132
18044,13.351742,0.132
18045,13.351742,0.132
18046,13.351742,0.132
18047,13.351742,0.132
18048,13.351742,0.132
18049,13.351742,0.132
18050,13.351742,0.132
18051,13.351742,0.132
18052,13.94697165,0.141
18053,13.94697165,0.141
18054,13.94697165,0.141
18055,13.94697165,0.141
18056,13.94697165,0.141
18057,13.94697165,0.141
18058,13.94697165,0.141
18059,13.94697165,0.141
18060,13.94697165,0.141
18061,13.94697165,0.141
18062,13.94697165,0.141
18088,13.79504278,0.162
18089,13.79504278,0.162
18090,13.79504278,0.162
18091,13.79504278,0.162
18092,13.79504278,0.162
18093,13.84279215,0.156
18094,13.84279215,0.156
18095,13.84279215,0.156
18096,13.87660313,0.124
18097,13.87660313,0.124
18098,13.87660313,0.124
18099,13.87660313,0.124
18100,13.87660313,0.124
18101,13.87660313,0.124
18102,13.87660313,0.124
18103,13.87660313,0.124
18104,13.87660313,0.124
18116,14.21042502,0.135
18117,14.21042502,0.135
18118,14.21042502,0.135
18119,14.21042502,0.135
18120,14.21042502,0.135
18121,14.21042502,0.135
18122,14.21042502,0.135
18123,14.21042502,0.135
18124,14.21042502,0.135
18125,14.21042502,0.135
18126,14.21042502,0.135
18127,14.14025086,0.136
18128,14.14025086,0.136
18129,14.14025086,0.136
18130,14.14025086,0.136
18131,14.14025086,0.136
18132,14.14025086,0.136
18150,14.32374462,0.162
18151,14.32374462,0.162
18152,14.32374462,0.162
18153,14.32374462,0.162
18154,14.32374462,0.162
18155,14.32374462,0.162
18156,14.32374462,0.162
18160,13.50585639,0.129
18161,13.50585639,0.129
18162,13.50585639,0.129
18163,13.50585639,0.129
18164,13.50585639,0.129
18165,13.50585639,0.129
18166,13.50585639,0.129
18167,13.50585639,0.129
18168,13.50585639,0.129
18169,13.50585639,0.129
18332,14.32374462,0.162
18333,14.32374462,0.162
18334,14.32374462,0.162
18335,14.32374462,0.162
18336,13.90957788,0.135
18337,13.90957788,0.135
18338,13.90957788,0.135
18339,13.90957788,0.135
18340,13.90957788,0.135
18341,13.90957788,0.135
18342,13.90957788,0.135
18343,13.90957788,0.135
18408,13.78707495,0.137
18409,13.78707495,0.137
18410,13.78707495,0.137
18411,13.78707495,0.137
18412,13.78707495,0.137
18413,13.78707495,0.137
18414,13.78707495,0.137
18415,13.78707495,0.137
18425,12.94607472,0.099
18426,12.94607472,0.099
18427,12.94607472,0.099
18428,12.94607472,0.099
18429,12.94607472,0.099
18430,12.94607472,0.099
18431,12.94607472,0.099
18432,12.94607472,0.099
18433,12.94607472,0.099
18434,12.94607472,0.099
18469,13.84660944,0.128
18470,13.84660944,0.128
18471,13.84660944,0.128
18472,13.84660944,0.128
18473,13.84660944,0.128
18474,13.84660944,0.128
18475,13.84660944,0.128
18476,13.84660944,0.128
18478,14.01848492,0.142
18479,14.01848492,0.142
18480,14.01848492,0.142
18481,14.01848492,0.142
18482,14.01848492,0.142
18483,14.01848492,0.142
18484,14.01848492,0.142
18485,14.01848492,0.142
18486,14.01848492,0.142
18494,14.01694348,0.137
18495,14.01694348,0.137
18496,14.01694348,0.137
18497,14.01694348,0.137
18498,14.01694348,0.137
18499,14.01694348,0.137
18500,14.01694348,0.137
18501,14.01694348,0.137
18516,13.70796356,0.121
18517,13.70796356,0.121
18518,13.70796356,0.121
18519,13.70796356,0.121
18520,13.70796356,0.121
18521,13.70796356,0.121
18522,13.70796356,0.121
18523,13.70796356,0.121
18524,13.75651798,0.14
18525,13.75651798,0.14
18526,13.75651798,0.14
18527,13.75651798,0.14
18528,13.75651798,0.14
18529,13.75651798,0.14
18530,13.75651798,0.14
18531,13.75651798,0.14
18538,13.56746259,0.133
18539,13.56746259,0.133
18540,13.56746259,0.133
18544,13.56746259,0.133
18545,13.56746259,0.133
18546,13.56746259,0.133
18547,13.56746259,0.133
18548,13.56746259,0.133
18549,13.56746259,0.133
18550,13.56746259,0.133
18551,13.14711523,0.108
18552,13.14711523,0.108
18553,13.14711523,0.108
18554,13.14711523,0.108
18555,13.14711523,0.108
18556,13.14711523,0.108
18557,13.14711523,0.108
18558,13.14711523,0.108
18559,13.14711523,0.108
18565,14.30768487,0.157
18566,14.30768487,0.157
18567,14.30768487,0.157
18568,14.30768487,0.157
18569,14.30768487,0.157
18570,14.30768487,0.157
18604,13.61748219,0.134
18605,13.61748219,0.134
18606,13.61748219,0.134
18607,13.61748219,0.134
18608,13.61748219,0.134
18609,13.61748219,0.134
18610,13.61748219,0.134
18611,13.61748219,0.134
18612,13.61748219,0.134
18638,13.80796167,0.138
18639,13.80796167,0.138
18640,13.80796167,0.138
18641,13.80796167,0.138
18642,13.80796167,0.138
18643,13.80796167,0.138
18644,13.80796167,0.138
18645,13.80796167,0.138
18673,14.02581373,0.157
18674,14.02581373,0.157
18675,14.02581373,0.157
18676,14.02581373,0.157
18677,14.02581373,0.157
18678,14.02581373,0.157
18679,14.02581373,0.157
18680,14.02581373,0.157
18689,13.24430364,0.121
18690,13.24430364,0.121
18691,13.24430364,0.121
18692,13.24430364,0.121
18693,13.24430364,0.121
18694,13.24430364,0.121
18695,13.24430364,0.121
18696,13.24430364,0.121
18697,13.24430364,0.121
18698,13.24430364,0.121
18720,13.83131745,0.142
18721,13.83131745,0.142
18722,13.83131745,0.142
18723,13.83131745,0.142
18735,13.33841619,0.112
18736,13.33841619,0.112
18737,13.33841619,0.112
18738,13.33841619,0.112
18739,13.33841619,0.112
18740,13.33841619,0.112
18741,13.33841619,0.112
18742,13.33841619,0.112
18743,13.33841619,0.112
18744,13.33841619,0.112
18746,14.03508914,0.116
18747,14.03508914,0.116
18748,14.03508914,0.116
18749,14.03508914,0.116
18750,14.03508914,0.116
18751,14.03508914,0.116
18752,14.03508914,0.116
18753,14.03508914,0.116
18754,14.03508914,0.116
18755,14.03508914,0.116
18788,12.53659657,0.094
18789,12.53659657,0.094
18790,12.53659657,0.094
18791,12.53659657,0.094
18792,12.53659657,0.094
18793,12.53659657,0.094
18801,14.10825512,0.146
18802,14.10825512,0.146
18803,14.10825512,0.146
18804,14.10825512,0.146
18805,14.10825512,0.146
18806,14.10825512,0.146
18807,14.10825512,0.146
18808,14.10825512,0.146
18809,13.60341159,0.121
18810,13.60341159,0.121
18811,13.60341159,0.121
18812,13.60341159,0.121
18813,13.60341159,0.121
18814,13.60341159,0.121
18815,13.60341159,0.121
18816,13.60341159,0.121
18817,13.60341159,0.121
18818,13.60341159,0.121
18819,13.7242513,0.139
18820,13.7242513,0.139
18821,13.7242513,0.139
18822,13.7242513,0.139
18823,13.7242513,0.139
18824,13.7242513,0.139
18825,13.7242513,0.139
18828,13.76462916,0.126
18829,13.76462916,0.126
18830,13.76462916,0.126
18831,13.76462916,0.126
18832,13.76462916,0.126
18833,13.76462916,0.126
18834,13.76462916,0.126
18835,13.76462916,0.126
18844,13.49954948,0.125
18845,13.49954948,0.125
18846,13.49954948,0.125
18847,13.49954948,0.125
18848,13.49954948,0.125
18850,13.63268101,0.118
18851,13.63268101,0.118
18852,13.63268101,0.118
18853,13.63268101,0.118
18854,13.63268101,0.118
18855,13.63268101,0.118
18862,13.46306673,0.137
18863,13.46306673,0.137
18864,13.46306673,0.137
18865,13.46306673,0.137
18866,13.46306673,0.137
18867,13.46306673,0.137
18868,13.46306673,0.137
18869,13.93131268,0.144
18870,13.93131268,0.144
18871,13.93131268,0.144
18872,13.93131268,0.144
18873,13.93131268,0.144
18874,13.93131268,0.144
18875,13.93131268,0.144
18876,14.03237695,0.159
18877,14.03237695,0.159
18878,14.03237695,0.159
18879,14.03237695,0.159
18880,14.03237695,0.159
18881,14.03237695,0.159
18882,14.03237695,0.159
18883,14.03237695,0.159
18885,13.87323812,0.126
18886,13.87323812,0.126
18887,13.87323812,0.126
18888,13.87323812,0.126
18889,13.87323812,0.126
18890,13.87323812,0.126
18891,13.87323812,0.126
18892,8.642968297,0.002
18893,8.642968297,0.002
18894,8.642968297,0.002
18895,8.642968297,0.002
18896,8.642968297,0.002
18897,8.642968297,0.002
18898,14.00312054,0.117
18899,14.00312054,0.117
18900,14.00312054,0.117
18901,14.00312054,0.117
18902,14.00312054,0.117
18903,14.00312054,0.117
18904,14.15357912,0.136
18905,14.15357912,0.136
18906,14.15357912,0.136
18907,14.15357912,0.136
18908,14.15357912,0.136
18909,14.15357912,0.136
18910,14.15357912,0.136
18911,14.15357912,0.136
18912,14.15357912,0.136
18913,14.15357912,0.136
18914,14.15357912,0.136
18917,13.47156164,0.14
18918,13.47156164,0.14
18919,13.47156164,0.14
18920,13.47156164,0.14
18921,13.47156164,0.14
18922,13.47156164,0.14
18923,13.47156164,0.14
18924,13.47156164,0.14
18925,13.47156164,0.14
18961,13.77376443,0.128
18962,13.77376443,0.128
18963,13.77376443,0.128
18964,13.77376443,0.128
18965,13.77376443,0.128
