"Sex","bcl_YM","bcl_YMrc","bcl_Age","TestType","PT_DRA","PT_DRP","PT_OF","PT_N","PT_SM","GenCoeff","InbrdCoeff","altDogID"
2,201802,201802,53,2,3,3,3,3,4,15.35,0.14,"R13455"
2,201802,201802,52,2,4,3,4,3,4,15.35,0.14,"R13456"
2,201802,201802,52,2,3,3,3,2,4,15.35,0.14,"R13457"
1,201802,201802,52,2,4,2,3,4,3,15.35,0.14,"R13458"
1,201802,201802,58,2,3,4,4,3,4,14.22,0.1,"R13460"
2,201802,201802,58,2,5,2,3,2,4,14.22,0.1,"R13461"
2,201802,201802,58,2,3,4,3,2,4,14.22,0.1,"R13462"
2,201802,201802,58,2,3,4,3,4,4,14.22,0.1,"R13463"
2,201802,201802,58,2,3,4,3,3,4,14.22,0.1,"R13464"
2,201802,201802,58,2,4,1,2,2,2,15.09,0.15,"R13467"
2,201802,201802,58,2,3,2,3,2,4,15.09,0.15,"R13468"
1,201802,201802,58,2,2,4,3,3,1,15.09,0.15,"R13469"
1,201802,201802,58,2,3,3,4,3,4,15.09,0.15,"R13470"
1,201802,201802,58,2,3,4,3,3,4,15.09,0.15,"R13471"
2,201802,201802,58,2,3,4,3,2,4,15.09,0.15,"R13472"
1,201802,201802,58,2,3,4,3,3,3,15.09,0.15,"R13473"
1,201802,201802,62,2,5,2,4,2,3,14.53,0.12,"R13474"
2,201802,201802,62,2,4,4,5,3,5,14.53,0.12,"R13475"
2,201802,201802,61,2,3,4,3,3,4,14.53,0.12,"R13476"
1,201802,201802,61,2,4,2,2,2,3,14.53,0.12,"R13477"
1,201802,201802,61,2,5,2,3,2,3,14.53,0.12,"R13478"
2,201802,201802,62,2,4,5,5,4,5,14.53,0.12,"R13479"
1,201802,201802,62,2,5,4,5,4,5,14.53,0.12,"R13480"
2,201802,201802,61,2,3,4,4,3,4,14.53,0.12,"R13481"
1,201802,201802,62,2,5,4,4,4,5,14.53,0.12,"R13482"
2,201802,201802,61,2,5,3,4,4,5,14.53,0.12,"R13483"
1,201802,201802,61,2,4,3,3,3,4,14.53,0.12,"R13484"
1,201802,201802,56,2,5,2,5,2,2,15.35,0.15,"R13485"
2,201802,201802,56,2,2,5,5,5,2,15.35,0.15,"R13486"
2,201802,201802,56,2,5,3,4,3,5,15.35,0.15,"R13487"
1,201802,201802,56,2,4,2,2,2,2,15.35,0.15,"R13488"
1,201803,201803,59,2,3,4,3,3,5,15.25,0.14,"R13489"
1,201803,201803,59,2,4,2,3,2,4,15.25,0.14,"R13490"
1,201803,201803,59,2,5,3,3,3,4,15.25,0.14,"R13491"
2,201803,201803,59,2,4,3,3,3,4,15.25,0.14,"R13492"
2,201803,201803,59,2,2,2,2,3,2,15.25,0.14,"R13493"
2,201803,201803,59,2,4,3,3,3,4,15.25,0.14,"R13494"
2,201803,201803,55,2,4,3,4,3,4,15.85,0.17,"R13495"
2,201803,201803,62,2,5,3,4,3,5,15.85,0.17,"R13496"
2,201803,201803,55,2,4,3,4,3,4,15.85,0.17,"R13497"
1,201803,201803,58,2,3,4,3,3,4,15.85,0.17,"R13498"
1,201803,201803,55,2,3,5,3,3,3,15.85,0.17,"R13499"
1,201803,201803,56,2,4,3,3,3,4,15.85,0.17,"R13500"
1,201803,201803,55,2,3,4,4,3,4,15.85,0.17,"R13501"
2,201803,201803,62,2,3,4,3,3,4,15.85,0.17,"R13502"
1,201803,201803,56,2,4,2,3,3,3,15.85,0.17,"R13503"
2,201803,201803,54,2,4,1,1,2,1,13.18,0.08,"R13504"
1,201803,201803,54,2,4,3,3,4,4,13.18,0.08,"R13505"
2,201803,201803,54,2,3,4,4,3,4,13.18,0.08,"R13506"
1,201803,201803,54,2,3,4,3,3,4,13.18,0.08,"R13507"
2,201803,201803,54,2,4,3,4,3,4,13.18,0.08,"R13508"
2,201803,201803,54,2,5,3,3,3,4,13.18,0.08,"R13509"
2,201803,201803,54,2,2,4,3,2,4,13.18,0.08,"R13510"
1,201803,201803,54,2,3,4,4,3,4,13.18,0.08,"R13511"
2,201803,201803,54,2,4,2,3,2,4,13.18,0.08,"R13512"
1,201803,201803,60,2,3,4,4,3,4,9.79,1e-09,"R13513"
1,201803,201803,60,2,4,3,3,3,4,9.79,1e-09,"R13514"
1,201803,201803,60,2,3,4,4,3,5,9.79,1e-09,"R13515"
2,201803,201803,60,2,3,4,4,4,4,9.79,1e-09,"R13516"
1,201803,201803,60,2,5,2,2,2,2,9.79,1e-09,"R13517"
2,201803,201803,60,2,3,3,4,2,4,9.79,1e-09,"R13518"
1,201803,201803,51,2,4,2,3,3,4,9.71,1e-09,"R13519"
2,201803,201803,51,2,3,4,3,3,4,9.71,1e-09,"R13520"
2,201803,201803,51,2,3,4,3,3,4,9.71,1e-09,"R13521"
1,201803,201803,51,2,2,3,2,2,2,9.71,1e-09,"R13522"
1,201803,201803,52,2,4,2,2,3,4,9.28,1e-09,"R13523"
2,201803,201803,52,2,4,2,2,2,2,9.28,1e-09,"R13524"
2,201803,201803,52,2,4,3,4,4,4,9.28,1e-09,"R13525"
1,201803,201803,52,2,4,3,4,3,4,9.28,1e-09,"R13526"
1,201804,201804,52,2,3,4,4,4,4,15.07,0.15,"R13527"
2,201804,201804,52,2,4,3,3,4,4,15.07,0.15,"R13528"
1,201804,201804,52,2,4,3,4,2,4,15.07,0.15,"R13529"
1,201804,201804,52,2,5,2,3,2,3,15.07,0.15,"R13530"
1,201804,201804,52,2,5,1,2,2,2,15.07,0.15,"R13531"
1,201804,201804,52,2,5,2,4,2,3,15.07,0.15,"R13532"
2,201804,201804,52,2,4,2,2,2,4,15.07,0.15,"R13533"
2,201804,201804,53,2,4,3,3,3,4,9.91,0.00100000104749745,"R13534"
2,201804,201804,53,2,2,4,3,3,4,9.91,0.00100000104749745,"R13535"
1,201804,201804,53,2,3,2,3,2,3,9.91,0.00100000104749745,"R13536"
1,201804,201804,52,2,4,2,3,2,4,9.91,0.00100000104749745,"R13537"
2,201804,201804,52,2,3,4,4,3,4,9.91,0.00100000104749745,"R13538"
2,201804,201804,53,2,4,1,1,2,1,9.91,0.00100000104749745,"R13539"
2,201804,201804,52,2,3,4,4,3,4,9.91,0.00100000104749745,"R13540"
2,201804,201804,52,2,4,2,3,2,4,9.91,0.00100000104749745,"R13541"
2,201804,201804,53,2,4,3,3,3,4,15.9,0.15,"R13542"
1,201804,201804,53,2,5,3,3,4,4,15.9,0.15,"R13543"
1,201804,201804,53,2,3,3,4,3,4,15.9,0.15,"R13544"
2,201804,201804,53,2,5,2,3,3,4,15.9,0.15,"R13545"
2,201804,201804,53,2,3,4,3,3,4,15.9,0.15,"R13546"
2,201804,201804,53,2,2,4,3,2,3,15.9,0.15,"R13547"
2,201804,201804,53,2,3,3,3,3,4,15.9,0.15,"R13548"
1,201804,201804,53,2,3,4,4,3,4,9.66,1e-09,"R13549"
2,201804,201804,53,2,2,4,3,3,3,9.66,1e-09,"R13550"
1,201804,201804,53,2,4,2,2,2,2,9.66,1e-09,"R13551"
2,201804,201804,53,2,4,3,3,3,4,9.66,1e-09,"R13552"
1,201804,201804,53,2,3,3,3,3,3,9.66,1e-09,"R13553"
2,201805,201805,54,2,3,3,3,2,4,14.23,0.11,"R13554"
2,201805,201805,54,2,4,3,4,3,4,14.23,0.11,"R13555"
1,201805,201805,54,2,4,3,3,2,4,14.23,0.11,"R13556"
2,201805,201805,54,2,3,3,4,3,4,14.23,0.11,"R13557"
2,201805,201805,55,2,3,3,4,2,4,14.23,0.11,"R13558"
1,201805,201805,55,2,5,2,2,2,2,14.23,0.11,"R13559"
1,201805,201805,55,2,3,4,3,3,4,14.23,0.11,"R13560"
2,201805,201805,56,2,3,4,4,3,4,14.23,0.11,"R13561"
1,201805,201805,53,2,3,4,3,2,4,9.35,0.00100000104749745,"R13562"
2,201805,201805,53,2,4,2,3,2,3,9.35,0.00100000104749745,"R13563"
2,201805,201805,53,2,3,5,3,2,4,9.35,0.00100000104749745,"R13564"
2,201805,201805,53,2,2,3,2,2,2,9.35,0.00100000104749745,"R13565"
2,201805,201805,53,2,4,4,4,3,4,9.35,0.00100000104749745,"R13566"
1,201805,201805,53,2,3,3,3,2,4,9.35,0.00100000104749745,"R13567"
2,201805,201805,55,2,4,3,3,3,4,14.56,0.13,"R13568"
1,201805,201805,55,2,5,1,3,3,2,14.56,0.13,"R13569"
2,201805,201805,55,2,4,2,3,2,4,14.56,0.13,"R13570"
1,201805,201805,55,2,2,4,2,3,4,14.56,0.13,"R13571"
2,201805,201805,55,2,3,5,4,3,5,14.56,0.13,"R13572"
1,201805,201805,55,2,2,4,3,2,3,14.56,0.13,"R13573"
2,201805,201805,55,2,4,3,3,3,3,14.56,0.13,"R13574"
1,201805,201805,55,2,4,2,2,2,2,14.56,0.13,"R13575"
1,201805,201805,54,2,3,3,3,3,4,10.24,0.01,"R13576"
1,201805,201805,54,2,4,3,3,3,4,10.24,0.01,"R13577"
2,201805,201805,54,2,3,4,3,3,4,10.24,0.01,"R13578"
2,201805,201805,54,2,5,2,2,2,2,10.24,0.01,"R13579"
1,201805,201805,54,2,4,2,3,2,3,10.24,0.01,"R13580"
2,201805,201805,54,2,1,4,2,2,2,10.24,0.01,"R13581"
2,201805,201805,57,2,3,3,3,3,4,14.1,0.1,"R13582"
2,201805,201805,58,2,4,2,3,3,4,14.1,0.1,"R13583"
2,201805,201805,58,2,3,4,4,3,4,14.1,0.1,"R13584"
2,201805,201805,57,2,3,4,3,3,4,14.1,0.1,"R13585"
2,201805,201805,57,2,3,3,3,2,4,14.1,0.1,"R13586"
1,201805,201805,58,2,2,3,3,2,3,14.1,0.1,"R13587"
2,201805,201805,57,2,3,4,4,4,4,14.1,0.1,"R13588"
2,201805,201805,58,2,3,4,4,3,4,14.1,0.1,"R13589"
1,201806,201806,54,2,3,4,4,3,4,15.59,0.14,"R13590"
1,201806,201806,54,2,3,4,3,3,4,15.59,0.14,"R13591"
1,201806,201806,54,2,5,2,3,3,4,15.59,0.14,"R13592"
1,201806,201806,54,2,4,3,4,3,4,15.59,0.14,"R13593"
2,201806,201806,54,2,2,5,2,3,2,15.59,0.14,"R13594"
1,201806,201806,54,2,4,2,2,3,4,15.59,0.14,"R13595"
2,201806,201806,56,2,3,4,3,3,3,14.04,0.12,"R13596"
2,201806,201806,56,2,2,5,3,2,2,14.04,0.12,"R13597"
1,201806,201806,56,2,3,3,4,4,4,14.04,0.12,"R13598"
1,201806,201806,56,2,1,4,1,2,1,14.04,0.12,"R13599"
2,201806,201806,56,2,3,5,3,3,3,14.04,0.12,"R13600"
1,201806,201806,56,2,3,4,3,3,4,14.04,0.12,"R13601"
1,201806,201806,56,2,3,4,3,3,4,14.04,0.12,"R13602"
1,201806,201806,56,2,2,5,3,3,3,14.04,0.12,"R13603"
1,201806,201806,57,2,4,3,4,3,4,16.02,0.15,"R13604"
1,201806,201806,57,2,3,4,3,4,4,16.02,0.15,"R13605"
2,201806,201806,57,2,3,4,3,3,3,16.02,0.15,"R13606"
1,201806,201806,57,2,4,3,4,3,4,16.02,0.15,"R13607"
2,201806,201806,57,2,3,4,4,4,4,16.02,0.15,"R13608"
1,201806,201806,53,2,3,3,4,3,4,15.59,0.15,"R13609"
1,201806,201806,53,2,3,2,3,2,4,15.59,0.15,"R13610"
2,201806,201806,53,2,3,3,3,2,4,15.59,0.15,"R13611"
2,201807,201807,61,2,3,4,3,3,4,15.59,0.15,"R13612"
1,201806,201806,53,2,4,1,1,2,1,15.82,0.15,"R13613"
1,201806,201806,53,2,3,2,2,3,3,15.82,0.15,"R13614"
1,201807,201807,59,2,3,4,4,3,4,15.82,0.15,"R13615"
2,201806,201806,54,2,4,2,2,2,2,15.82,0.15,"R13616"
1,201806,201806,53,2,3,3,2,3,4,15.82,0.15,"R13617"
2,201806,201806,54,2,3,2,3,3,4,15.82,0.15,"R13618"
2,201806,201806,53,2,4,2,3,2,2,15.82,0.15,"R13619"
1,201806,201806,54,2,2,4,2,3,2,15.82,0.15,"R13620"
1,201806,201806,54,2,3,3,4,3,4,15.82,0.15,"R13621"
2,201806,201806,54,2,3,3,3,2,4,15.82,0.15,"R13622"
2,201807,201807,54,2,5,2,2,3,4,15.13,0.16,"R13623"
2,201807,201807,54,2,4,3,4,2,4,15.13,0.16,"R13624"
2,201807,201807,55,2,4,2,3,3,4,15.13,0.16,"R13625"
2,201807,201807,55,2,4,2,3,2,4,15.13,0.16,"R13626"
2,201807,201807,55,2,4,2,4,4,2,15.13,0.16,"R13627"
1,201807,201807,54,2,3,4,3,3,4,15.13,0.16,"R13628"
2,201807,201807,55,2,4,2,3,2,3,15.13,0.16,"R13629"
1,201807,201807,55,2,4,2,4,2,4,15.13,0.16,"R13630"
2,201807,201807,54,2,4,1,2,1,2,15.13,0.16,"R13631"
2,201807,201807,54,2,3,2,4,3,4,15.13,0.16,"R13632"
2,201807,201807,55,2,5,3,3,3,4,15.28,0.15,"R13633"
1,201807,201807,55,2,5,3,3,3,4,15.28,0.15,"R13634"
2,201807,201807,55,2,4,4,3,4,5,15.28,0.15,"R13635"
1,201807,201807,55,2,4,2,3,2,3,15.28,0.15,"R13636"
2,201807,201807,55,2,3,4,4,4,4,15.23,0.15,"R13637"
2,201807,201807,55,2,3,4,3,4,4,15.23,0.15,"R13638"
1,201807,201807,55,2,4,3,4,3,4,15.23,0.15,"R13639"
1,201807,201807,55,2,4,3,4,3,4,15.23,0.15,"R13640"
1,201807,201807,52,2,3,4,3,3,4,15.09,0.13,"R13641"
2,201807,201807,52,2,3,4,3,3,4,15.09,0.13,"R13642"
1,201807,201807,52,2,1,3,2,3,2,15.09,0.13,"R13643"
1,201807,201807,52,2,3,4,3,3,4,15.09,0.13,"R13644"
1,201807,201807,52,2,3,4,3,3,4,15.09,0.13,"R13645"
2,201807,201807,55,2,3,2,3,1,2,13.78,0.08,"R13646"
2,201807,201807,55,2,3,3,3,3,4,13.78,0.08,"R13647"
1,201807,201807,54,2,5,2,2,3,3,13.78,0.08,"R13648"
1,201807,201807,54,2,5,2,3,2,4,13.78,0.08,"R13649"
1,201807,201807,54,2,4,2,3,3,4,13.78,0.08,"R13650"
2,201807,201807,55,2,3,3,3,3,4,13.78,0.08,"R13651"
1,201807,201807,54,2,3,2,2,2,3,13.78,0.08,"R13652"
1,201807,201807,54,2,3,4,3,4,4,13.78,0.08,"R13653"
1,201807,201807,55,2,3,1,3,1,2,13.78,0.08,"R13654"
1,201808,201808,58,2,5,2,3,2,3,15.3,0.15,"R13656"
2,201808,201808,59,2,5,2,2,3,2,15.3,0.15,"R13657"
2,201808,201808,59,2,5,2,3,2,4,15.3,0.15,"R13658"
1,201808,201808,58,2,5,2,3,2,3,15.3,0.15,"R13659"
1,201808,201808,58,2,4,2,3,2,3,15.3,0.15,"R13660"
1,201808,201808,55,2,3,4,3,3,4,14.07,0.11,"R13661"
2,201808,201808,55,2,4,2,2,4,3,14.07,0.11,"R13662"
1,201808,201808,54,2,3,2,2,3,3,14.07,0.11,"R13663"
1,201808,201808,55,2,5,2,3,2,4,14.07,0.11,"R13664"
1,201808,201808,55,2,3,3,3,3,4,14.07,0.11,"R13665"
1,201808,201808,54,2,4,2,3,2,3,14.07,0.11,"R13666"
2,201808,201808,54,2,4,1,2,2,1,14.07,0.11,"R13667"
2,201808,201808,54,2,3,3,3,3,4,14.07,0.11,"R13668"
1,201808,201808,55,2,2,3,4,3,3,13.84,0.11,"R13669"
2,201809,201809,65,2,3,4,4,3,4,13.84,0.11,"R13670"
2,201808,201808,55,2,4,3,3,3,4,13.84,0.11,"R13671"
2,201808,201808,59,2,4,2,3,2,4,13.84,0.11,"R13672"
1,201808,201808,55,2,4,3,4,3,4,13.84,0.11,"R13673"
1,201808,201808,56,2,3,2,3,1,2,13.84,0.11,"R13674"
1,201808,201808,59,2,4,3,4,3,4,13.84,0.11,"R13675"
2,201808,201808,55,2,3,4,4,3,5,13.84,0.11,"R13676"
2,201808,201808,59,2,3,4,4,4,4,13.84,0.11,"R13677"
2,201808,201808,55,2,3,3,3,3,3,13.84,0.11,"R13678"
1,201808,201808,53,2,2,3,3,2,3,15.14,0.15,"R13679"
1,201808,201808,53,2,4,3,4,3,4,15.14,0.15,"R13680"
2,201808,201808,53,2,2,4,2,3,2,15.14,0.15,"R13681"
2,201808,201808,53,2,3,4,3,3,4,15.14,0.15,"R13682"
2,201808,201808,53,2,4,2,3,2,3,15.14,0.15,"R13683"
2,201808,201808,53,2,3,3,3,4,4,15.14,0.15,"R13684"
1,201808,201808,53,2,4,4,4,4,4,15.14,0.15,"R13685"
2,201809,201809,58,2,5,2,3,2,3,15.84,0.15,"R13686"
1,201809,201809,58,2,4,2,3,3,3,15.84,0.15,"R13687"
2,201809,201809,58,2,4,2,2,4,4,15.84,0.15,"R13688"
2,201809,201809,58,2,3,3,4,3,4,15.84,0.15,"R13689"
2,201809,201809,59,2,3,4,3,3,4,15.84,0.15,"R13690"
2,201809,201809,59,2,2,3,2,3,3,15.84,0.15,"R13691"
1,201809,201809,59,2,5,2,3,2,3,15.84,0.15,"R13692"
1,201809,201809,59,2,5,2,2,2,3,15.84,0.15,"R13693"
1,201809,201809,52,2,3,2,2,3,3,15.41,0.14,"R13695"
2,201809,201809,52,2,3,4,3,4,4,15.41,0.14,"R13696"
2,201809,201809,52,2,2,4,2,2,2,15.41,0.14,"R13697"
1,201809,201809,52,2,5,2,3,2,2,15.74,0.16,"R13698"
2,201809,201809,52,2,3,3,3,3,3,15.74,0.16,"R13699"
1,201809,201809,52,2,3,4,3,3,4,15.74,0.16,"R13700"
2,201809,201809,52,2,4,1,2,3,2,15.74,0.16,"R13701"
1,201809,201809,52,2,3,3,3,3,4,15.74,0.16,"R13702"
2,201809,201809,52,2,3,4,2,3,4,15.74,0.16,"R13703"
2,201809,201809,53,2,4,3,4,3,5,10.96,0.01,"R13704"
1,201809,201809,53,2,4,2,3,2,2,10.96,0.01,"R13705"
1,201809,201809,53,2,5,2,3,3,3,10.96,0.01,"R13706"
2,201809,201809,53,2,4,3,3,4,5,10.96,0.01,"R13707"
2,201809,201809,53,2,3,4,4,3,4,10.96,0.01,"R13708"
2,201809,201809,54,2,4,2,2,2,3,10.96,0.01,"R13709"
2,201809,201809,54,2,4,2,2,3,3,10.96,0.01,"R13710"
1,201809,201809,54,2,5,1,4,2,2,10.96,0.01,"R13711"
2,201809,201809,54,2,3,4,3,3,4,10.96,0.01,"R13712"
1,201809,201809,56,2,3,3,3,3,4,15.82,0.15,"R13713"
1,201809,201809,56,2,4,3,4,3,4,15.82,0.15,"R13714"
2,201809,201809,56,2,3,4,3,3,4,15.82,0.15,"R13715"
1,201809,201809,56,2,3,4,3,3,3,15.82,0.15,"R13716"
1,201809,201809,56,2,2,2,2,2,2,15.82,0.15,"R13717"
2,201809,201809,56,2,3,3,3,3,4,15.82,0.15,"R13718"
1,201809,201809,52,2,4,3,3,3,4,14.65,0.12,"R13719"
2,201809,201809,52,2,4,2,3,3,3,14.65,0.12,"R13720"
1,201809,201809,52,2,4,2,3,3,4,14.65,0.12,"R13721"
1,201809,201809,52,2,3,4,4,4,5,14.65,0.12,"R13722"
2,201810,201810,55,2,3,4,3,3,4,14.05,0.11,"R13723"
2,201810,201810,55,2,3,2,3,2,3,14.05,0.11,"R13724"
2,201810,201810,55,2,3,4,4,4,5,14.05,0.11,"R13725"
2,201810,201810,55,2,3,2,2,2,2,14.05,0.11,"R13726"
1,201810,201810,56,2,3,4,3,4,4,14.05,0.11,"R13727"
2,201810,201810,55,2,3,4,3,3,4,14.05,0.11,"R13728"
1,201810,201810,56,2,5,3,3,3,4,14.05,0.11,"R13729"
2,201810,201810,56,2,5,2,2,2,2,14.05,0.11,"R13730"
1,201810,201810,56,2,5,1,2,1,1,14.05,0.11,"R13731"
2,201810,201810,54,2,3,5,5,5,5,13.78,0.08,"R13732"
1,201810,201810,54,2,5,2,3,2,3,13.78,0.08,"R13733"
2,201810,201810,54,2,4,5,5,4,5,13.78,0.08,"R13734"
1,201810,201810,54,2,5,3,3,3,5,13.78,0.08,"R13735"
2,201810,201810,54,2,5,2,2,2,3,13.78,0.08,"R13736"
1,201810,201810,55,2,5,3,3,4,5,13.78,0.08,"R13737"
2,201810,201810,55,2,4,4,3,4,5,13.78,0.08,"R13738"
2,201811,201811,77,2,4,3,3,3,3,13.78,0.08,"R13739"
2,201810,201810,55,2,3,5,3,4,5,13.78,0.08,"R13740"
1,201810,201810,55,2,5,2,4,2,3,13.78,0.08,"R13741"
1,201810,201810,52,2,3,4,3,3,4,15.17,0.16,"R13742"
1,201810,201810,52,2,4,3,3,3,4,15.17,0.16,"R13743"
1,201810,201810,52,2,4,3,3,4,4,15.17,0.16,"R13744"
1,201810,201810,52,2,3,4,4,4,5,15.17,0.16,"R13745"
1,201810,201810,52,2,3,4,3,3,4,15.17,0.16,"R13746"
1,201810,201810,52,2,4,2,3,3,3,15.17,0.16,"R13747"
1,201810,201810,52,2,4,3,3,3,4,15.17,0.16,"R13748"
2,201811,201811,55,2,2,4,2,3,4,15.14,0.15,"R13749"
1,201811,201811,55,2,4,3,3,4,4,15.14,0.15,"R13750"
2,201811,201811,55,2,4,2,3,2,2,15.14,0.15,"R13751"
2,201811,201811,55,2,4,2,3,2,3,15.14,0.15,"R13753"
1,201811,201811,55,2,4,3,3,3,4,15.35,0.16,"R13754"
1,201811,201811,55,2,4,3,3,2,4,15.35,0.16,"R13755"
1,201811,201811,55,2,4,2,3,2,4,15.35,0.16,"R13756"
2,201811,201811,55,2,4,3,3,3,4,15.35,0.16,"R13757"
1,201811,201811,55,2,4,2,2,2,3,15.35,0.16,"R13758"
2,201811,201811,56,2,4,2,2,2,2,15.35,0.16,"R13759"
1,201811,201811,56,2,5,2,2,2,2,15.35,0.16,"R13760"
2,201811,201811,56,2,4,3,5,3,5,15.35,0.16,"R13761"
2,201811,201811,56,2,3,4,4,3,4,15.35,0.16,"R13762"
1,201812,201812,68,2,4,3,4,3,4,15.82,0.14,"R13767"
2,201811,201811,54,2,5,3,3,3,4,15.82,0.14,"R13768"
1,201811,201811,54,2,5,3,3,3,4,15.82,0.14,"R13769"
2,201811,201811,54,2,3,4,3,4,5,15.82,0.14,"R13770"
1,201811,201811,54,2,4,3,3,4,4,15.82,0.14,"R13771"
1,201811,201811,56,2,5,2,3,3,4,9.46,0.00300000102607703,"R13772"
2,201811,201811,56,2,3,4,3,3,4,9.46,0.00300000102607703,"R13773"
2,201811,201811,56,2,4,3,4,3,4,9.46,0.00300000102607703,"R13774"
1,201811,201811,56,2,4,3,4,3,5,9.46,0.00300000102607703,"R13775"
2,201811,201811,56,2,3,4,4,4,5,9.46,0.00300000102607703,"R13776"
1,201811,201811,53,2,4,2,3,3,3,15.41,0.14,"R13777"
1,201811,201811,53,2,5,3,3,3,4,15.41,0.14,"R13778"
1,201811,201811,53,2,3,4,4,4,5,15.41,0.14,"R13779"
2,201812,201812,60,2,3,4,4,3,4,15.41,0.14,"R13780"
2,201811,201811,53,2,5,2,2,3,3,15.41,0.14,"R13781"
2,201811,201811,53,2,3,4,3,3,4,15.41,0.14,"R13782"
1,201811,201811,53,2,3,3,3,3,4,15.41,0.14,"R13783"
1,201812,201812,59,2,4,2,3,2,3,8.96,1e-09,"R13784"
2,201812,201812,59,2,5,2,4,3,3,8.96,1e-09,"R13785"
2,201812,201812,60,2,4,3,5,4,5,8.96,1e-09,"R13786"
1,201812,201812,60,2,5,2,3,2,3,8.96,1e-09,"R13787"
2,201812,201812,59,2,3,3,5,3,4,8.96,1e-09,"R13788"
1,201812,201812,60,2,4,2,3,3,4,8.96,1e-09,"R13789"
1,201812,201812,59,2,2,2,3,2,2,8.96,1e-09,"R13790"
1,201812,201812,59,2,3,3,3,2,4,8.96,1e-09,"R13791"
2,201812,201812,60,2,4,2,2,2,3,8.96,1e-09,"R13792"
2,201812,201812,60,2,3,3,4,4,4,8.96,1e-09,"R13793"
1,201812,201812,55,2,3,5,3,3,4,12.85,0.07,"R13794"
2,201812,201812,55,2,3,5,4,4,5,12.85,0.07,"R13795"
2,201812,201812,54,2,5,1,2,2,2,12.85,0.07,"R13796"
1,201812,201812,55,2,3,4,3,3,4,12.85,0.07,"R13797"
1,201812,201812,54,2,3,4,3,3,4,12.85,0.07,"R13798"
1,201812,201812,54,2,5,3,4,3,4,12.85,0.07,"R13799"
1,201812,201812,55,2,3,4,4,3,5,12.85,0.07,"R13800"
2,201812,201812,54,2,3,2,3,3,4,12.85,0.07,"R13801"
1,201812,201812,53,2,4,4,4,4,5,14.96,0.12,"R13808"
2,201812,201812,53,2,2,4,2,3,2,14.96,0.12,"R13809"
1,201812,201812,53,2,3,4,5,4,4,14.96,0.12,"R13810"
2,201812,201812,56,2,3,3,5,3,4,15.91,0.17,"R13802"
2,201812,201812,56,2,3,4,4,4,5,15.91,0.17,"R13803"
2,201812,201812,56,2,4,3,3,3,4,15.91,0.17,"R13804"
2,201812,201812,56,2,4,2,3,2,2,15.91,0.17,"R13805"
2,201812,201812,56,2,4,2,4,2,3,15.91,0.17,"R13806"
2,201812,201812,56,2,4,4,4,4,5,15.91,0.17,"R13807"
2,201901,201901,58,2,3,3,4,3,4,15.89,0.15,"R13811"
1,201901,201901,58,2,5,2,3,4,2,15.89,0.15,"R13812"
1,201901,201901,58,2,4,2,4,3,3,15.89,0.15,"R13813"
1,201901,201901,58,2,4,3,4,3,4,15.89,0.15,"R13814"
1,201901,201901,59,2,4,3,4,3,4,15.89,0.15,"R13815"
2,201901,201901,59,2,4,3,3,3,4,15.89,0.15,"R13816"
1,201901,201901,59,2,4,3,3,3,4,15.89,0.15,"R13817"
2,201901,201901,59,2,4,3,4,3,4,15.89,0.15,"R13818"
1,201901,201901,59,2,4,3,4,3,5,15.89,0.15,"R13819"
1,201901,201901,64,2,4,3,3,3,4,15.5,0.14,"R13820"
1,201901,201901,64,2,4,3,3,3,4,15.5,0.14,"R13821"
1,201901,201901,64,2,3,4,3,4,4,15.5,0.14,"R13822"
1,201901,201901,64,2,4,2,3,3,4,15.5,0.14,"R13823"
2,201901,201901,64,2,3,4,3,3,4,15.5,0.14,"R13824"
1,201901,201901,64,2,5,2,2,2,2,15.5,0.14,"R13825"
1,201901,201901,65,2,4,2,2,3,2,15.5,0.14,"R13826"
2,201901,201901,65,2,3,4,3,3,4,15.5,0.14,"R13827"
2,201901,201901,65,2,3,4,4,4,5,15.5,0.14,"R13828"
1,201901,201901,65,2,3,4,3,3,4,15.5,0.14,"R13829"
1,201901,201901,65,2,3,4,4,3,4,15.5,0.14,"R13830"
1,201901,201901,65,2,3,4,4,3,4,15.5,0.14,"R13831"
2,201901,201901,56,2,4,3,3,3,4,15.26,0.15,"R13832"
1,201901,201901,55,2,4,4,4,3,5,14.28,0.1,"R13833"
2,201901,201901,55,2,3,3,3,3,4,14.28,0.1,"R13834"
2,201901,201901,55,2,3,4,4,3,4,14.28,0.1,"R13835"
2,201901,201901,55,2,3,4,4,3,4,14.28,0.1,"R13836"
2,201901,201901,55,2,4,3,3,3,4,14.28,0.1,"R13837"
1,201901,201901,55,2,4,3,3,3,4,14.28,0.1,"R13838"
1,201901,201901,53,2,5,2,2,2,2,15.07,0.15,"R13839"
2,201901,201901,53,2,3,4,3,3,4,15.07,0.15,"R13840"
2,201901,201901,53,2,4,4,3,4,4,15.07,0.15,"R13841"
2,201901,201901,53,2,4,2,2,3,3,15.07,0.15,"R13842"
2,201901,201901,54,2,4,5,5,4,5,15.07,0.15,"R13843"
1,201901,201901,54,2,5,4,4,3,5,15.07,0.15,"R13844"
1,201901,201901,54,2,5,5,5,4,5,15.07,0.15,"R13845"
1,201901,201901,53,2,5,3,3,3,4,15.07,0.15,"R13846"
1,201901,201901,53,2,5,2,4,2,4,15.07,0.15,"R13847"
