"Sex","bcl_YM","bcl_YMrc","bcl_Age","TestType","PT_DRA","PT_DRP","PT_OF","PT_N","PT_SM","GenCoeff","InbrdCoeff","altDogID"
2,201208,201208,57,1,5,3,3,3,5,12.89,0.12,"R10739"
2,201208,201208,56,1,4,5,4,4,5,12.89,0.12,"R10740"
2,201208,201208,56,1,5,3,4,4,5,12.89,0.12,"R10741"
2,201208,201208,57,1,4,5,4,4,5,12.89,0.12,"R10742"
2,201208,201208,57,1,5,4,3,3,5,12.89,0.12,"R10743"
1,201208,201208,58,1,4,5,4,4,5,12.82,0.11,"R10744"
2,201208,201208,59,1,4,2,1,2,4,12.82,0.11,"R10745"
1,201208,201208,59,1,3,4,2,4,4,12.82,0.11,"R10746"
1,201208,201208,59,1,0,2,4,3,4,12.82,0.11,"R10747"
2,201208,201208,59,1,4,4,4,4,5,12.82,0.11,"R10748"
2,201208,201208,59,1,4,3,4,4,3,12.82,0.11,"R10749"
1,201208,201208,58,1,4,4,4,5,5,12.82,0.11,"R10750"
2,201208,201208,59,1,5,3,3,4,5,12.82,0.11,"R10751"
1,201208,201208,58,1,5,4,4,4,5,12.82,0.11,"R10752"
1,201208,201208,57,1,5,2,2,3,5,11.67,0.06,"R10753"
1,201208,201208,57,1,4,2,4,2,4,11.67,0.06,"R10754"
1,201208,201208,57,1,3,5,4,4,5,11.67,0.06,"R10755"
2,201208,201208,56,1,4,3,3,4,5,11.67,0.06,"R10756"
2,201208,201208,57,1,3,4,4,4,5,11.67,0.06,"R10757"
2,201208,201208,57,1,4,4,4,3,5,11.67,0.06,"R10758"
2,201208,201208,57,1,4,4,4,4,5,11.67,0.06,"R10759"
2,201208,201208,56,1,3,4,4,5,5,11.67,0.06,"R10760"
1,201208,201208,56,1,3,4,4,4,5,11.67,0.06,"R10761"
1,201208,201208,56,1,4,2,4,4,4,13.13,0.16,"R10762"
2,201208,201208,56,1,3,5,4,4,5,13.13,0.16,"R10763"
2,201208,201208,56,1,4,3,4,3,4,13.13,0.16,"R10764"
1,201208,201208,56,1,4,3,3,5,5,13.13,0.16,"R10765"
2,201208,201208,56,1,4,4,4,4,5,13.13,0.16,"R10766"
2,201208,201208,56,1,4,4,4,3,5,13.13,0.16,"R10767"
2,201209,201209,56,1,4,3,4,3,4,13.56,0.18,"R10768"
2,201209,201209,57,1,4,3,4,5,5,13.56,0.18,"R10769"
2,201209,201209,56,1,4,4,4,4,4,13.56,0.18,"R10770"
1,201209,201209,57,1,5,3,3,2,4,13.56,0.18,"R10771"
1,201209,201209,56,1,4,2,1,4,3,13.56,0.18,"R10772"
2,201209,201209,57,1,3,4,4,4,4,13.56,0.18,"R10773"
1,201209,201209,56,1,4,4,4,4,5,13.56,0.18,"R10774"
1,201209,201209,57,1,4,4,4,5,5,13.56,0.18,"R10775"
1,201209,201209,56,1,4,2,3,4,4,13.56,0.18,"R10776"
1,201209,201209,61,1,3,4,4,4,5,13.1,0.13,"R10777"
2,201209,201209,60,1,3,3,3,5,5,13.1,0.13,"R10778"
1,201209,201209,61,1,5,2,2,3,4,13.1,0.13,"R10779"
2,201209,201209,60,1,5,2,3,5,5,13.1,0.13,"R10780"
2,201209,201209,61,1,5,3,4,3,5,13.1,0.13,"R10781"
2,201209,201209,60,1,4,4,4,4,5,13.1,0.13,"R10782"
2,201209,201209,60,1,5,3,3,4,5,13.1,0.13,"R10783"
2,201209,201209,60,1,4,4,4,4,5,13.1,0.13,"R10784"
1,201209,201209,61,1,4,3,2,2,5,13.1,0.13,"R10785"
2,201209,201209,53,1,2,5,3,4,4,11.95,0.11,"R10786"
1,201209,201209,54,1,3,2,3,3,5,11.95,0.11,"R10787"
2,201209,201209,53,1,4,4,4,4,5,11.95,0.11,"R10788"
2,201209,201209,53,1,4,4,4,4,5,11.95,0.11,"R10789"
1,201209,201209,53,1,4,2,3,4,4,11.95,0.11,"R10790"
2,201209,201209,53,1,5,2,2,2,3,11.95,0.11,"R10791"
1,201209,201209,53,1,5,2,3,5,4,11.95,0.11,"R10792"
2,201209,201209,54,1,4,3,4,3,5,11.95,0.11,"R10793"
2,201209,201209,55,1,4,3,4,4,4,13.23,0.1,"R10794"
2,201209,201209,55,1,4,4,4,4,5,13.23,0.1,"R10795"
1,201209,201209,55,1,4,2,4,4,4,13.23,0.1,"R10796"
1,201209,201209,58,1,5,3,4,4,5,13.44,0.17,"R10797"
2,201209,201209,58,1,3,4,3,4,5,13.44,0.17,"R10798"
1,201209,201209,58,1,5,4,4,5,5,13.44,0.17,"R10799"
2,201209,201209,58,1,2,5,3,5,3,13.44,0.17,"R10800"
2,201209,201209,58,1,4,3,4,4,5,13.44,0.17,"R10801"
1,201209,201209,58,1,3,5,4,5,5,13.44,0.17,"R10802"
2,201210,66,55,1,3,5,4,3,4,12.83,0.13,"R10803"
2,201210,66,55,1,4,4,4,3,4,12.83,0.13,"R10804"
1,201210,66,55,1,4,2,3,4,4,12.83,0.13,"R10805"
2,201210,66,55,1,4,3,3,4,5,12.83,0.13,"R10806"
2,201210,66,55,1,2,5,3,4,3,12.83,0.13,"R10807"
1,201210,66,57,1,4,4,4,4,5,12.83,0.13,"R10808"
2,201210,66,57,1,5,4,4,5,5,12.98,0.12,"R10809"
2,201210,66,57,1,1,4,2,4,2,12.98,0.12,"R10810"
1,201210,66,57,1,4,4,3,4,5,12.98,0.12,"R10811"
1,201210,66,57,1,4,4,4,5,5,12.98,0.12,"R10812"
1,201210,66,57,1,4,2,2,5,2,12.98,0.12,"R10813"
2,201210,66,57,1,4,4,4,4,5,12.98,0.12,"R10814"
1,201210,66,57,1,4,4,4,5,5,12.98,0.12,"R10815"
2,201210,66,54,1,4,4,3,4,5,13.01,0.11,"R10816"
2,201210,66,54,1,5,3,4,4,5,13.01,0.11,"R10817"
2,201210,66,54,1,4,4,4,3,4,13.01,0.11,"R10818"
1,201210,66,55,1,4,3,4,4,5,13.01,0.11,"R10819"
2,201210,66,55,1,5,4,4,4,5,13.01,0.11,"R10821"
2,201210,66,55,1,4,4,4,5,5,13.01,0.11,"R10822"
1,201211,201211,57,1,5,4,4,4,5,13.11,0.11,"R10823"
1,201211,201211,57,1,5,4,4,5,5,13.11,0.11,"R10824"
1,201211,201211,57,1,5,3,3,5,5,13.11,0.11,"R10825"
1,201211,201211,57,1,4,4,4,5,5,13.11,0.11,"R10826"
2,201211,201211,57,1,5,4,4,5,5,13.11,0.11,"R10827"
2,201211,201211,55,1,4,5,4,5,5,12.65,0.11,"R10828"
2,201211,201211,55,1,4,3,3,3,4,12.65,0.11,"R10829"
2,201211,201211,56,1,3,4,3,3,4,12.65,0.11,"R10830"
1,201211,201211,55,1,4,3,3,4,5,12.65,0.11,"R10831"
2,201211,201211,56,1,5,1,1,1,2,12.65,0.11,"R10832"
2,201211,201211,55,1,4,3,3,4,5,12.65,0.11,"R10833"
2,201211,201211,56,1,2,2,3,2,3,12.65,0.11,"R10834"
2,201211,201211,56,1,3,4,3,3,5,12.65,0.11,"R10835"
2,201211,201211,56,1,3,3,3,3,5,12.65,0.11,"R10836"
1,201211,201211,55,1,4,2,2,1,2,12.65,0.11,"R10837"
1,201211,201211,58,1,3,4,4,3,4,13.35,0.1,"R10838"
2,201211,201211,58,1,4,4,4,3,5,13.35,0.1,"R10839"
1,201211,201211,59,1,3,4,3,5,5,13.35,0.1,"R10840"
1,201211,201211,58,1,3,4,4,5,2,13.35,0.1,"R10841"
2,201211,201211,59,1,3,4,3,4,4,13.35,0.1,"R10842"
2,201211,201211,59,1,3,4,4,5,5,13.35,0.1,"R10843"
1,201211,201211,58,1,5,2,2,4,3,13.35,0.1,"R10844"
2,201211,201211,59,1,4,4,4,5,5,13.35,0.1,"R10845"
2,201211,201211,59,1,4,4,4,5,5,13.35,0.1,"R10846"
2,201211,201211,58,1,4,4,4,5,5,13.35,0.1,"R10847"
2,201212,201212,57,1,3,4,4,4,4,13.23,0.15,"R10848"
2,201212,201212,57,1,1,5,3,3,2,13.23,0.15,"R10849"
1,201212,201212,57,1,5,2,4,4,4,13.23,0.15,"R10850"
2,201212,201212,56,1,3,5,4,3,4,13.56,0.14,"R10851"
2,201212,201212,56,1,3,4,4,4,3,13.56,0.14,"R10853"
1,201212,201212,56,1,4,4,4,4,5,13.56,0.14,"R10854"
1,201212,201212,56,1,5,3,4,4,5,13.56,0.14,"R10855"
2,201212,201212,56,1,4,3,3,5,5,13.56,0.14,"R10856"
1,201212,201212,57,1,4,3,3,5,5,13.56,0.14,"R10857"
2,201212,201212,57,1,4,4,4,4,5,13.56,0.14,"R10858"
2,201212,201212,56,1,3,4,4,5,5,13.56,0.14,"R10859"
1,201212,201212,57,1,4,3,3,3,5,13.56,0.14,"R10860"
1,201212,201212,57,1,5,3,4,5,5,13.56,0.14,"R10862"
1,201212,201212,59,1,3,3,3,4,4,12.96,0.12,"R10863"
1,201212,201212,67,1,2,5,3,4,2,12.96,0.12,"R10864"
1,201212,201212,59,1,4,2,2,3,3,12.96,0.12,"R10865"
2,201212,201212,59,1,3,3,4,4,4,12.96,0.12,"R10866"
2,201212,201212,59,1,4,4,4,4,5,12.96,0.12,"R10867"
1,201212,201212,59,1,4,3,4,4,5,12.96,0.12,"R10868"
2,201212,201212,56,1,5,4,4,4,5,12.97,0.14,"R10869"
2,201212,201212,56,1,4,4,3,4,5,12.97,0.14,"R10870"
2,201212,201212,56,1,5,2,3,3,4,12.97,0.14,"R10871"
1,201212,201212,56,1,4,0,4,3,5,12.97,0.14,"R10872"
1,201212,201212,56,1,4,3,4,3,4,12.97,0.14,"R10873"
1,201212,201212,56,1,4,3,3,3,4,12.97,0.14,"R10874"
1,201212,201212,56,1,4,4,4,5,5,12.97,0.14,"R10875"
2,201212,201212,56,1,4,2,3,4,4,12.97,0.14,"R10876"
2,201212,201212,56,1,5,3,4,4,5,12.97,0.14,"R10877"
1,201301,201301,66,1,4,3,4,4,5,12.78,0.11,"R10878"
2,201212,201212,64,1,4,3,4,4,5,12.78,0.11,"R10879"
1,201212,201212,64,1,5,3,4,5,5,12.78,0.11,"R10880"
1,201212,201212,64,1,4,2,2,2,2,12.78,0.11,"R10881"
2,201212,201212,64,1,3,4,3,4,5,12.78,0.11,"R10882"
1,201212,201212,64,1,1,4,3,2,2,12.78,0.11,"R10883"
2,201301,201301,66,1,2,4,2,4,2,12.78,0.11,"R10884"
2,201301,201301,66,1,4,2,2,2,4,12.78,0.11,"R10885"
2,201301,201301,66,1,3,4,3,3,5,12.78,0.11,"R10886"
1,201301,201301,66,1,3,3,4,4,5,12.78,0.11,"R10887"
1,201212,201212,58,1,3,3,3,2,3,13.1,0.14,"R10888"
2,201212,201212,58,1,3,4,3,3,5,13.1,0.14,"R10889"
2,201212,201212,58,1,3,4,4,2,5,13.1,0.14,"R10890"
2,201212,201212,58,1,3,4,4,3,5,13.1,0.14,"R10891"
2,201301,201301,63,1,3,4,4,3,5,12.63,0.15,"R10893"
1,201301,201301,62,1,3,4,4,3,4,12.63,0.15,"R10894"
2,201301,201301,62,1,5,3,3,3,5,12.63,0.15,"R10895"
2,201301,201301,62,1,5,3,4,3,5,12.63,0.15,"R10896"
1,201301,201301,63,1,4,3,4,3,4,12.63,0.15,"R10897"
2,201301,201301,62,1,5,4,4,4,5,12.63,0.15,"R10898"
2,201301,201301,63,1,3,4,4,3,4,12.63,0.15,"R10899"
2,201301,201301,62,1,5,3,4,3,5,12.63,0.15,"R10900"
2,201301,201301,63,1,3,5,4,3,5,12.63,0.15,"R10901"
2,201301,201301,58,1,3,4,4,4,5,13.58,0.14,"R10902"
1,201301,201301,58,1,4,3,4,4,5,13.58,0.14,"R10903"
1,201301,201301,58,1,3,1,2,1,1,13.58,0.14,"R10904"
2,201301,201301,58,1,4,2,2,2,3,13.58,0.14,"R10905"
1,201301,201301,58,1,5,4,4,5,5,13.58,0.14,"R10906"
1,201301,201301,58,1,4,2,2,2,4,13.58,0.14,"R10907"
1,201301,201301,58,1,3,4,3,5,5,13.58,0.14,"R10908"
1,201301,201301,54,1,3,0,3,3,4,13.39,0.12,"R10909"
2,201301,201301,54,1,2,4,1,4,2,13.39,0.12,"R10910"
2,201301,201301,54,1,4,3,4,4,5,13.39,0.12,"R10911"
2,201301,201301,54,1,4,2,2,3,3,13.39,0.12,"R10912"
2,201301,201301,55,1,4,2,2,3,4,12.91,0.11,"R10913"
1,201301,201301,55,1,5,3,4,3,5,12.91,0.11,"R10914"
2,201301,201301,55,1,3,3,3,3,5,12.91,0.11,"R10915"
2,201301,201301,55,1,4,4,4,4,5,12.91,0.11,"R10916"
2,201301,201301,57,1,3,4,3,3,5,13.34,0.12,"R10917"
2,201301,201301,57,1,5,2,3,2,3,13.34,0.12,"R10918"
1,201301,201301,57,1,5,3,4,4,5,13.34,0.12,"R10919"
1,201301,201301,57,1,5,2,2,3,3,13.34,0.12,"R10920"
1,201301,201301,57,1,3,4,3,3,5,13.34,0.12,"R10921"
1,201301,201301,57,1,2,4,2,3,4,13.34,0.12,"R10922"
2,201301,201301,56,1,3,2,2,3,3,13.04,0.12,"R10923"
2,201301,201301,56,1,2,4,2,3,3,13.04,0.12,"R10924"
2,201301,201301,56,1,5,4,4,5,5,13.04,0.12,"R10925"
1,201301,201301,56,1,3,4,3,4,4,13.04,0.12,"R10926"
1,201301,201301,56,1,3,3,3,3,5,13.04,0.12,"R10927"
2,201301,201301,61,1,3,3,4,4,5,13.04,0.12,"R10928"
2,201301,201301,55,1,3,4,4,5,5,13.91,0.18,"R10929"
1,201301,201301,55,1,3,1,3,3,3,13.91,0.18,"R10930"
1,201302,201302,56,1,3,4,3,5,5,13.51,0.13,"R10932"
1,201302,201302,56,1,5,4,4,5,5,13.51,0.13,"R10933"
1,201302,201302,56,1,4,2,2,5,3,13.51,0.13,"R10934"
2,201302,201302,56,1,2,4,3,3,5,13.51,0.13,"R10935"
1,201302,201302,56,1,4,2,2,3,3,13.51,0.13,"R10936"
1,201302,201302,56,1,3,4,3,3,5,13.51,0.13,"R10937"
2,201302,201302,56,1,4,3,4,3,5,13.51,0.13,"R10938"
2,201302,201302,60,1,4,3,3,3,5,13.64,0.13,"R10939"
2,201302,201302,60,1,4,3,3,4,4,13.64,0.13,"R10940"
2,201302,201302,60,1,4,3,4,3,5,13.64,0.13,"R10941"
1,201302,201302,60,1,5,2,2,4,3,13.64,0.13,"R10942"
2,201302,201302,60,1,2,4,2,5,2,13.64,0.13,"R10943"
1,201302,201302,60,1,4,3,3,3,5,13.64,0.13,"R10944"
2,201302,201302,58,1,1,4,3,4,2,12.95,0.09,"R10945"
1,201302,201302,58,1,2,4,3,3,4,12.95,0.09,"R10946"
1,201302,201302,59,1,4,2,2,3,3,12.95,0.09,"R10947"
1,201302,201302,58,1,3,3,3,4,5,12.95,0.09,"R10948"
1,201302,201302,58,1,3,4,4,5,4,12.95,0.09,"R10949"
1,201302,201302,59,1,3,3,3,4,5,12.95,0.09,"R10950"
1,201302,201302,59,1,4,3,3,4,5,12.95,0.09,"R10951"
2,201302,201302,59,1,4,3,4,3,5,12.95,0.09,"R10952"
1,201302,201302,59,1,5,3,3,4,5,12.95,0.09,"R10953"
2,201302,201302,54,1,2,2,2,3,2,13.52,0.12,"R10954"
2,201302,201302,54,1,1,2,2,3,2,13.52,0.12,"R10955"
2,201302,201302,54,1,2,5,3,4,5,13.52,0.12,"R10956"
1,201302,201302,54,1,3,3,3,3,4,13.52,0.12,"R10957"
1,201302,201302,54,1,4,3,4,4,5,13.52,0.12,"R10959"
2,201302,201302,54,1,2,3,2,2,3,13.52,0.12,"R10960"
2,201303,201303,72,1,3,4,3,5,5,13.7,0.16,"R10961"
1,201302,201302,57,1,2,4,3,4,4,13.7,0.16,"R10962"
2,201303,201303,72,1,2,4,2,4,4,13.7,0.16,"R10963"
1,201303,201303,55,1,3,2,2,2,2,13.46,0.17,"R10965"
2,201303,201303,55,1,5,4,4,4,5,13.46,0.17,"R10966"
2,201303,201303,54,1,4,4,4,3,5,13.16,0.12,"R10967"
2,201303,201303,54,1,4,3,3,5,4,13.16,0.12,"R10968"
1,201303,201303,54,1,4,3,4,5,5,13.16,0.12,"R10970"
2,201303,201303,54,1,5,3,3,3,5,13.16,0.12,"R10971"
1,201303,201303,54,1,4,2,3,3,4,13.16,0.12,"R10972"
1,201303,201303,55,1,4,4,3,3,5,12.65,0.09,"R10978"
2,201303,201303,55,1,4,3,3,4,5,12.65,0.09,"R10979"
2,201303,201303,55,1,3,4,3,4,5,12.65,0.09,"R10980"
2,201303,201303,60,1,3,4,4,4,4,12.97,0.15,"R10973"
2,201303,201303,55,1,2,3,3,4,5,12.65,0.09,"R10981"
2,201303,201303,55,1,4,1,3,4,1,12.65,0.09,"R10982"
1,201303,201303,60,1,4,2,2,4,3,12.97,0.15,"R10974"
1,201303,201303,55,1,2,5,3,4,3,12.65,0.09,"R10983"
1,201303,201303,60,1,4,3,4,5,4,12.97,0.15,"R10975"
1,201303,201303,55,1,3,3,3,3,4,12.65,0.09,"R10984"
1,201303,201303,60,1,4,4,4,5,5,12.97,0.15,"R10976"
2,201303,201303,60,1,2,3,3,3,4,12.97,0.15,"R10977"
2,201303,201303,56,1,3,4,4,3,4,12.95,0.09,"R10985"
2,201303,201303,56,1,3,4,4,4,5,12.95,0.09,"R10986"
1,201303,201303,56,1,5,3,4,4,5,12.95,0.09,"R10987"
2,201303,201303,56,1,3,4,4,5,5,12.95,0.09,"R10988"
2,201303,201303,56,1,4,3,3,3,4,12.95,0.09,"R10989"
2,201303,201303,56,1,4,3,3,4,4,12.95,0.09,"R10990"
1,201303,201303,56,1,3,4,3,4,4,12.95,0.09,"R10991"
2,201303,201303,56,1,3,2,2,4,3,12.95,0.09,"R10992"
1,201303,201303,56,1,5,4,4,5,5,14.2,0.15,"R10993"
2,201303,201303,56,1,4,5,4,5,4,14.2,0.15,"R10994"
1,201303,201303,56,1,4,3,3,3,5,14.2,0.15,"R10995"
2,201303,201303,56,1,4,2,3,3,4,14.2,0.15,"R10996"
2,201303,201303,56,1,5,2,3,4,5,14.2,0.15,"R10997"
1,201304,201304,58,1,2,4,3,4,4,13.72,0.14,"R10998"
1,201303,201303,54,1,5,3,4,3,5,13.72,0.14,"R10999"
2,201304,201304,57,1,4,4,4,4,4,13.72,0.14,"R11000"
1,201303,201303,54,1,3,4,4,5,5,13.72,0.14,"R11001"
1,201303,201303,54,1,5,3,2,4,5,13.72,0.14,"R11002"
1,201304,201304,58,1,2,3,2,3,2,13.72,0.14,"R11003"
2,201304,201304,58,1,3,3,3,3,5,13.31,0.12,"R11004"
1,201304,201304,57,1,4,3,3,4,5,13.31,0.12,"R11005"
2,201304,201304,57,1,3,4,3,3,5,13.31,0.12,"R11006"
1,201304,201304,58,1,3,3,4,4,4,13.31,0.12,"R11007"
1,201304,201304,57,1,4,4,4,5,5,13.31,0.12,"R11008"
1,201304,201304,58,1,4,1,1,2,1,13.31,0.12,"R11009"
2,201304,201304,58,1,3,4,3,5,4,13.31,0.12,"R11010"
1,201304,201304,58,1,4,4,4,4,5,13.31,0.12,"R11011"
1,201304,201304,57,1,3,2,2,2,3,13.31,0.12,"R11012"
1,201304,201304,57,1,4,3,3,4,5,13.31,0.12,"R11013"
2,201304,201304,62,1,3,2,3,3,4,13.67,0.14,"R11014"
1,201304,201304,61,1,4,3,4,5,5,13.67,0.14,"R11015"
2,201304,201304,61,1,3,4,4,3,5,13.67,0.14,"R11016"
1,201304,201304,61,1,2,5,2,3,3,13.67,0.14,"R11017"
1,201304,201304,61,1,4,4,4,3,5,13.67,0.14,"R11019"
2,201304,201304,62,1,5,3,3,5,4,13.67,0.14,"R11020"
1,201304,201304,62,1,4,4,4,5,5,13.67,0.14,"R11021"
1,201304,201304,58,1,3,3,3,4,5,13.92,0.14,"R11022"
2,201304,201304,59,1,2,5,4,4,2,13.92,0.14,"R11023"
1,201304,201304,58,1,3,3,3,3,4,13.92,0.14,"R11024"
1,201304,201304,58,1,3,2,2,4,4,13.92,0.14,"R11025"
2,201304,201304,59,1,3,4,4,3,4,13.92,0.14,"R11026"
1,201304,201304,58,1,4,1,1,4,2,13.92,0.14,"R11027"
1,201304,201304,58,1,3,3,3,3,5,13.92,0.14,"R11028"
2,201304,201304,59,1,3,5,3,3,4,13.92,0.14,"R11029"
2,201304,201304,59,1,5,4,5,3,5,13.92,0.14,"R11030"
2,201304,201304,59,1,3,2,3,3,4,13.92,0.14,"R11031"
1,201304,201304,57,1,4,3,4,4,5,13.3,0.13,"R11032"
2,201304,201304,57,1,4,3,3,4,5,13.3,0.13,"R11033"
2,201304,201304,59,1,4,3,3,4,5,13.3,0.13,"R11034"
2,201304,201304,57,1,3,2,2,3,3,13.3,0.13,"R11035"
1,201304,201304,57,1,5,2,3,4,4,13.3,0.13,"R11036"
1,201304,201304,57,1,4,3,4,3,5,13.3,0.13,"R11037"
2,201304,201304,57,1,5,3,4,5,5,13.3,0.13,"R11038"
1,201304,201304,56,1,3,5,5,3,5,13.3,0.13,"R11039"
1,201304,201304,56,1,4,3,3,4,4,13.47,0.14,"R11040"
2,201304,201304,56,1,3,3,3,2,4,13.47,0.14,"R11041"
1,201304,201304,56,1,5,4,0,4,5,13.47,0.14,"R11042"
1,201304,201304,56,1,4,2,2,5,4,13.47,0.14,"R11043"
1,201304,201304,56,1,2,3,3,3,4,13.47,0.14,"R11044"
2,201304,201304,56,1,4,2,2,3,3,13.47,0.14,"R11045"
1,201304,201304,56,1,2,3,3,3,4,14.2,0.15,"R11046"
1,201304,201304,56,1,2,4,3,3,4,14.2,0.15,"R11047"
2,201304,201304,56,1,2,4,3,4,4,14.2,0.15,"R11048"
1,201304,201304,56,1,4,3,3,5,4,14.2,0.15,"R11049"
2,201304,201304,56,1,3,3,2,4,3,14.2,0.15,"R11050"
1,201304,201304,55,1,3,3,3,3,4,9.43,0.00100000104749745,"R11051"
1,201304,201304,56,1,4,3,4,4,5,9.43,0.00100000104749745,"R11052"
2,201304,201304,55,1,4,2,2,3,2,9.43,0.00100000104749745,"R11053"
2,201304,201304,56,1,3,3,3,3,5,9.43,0.00100000104749745,"R11054"
2,201304,201304,55,1,3,3,3,3,3,9.43,0.00100000104749745,"R11055"
1,201304,201304,55,1,4,3,4,4,5,9.43,0.00100000104749745,"R11056"
1,201304,201304,56,1,3,3,3,5,5,9.43,0.00100000104749745,"R11057"
1,201304,201304,56,1,4,3,3,4,5,9.43,0.00100000104749745,"R11058"
1,201304,201304,54,1,5,3,3,4,5,9.75,0.00100000104749745,"R11059"
1,201304,201304,54,1,4,2,4,4,4,9.75,0.00100000104749745,"R11060"
1,201304,201304,54,1,2,4,4,4,4,9.75,0.00100000104749745,"R11061"
1,201304,201304,54,1,5,3,4,4,5,9.75,0.00100000104749745,"R11062"
1,201304,201304,54,1,5,2,2,2,4,9.75,0.00100000104749745,"R11063"
1,201305,201305,56,1,2,3,2,3,3,9.08,1e-09,"R11064"
1,201305,201305,56,1,3,4,3,3,5,9.08,1e-09,"R11065"
2,201305,201305,56,1,2,4,3,3,4,9.08,1e-09,"R11066"
1,201305,201305,56,1,2,4,3,2,4,9.08,1e-09,"R11067"
1,201305,201305,54,1,4,2,2,4,3,9.04,1e-09,"R11068"
2,201305,201305,54,1,2,3,2,4,3,9.04,1e-09,"R11069"
2,201305,201305,54,1,3,4,3,4,5,9.04,1e-09,"R11070"
1,201305,201305,54,1,5,2,2,2,3,9.04,1e-09,"R11071"
1,201305,201305,54,1,4,3,3,3,5,9.04,1e-09,"R11072"
2,201305,201305,54,1,2,1,1,3,1,9.04,1e-09,"R11073"
1,201305,201305,54,1,3,5,4,4,5,8.91,1e-09,"R11074"
2,201305,201305,54,1,5,2,3,2,3,8.91,1e-09,"R11075"
1,201305,201305,54,1,5,3,3,3,4,8.91,1e-09,"R11077"
2,201305,201305,54,1,4,3,3,4,5,8.91,1e-09,"R11078"
2,201305,201305,54,1,2,4,3,3,5,8.91,1e-09,"R11079"
2,201305,201305,54,1,3,5,3,4,5,8.91,1e-09,"R11080"
1,201305,201305,54,1,2,3,3,3,3,9.32,1e-09,"R11081"
2,201305,201305,54,1,4,2,1,2,3,9.32,1e-09,"R11082"
1,201305,201305,54,1,4,3,3,3,5,9.32,1e-09,"R11083"
2,201305,201305,54,1,3,3,4,4,5,9.32,1e-09,"R11084"
1,201305,201305,54,1,3,3,3,4,5,9.32,1e-09,"R11085"
1,201305,201305,54,1,5,2,3,3,5,9.32,1e-09,"R11086"
2,201305,201305,54,1,4,3,3,3,5,9.32,1e-09,"R11087"
1,201306,201306,59,1,4,4,4,4,5,11.26,0.07,"R11088"
1,201306,201306,57,1,3,3,3,3,5,11.26,0.07,"R11089"
1,201306,201306,57,1,2,3,3,2,4,11.26,0.07,"R11090"
2,201306,201306,57,1,2,4,3,3,2,11.26,0.07,"R11091"
1,201306,201306,57,1,3,3,3,4,5,11.26,0.07,"R11092"
1,201306,201306,59,1,3,3,2,2,4,11.26,0.07,"R11093"
1,201306,201306,59,1,2,3,2,2,5,11.26,0.07,"R11094"
2,201306,201306,59,1,4,4,4,3,5,11.26,0.07,"R11095"
2,201306,201306,54,1,2,3,2,2,3,9.44,0.00100000104749745,"R11096"
1,201306,201306,53,1,3,2,3,3,4,9.44,0.00100000104749745,"R11097"
1,201306,201306,53,1,4,4,4,4,5,9.44,0.00100000104749745,"R11098"
2,201306,201306,54,1,3,4,3,4,5,9.44,0.00100000104749745,"R11099"
1,201306,201306,54,1,3,3,2,4,4,9.44,0.00100000104749745,"R11100"
2,201306,201306,54,1,4,3,4,4,5,9.44,0.00100000104749745,"R11101"
1,201306,201306,53,1,4,4,4,4,5,9.44,0.00100000104749745,"R11102"
2,201306,201306,54,1,2,4,2,2,3,9.44,0.00100000104749745,"R11103"
1,201306,201306,56,1,4,3,3,3,5,9.47,1e-09,"R11104"
2,201306,201306,56,1,4,2,2,2,3,9.47,1e-09,"R11105"
1,201306,201306,57,1,3,5,3,3,4,9.47,1e-09,"R11106"
2,201306,201306,57,1,3,4,3,4,4,9.47,1e-09,"R11107"
2,201306,201306,57,1,5,3,4,4,5,9.47,1e-09,"R11108"
2,201306,201306,56,1,5,1,3,3,2,9.47,1e-09,"R11109"
2,201306,201306,56,1,5,1,2,2,3,9.47,1e-09,"R11110"
2,201306,201306,56,1,5,3,4,3,5,9.47,1e-09,"R11111"
2,201307,201307,78,1,4,3,4,4,4,9.47,1e-09,"R11112"
2,201306,201306,59,1,3,3,2,3,4,14.02,0.13,"R11113"
2,201306,201306,59,1,3,3,3,4,4,14.02,0.13,"R11115"
2,201306,201306,61,1,4,5,4,4,5,14.02,0.13,"R11116"
2,201306,201306,61,1,4,5,4,5,4,14.02,0.13,"R11117"
1,201306,201306,59,1,4,3,3,3,5,14.02,0.13,"R11118"
2,201306,201306,59,1,3,5,4,5,5,14.02,0.13,"R11119"
1,201306,201306,59,1,2,3,3,4,3,14.02,0.13,"R11120"
2,201307,201307,60,1,3,4,4,4,4,13.65,0.14,"R11121"
2,201307,201307,60,1,3,2,3,4,4,13.65,0.14,"R11122"
1,201307,201307,60,1,5,3,3,5,5,13.65,0.14,"R11123"
2,201307,201307,60,1,3,3,4,4,5,13.65,0.14,"R11124"
2,201307,201307,60,1,3,1,2,1,1,13.65,0.14,"R11125"
2,201307,201307,60,1,5,3,3,3,5,13.65,0.14,"R11126"
1,201307,201307,55,1,4,3,3,5,5,13.56,0.12,"R11127"
2,201307,201307,55,1,4,2,2,5,4,13.56,0.12,"R11128"
2,201307,201307,54,1,2,5,3,3,4,13.56,0.12,"R11129"
2,201307,201307,54,1,2,4,4,5,5,13.56,0.12,"R11130"
1,201307,201307,54,1,3,4,3,3,5,13.56,0.12,"R11131"
2,201307,201307,55,1,2,3,2,3,4,13.56,0.12,"R11132"
