"thunder","altDogID","altSireID","altDamID"
5,"R7723","R6720","R5933"
4,"R7725","R6720","R5933"
3,"R7726","R6720","R5933"
5,"R7727","R6720","R5933"
5,"R7728","R6720","R5933"
3,"R7729","R6720","R5933"
2,"R7730","R6718","R5493"
5,"R7731","R6718","R5493"
5,"R7732","R6718","R5493"
4,"R7734","R6718","R5493"
1,"R7735","R6718","R5493"
1,"R7738","R6825","R5612"
1,"R7739","R6825","R5612"
5,"R7740","R6825","R5612"
4,"R7741","R6825","R5612"
5,"R7742","R6825","R5612"
4,"R7743","R6825","R5612"
4,"R7745","R6825","R5612"
5,"R7746","R6825","R5612"
5,"R6655","R15843","R15844"
5,"R7747","R6796","R6630"
2,"R7750","R6796","R6630"
3,"R7751","R6796","R6630"
4,"R7753","R6796","R6630"
5,"R7754","R6796","R6630"
5,"R7755","R6796","R6630"
4,"R7756","R6825","R3638"
2,"R7757","R6825","R3638"
5,"R7759","R6825","R3638"
5,"R7762","R5081","R5895"
4,"R7763","R5081","R5895"
5,"R7766","R5081","R5895"
5,"R7767","R5081","R5895"
5,"R7768","R5081","R5895"
4,"R7769","R5081","R5895"
5,"R7771","R6825","R5646"
5,"R7772","R6825","R5646"
5,"R7778","R6267","R4591"
4,"R7779","R6267","R4591"
2,"R7781","R6267","R4591"
5,"R7785","R6267","R4591"
5,"R7790","R6267","R4726"
5,"R7791","R6267","R4726"
5,"R7792","R6267","R4726"
5,"R7794","R6825","R5613"
5,"R7795","R6825","R5613"
5,"R7796","R6825","R5613"
5,"R7800","R6737","R5644"
5,"R7804","R6718","R5610"
5,"R7805","R6718","R5610"
4,"R7806","R6718","R5610"
5,"R7809","R6718","R5610"
5,"R7810","R6718","R5610"
5,"R7811","R5930","R6719"
3,"R7813","R5930","R6719"
2,"R7814","R5930","R6719"
3,"R7815","R5930","R6719"
1,"R7816","R5930","R6719"
5,"R7819","R5930","R6719"
2,"R7820","R6718","R5938"
1,"R7823","R6718","R5938"
1,"R7828","R6718","R5938"
4,"R7833","R5081","R6398"
5,"R7835","R6825","R7004"
5,"R7836","R6825","R7004"
5,"R7837","R6825","R7004"
5,"R7838","R6825","R7004"
5,"R7840","R6825","R7004"
5,"R7842","R6825","R7004"
5,"R7845","R6825","R5079"
4,"R7846","R6825","R5079"
4,"R7847","R6825","R5079"
5,"R7848","R6825","R5079"
2,"R7849","R6825","R5079"
5,"R7850","R6825","R5079"
5,"R7851","R6825","R5079"
5,"R7852","R6825","R5079"
5,"R7312","R18017","R18017"
5,"R7858","R7084","R6230"
5,"R7859","R7084","R6230"
5,"R7861","R6943","R4881"
5,"R7862","R6943","R4881"
5,"R7866","R6720","R5898"
5,"R7867","R6720","R5898"
5,"R7869","R6720","R5898"
5,"R7870","R6720","R5898"
5,"R7871","R6720","R5898"
3,"R7872","R6720","R5898"
5,"R7873","R5045","R5230"
5,"R7874","R5045","R5230"
5,"R7875","R5045","R5230"
2,"R7876","R5045","R5230"
3,"R7877","R5045","R5230"
5,"R7880","R5045","R5230"
5,"R7882","R6943","R5082"
2,"R7885","R6943","R5082"
2,"R7886","R6943","R5082"
4,"R7889","R6796","R6695"
3,"R7890","R6796","R6695"
5,"R7891","R6796","R6695"
3,"R7892","R6796","R6695"
5,"R7895","R7022","R7119"
5,"R7896","R7022","R7119"
4,"R7897","R7022","R7119"
5,"R7899","R7022","R7119"
2,"R7900","R7022","R7119"
4,"R7901","R7022","R7119"
5,"R7902","R7022","R7119"
2,"R7905","R6943","R6808"
5,"R7906","R6943","R6808"
3,"R7909","R6943","R6808"
1,"R7910","R6825","R7007"
3,"R7911","R6825","R7007"
5,"R7912","R6825","R7007"
5,"R7913","R6825","R7007"
3,"R7914","R6825","R7007"
3,"R7915","R6825","R7007"
5,"R7918","R6825","R7007"
5,"R7919","R6943","R6168"
2,"R7920","R6943","R6168"
5,"R7922","R6943","R6168"
1,"R7926","R6943","R4655"
5,"R7927","R6943","R4655"
5,"R7928","R6943","R4655"
5,"R7929","R7084","R7023"
5,"R7931","R7084","R7023"
5,"R7932","R7084","R7023"
5,"R7933","R7084","R7023"
5,"R7935","R7084","R7023"
5,"R7937","R6718","R6262"
5,"R7938","R6718","R6262"
5,"R7945","R6825","R5812"
4,"R7946","R6825","R5812"
4,"R7950","R6825","R5812"
5,"R7951","R6825","R5812"
5,"R7953","R6718","R5919"
5,"R7957","R6943","R7118"
4,"R7960","R6943","R7118"
5,"R7961","R6943","R7118"
5,"R7962","R6943","R7118"
3,"R7964","R6943","R7118"
5,"R7967","R7084","R6738"
5,"R7969","R7084","R6738"
5,"R7970","R7084","R6738"
5,"R7971","R7084","R6738"
5,"R7973","R7084","R6738"
3,"R7976","R6825","R3732"
3,"R7977","R6825","R3732"
3,"R7978","R6825","R3732"
5,"R7980","R6825","R3732"
5,"R7983","R6825","R6521"
5,"R7985","R6825","R6521"
5,"R7988","R5930","R6845"
5,"R7990","R5930","R6845"
5,"R7991","R5930","R6845"
5,"R7992","R7084","R7058"
3,"R7993","R7084","R7058"
1,"R7994","R7084","R7058"
3,"R7995","R7117","R4440"
1,"R7996","R6718","R4885"
5,"R7997","R6718","R4885"
3,"R7998","R6718","R4885"
5,"R8000","R6718","R4885"
5,"R8004","R6825","R6655"
5,"R8005","R6825","R6655"
5,"R8007","R6825","R6655"
5,"R8009","R6825","R6655"
4,"R8011","R6825","R6728"
5,"R8012","R6825","R6728"
5,"R8016","R6718","R6887"
5,"R8017","R6718","R6887"
5,"R8018","R6718","R6887"
5,"R8019","R6718","R6887"
5,"R8020","R6718","R6887"
4,"R8021","R6718","R6887"
5,"R8022","R6718","R6887"
5,"R8023","R6718","R6609"
3,"R8026","R6718","R6609"
5,"R8027","R6718","R6609"
5,"R8028","R6718","R6609"
3,"R8029","R6718","R6609"
5,"R8033","R5930","R5736"
5,"R8035","R5930","R5736"
5,"R8039","R5930","R5736"
3,"R8040","R15857","R6264"
3,"R8041","R15857","R6264"
1,"R8042","R15857","R6264"
1,"R8043","R15857","R6264"
5,"R8045","R6718","R6555"
5,"R8047","R6718","R6555"
5,"R8048","R6718","R6555"
2,"R8049","R6825","R7186"
5,"R8050","R6825","R7186"
1,"R8052","R6825","R7186"
5,"R8054","R6825","R7186"
5,"R8057","R6825","R7186"
5,"R8058","R6825","R7186"
5,"R8059","R6825","R7186"
5,"R8062","R7065","R7002"
5,"R8063","R7065","R7002"
5,"R8064","R15857","R4846"
5,"R8065","R15857","R4846"
5,"R8067","R15857","R4846"
4,"R8069","R6718","R6229"
5,"R8070","R6718","R6229"
2,"R8071","R6718","R6229"
1,"R8072","R6718","R6229"
5,"R8073","R6718","R6229"
2,"R8074","R6718","R6229"
5,"R8075","R6718","R6229"
3,"R8077","R6718","R6229"
3,"R8078","R6718","R4373"
5,"R8079","R6718","R4373"
5,"R8080","R6718","R4373"
5,"R8082","R7065","R6458"
5,"R8085","R15857","R5933"
5,"R8086","R15857","R5933"
5,"R8087","R15857","R5933"
2,"R8088","R15857","R5933"
5,"R8089","R15857","R5933"
5,"R8090","R15857","R5933"
5,"R8092","R7117","R5814"
5,"R8093","R7117","R5814"
2,"R8095","R7117","R5814"
5,"R8096","R7117","R5814"
5,"R8097","R7117","R5814"
5,"R8098","R7117","R5814"
5,"R8099","R7117","R5814"
5,"R8100","R5081","R6087"
1,"R8101","R5081","R6087"
5,"R8102","R5081","R6087"
5,"R8103","R5081","R6087"
3,"R8106","R5081","R6087"
5,"R8107","R7065","R6630"
2,"R8110","R7065","R6630"
3,"R8111","R7065","R6630"
5,"R8112","R7065","R6630"
5,"R8113","R7065","R6630"
5,"R8114","R7065","R6630"
3,"R8116","R6825","R5493"
5,"R8117","R6825","R5493"
4,"R8121","R7065","R5644"
5,"R8123","R7065","R5644"
5,"R8124","R7065","R5644"
5,"R8125","R7065","R5644"
5,"R8127","R6943","R4591"
2,"R8128","R6943","R4591"
5,"R8131","R6943","R4591"
5,"R8132","R6943","R4591"
2,"R8133","R6943","R4591"
5,"R8135","R7065","R6115"
5,"R8137","R7065","R6115"
5,"R8138","R7065","R6115"
5,"R8126","R7065","R15796"
5,"R8139","R6737","R6719"
5,"R8140","R6737","R6719"
2,"R8141","R6737","R6719"
2,"R8143","R6737","R6719"
5,"R8146","R6737","R6719"
2,"R8147","R6737","R6719"
5,"R8148","R6825","R5827"
5,"R8149","R6825","R5827"
4,"R8150","R6825","R5827"
3,"R8151","R6825","R5827"
5,"R8152","R6825","R5827"
5,"R8153","R6825","R5827"
5,"R8154","R6825","R5827"
2,"R8155","R6718","R5895"
2,"R8157","R6718","R5895"
2,"R8158","R6718","R5895"
4,"R8159","R6718","R5895"
5,"R8160","R6718","R5895"
5,"R8161","R6718","R5895"
4,"R8162","R6943","R7126"
5,"R8164","R6943","R7126"
5,"R8165","R6943","R7126"
4,"R8166","R6943","R7126"
5,"R8167","R6943","R7126"
2,"R8169","R6943","R7126"
5,"R8170","R7065","R4726"
5,"R8171","R7065","R4726"
5,"R8173","R7065","R4726"
3,"R8178","R7084","R7059"
5,"R8180","R7065","R7124"
5,"R8182","R7065","R7124"
5,"R8183","R7065","R7124"
5,"R8184","R7065","R7124"
5,"R8188","R6943","R5230"
3,"R8189","R6943","R5230"
4,"R8190","R6943","R5230"
1,"R8192","R6943","R5230"
5,"R8193","R6943","R5230"
4,"R8194","R6943","R5230"
5,"R8195","R6943","R5230"
4,"R8197","R6943","R7376"
5,"R8198","R6943","R7376"
4,"R8200","R6943","R7376"
4,"R8202","R6943","R7376"
5,"R8203","R6943","R7376"
5,"R8205","R6943","R7376"
5,"R8206","R6737","R7226"
2,"R8207","R6737","R7226"
3,"R8208","R6737","R7226"
5,"R8209","R6737","R7226"
2,"R8210","R6737","R7226"
4,"R8211","R6737","R7226"
4,"R8212","R6737","R7226"
5,"R8214","R7065","R6059"
1,"R8215","R7065","R6059"
3,"R8216","R7065","R6059"
2,"R8218","R7065","R6059"
4,"R8219","R7065","R6059"
5,"R8221","R7065","R6059"
2,"R8222","R7065","R6059"
5,"R8223","R15857","R7119"
5,"R8224","R15857","R7119"
5,"R8225","R15857","R7119"
3,"R8226","R15857","R7119"
4,"R8227","R15857","R7119"
5,"R8228","R15857","R7119"
5,"R8229","R15857","R7119"
5,"R8230","R7173","R5996"
5,"R8231","R7173","R5996"
2,"R8232","R7173","R5996"
5,"R8233","R7173","R5996"
4,"R8235","R7173","R5996"
5,"R8237","R7173","R5996"
1,"R8240","R6737","R6168"
4,"R8241","R6737","R6168"
4,"R8242","R6737","R6168"
2,"R8243","R6737","R6168"
5,"R8244","R6737","R6168"
2,"R8245","R6737","R6168"
2,"R8246","R6737","R6168"
1,"R8248","R15908","R3732"
5,"R8251","R6825","R6379"
5,"R8252","R6825","R6379"
4,"R8254","R6825","R6379"
5,"R8255","R6825","R6379"
4,"R8256","R6825","R6379"
2,"R8258","R6720","R7023"
5,"R8259","R6720","R7023"
1,"R8261","R6720","R7023"
3,"R8263","R6720","R7023"
5,"R8266","R5641","R5429"
2,"R8268","R5641","R5429"
5,"R8269","R5641","R5429"
5,"R8272","R5641","R5429"
5,"R8276","R15857","R5082"
3,"R8277","R15857","R5082"
5,"R8279","R15908","R5898"
5,"R8280","R15908","R5898"
2,"R8282","R15908","R5898"
2,"R8283","R15908","R5898"
2,"R8285","R15908","R5898"
5,"R8290","R6737","R5613"
5,"R8291","R6737","R5613"
5,"R8294","R6737","R5613"
5,"R8296","R7173","R7118"
1,"R8297","R7173","R7118"
2,"R8299","R7173","R7118"
2,"R8300","R7173","R7118"
4,"R8304","R7173","R7118"
4,"R8305","R7173","R7118"
5,"R8306","R7173","R7118"
5,"R8307","R7173","R7118"
4,"R8308","R7065","R6655"
3,"R8311","R7065","R6655"
2,"R8313","R7065","R6655"
5,"R8315","R7065","R6655"
5,"R8316","R7065","R6655"
4,"R8317","R7065","R6655"
5,"R8318","R6825","R7290"
5,"R8323","R6825","R7290"
5,"R8326","R6825","R7290"
5,"R8329","R15875","R7007"
5,"R8330","R15875","R7007"
5,"R8331","R15875","R7007"
5,"R8332","R15875","R7007"
5,"R8333","R15875","R7007"
5,"R8335","R15875","R7007"
5,"R8338","R6737","R6521"
5,"R8339","R6737","R6521"
5,"R8340","R6737","R6521"
3,"R8342","R6737","R6521"
3,"R8345","R6825","R7406"
5,"R8348","R6825","R7406"
5,"R8349","R6718","R7469"
4,"R8352","R6718","R7469"
5,"R8355","R6718","R7469"
5,"R8356","R6718","R7469"
5,"R8357","R6718","R5646"
5,"R8358","R6718","R5646"
4,"R8360","R6718","R5646"
4,"R8362","R6718","R5646"
5,"R15926","R6825","R15915"
5,"R8363","R15857","R7288"
5,"R8365","R15857","R7288"
5,"R8368","R15857","R7288"
5,"R8373","R6267","R5386"
2,"R8377","R6267","R5386"
3,"R8378","R6267","R5386"
5,"R8381","R6267","R5386"
5,"R8385","R6825","R7127"
5,"R8386","R6825","R7127"
5,"R8387","R6825","R7127"
5,"R8388","R6825","R7127"
5,"R8390","R6737","R4440"
5,"R8392","R6737","R4440"
3,"R8393","R6737","R4440"
2,"R8395","R6737","R4440"
5,"R8397","R6737","R4440"
5,"R8398","R6737","R4440"
3,"R8399","R6737","R4440"
5,"R8400","R15755","R7440"
4,"R8402","R15755","R7440"
5,"R8404","R15755","R7440"
5,"R8405","R15755","R7440"
5,"R8407","R6718","R7058"
2,"R8408","R6718","R7058"
5,"R8409","R6718","R7058"
5,"R8410","R6718","R7058"
4,"R8412","R6718","R7058"
2,"R8413","R7514","R6942"
5,"R8415","R7514","R6942"
1,"R8416","R7514","R6942"
5,"R8417","R7514","R6942"
2,"R8418","R7514","R6942"
5,"R8419","R7514","R6942"
5,"R8420","R6720","R7317"
5,"R8421","R6720","R7317"
5,"R8425","R15918","R6264"
5,"R8426","R15918","R6264"
5,"R8427","R6267","R6398"
3,"R8429","R6267","R6398"
4,"R8431","R6267","R6398"
2,"R8433","R7065","R6738"
5,"R8435","R7065","R6738"
4,"R8437","R7065","R6738"
4,"R8438","R7065","R6738"
5,"R8439","R7065","R6738"
5,"R8440","R7065","R6738"
5,"R8441","R7065","R6738"
5,"R8446","R6718","R6887"
5,"R8447","R6718","R6887"
5,"R8449","R6718","R6887"
2,"R8455","R6720","R6262"
5,"R8456","R6720","R6262"
5,"R8459","R6720","R6262"
5,"R8461","R7065","R7647"
1,"R8462","R7065","R7647"
5,"R8464","R7065","R7647"
5,"R8469","R7173","R5612"
5,"R8470","R7173","R5612"
5,"R8474","R7173","R5612"
5,"R8476","R7065","R7338"
5,"R8477","R7065","R7338"
3,"R8478","R7065","R7338"
5,"R8481","R7065","R7338"
5,"R8482","R7065","R7338"
5,"R8483","R6720","R4574"
3,"R8484","R6720","R4574"
5,"R8485","R6720","R4574"
5,"R8486","R6720","R4574"
5,"R8487","R6720","R4574"
2,"R8488","R6720","R4574"
5,"R8489","R6720","R4574"
3,"R8490","R7173","R7301"
5,"R8491","R7173","R7301"
5,"R8494","R7189","R7541"
5,"R8495","R7189","R7541"
5,"R8496","R7189","R7541"
5,"R8497","R7189","R7541"
5,"R8500","R7189","R7541"
5,"R8501","R7189","R7541"
5,"R8502","R7189","R7541"
4,"R8503","R7189","R7541"
5,"R8506","R7173","R7454"
5,"R8507","R7173","R7454"
5,"R8508","R7173","R7454"
5,"R8509","R7173","R7454"
4,"R8510","R7173","R7454"
5,"R8513","R7173","R7454"
4,"R8516","R7742","R7126"
2,"R8517","R7742","R7126"
5,"R8518","R7742","R7126"
5,"R8521","R7173","R6609"
2,"R8522","R7173","R6609"
4,"R8523","R7173","R6609"
5,"R8525","R7173","R6609"
5,"R8527","R7173","R6609"
4,"R8528","R7173","R6609"
4,"R8531","R7173","R7376"
5,"R8532","R7173","R7376"
5,"R8534","R7173","R7376"
5,"R8536","R7741","R6728"
5,"R8537","R7741","R6728"
5,"R8538","R7741","R6728"
5,"R8539","R7741","R6728"
5,"R8540","R7173","R6379"
5,"R8541","R7173","R6379"
5,"R8542","R7173","R6379"
3,"R8543","R7173","R6379"
5,"R8546","R7630","R5736"
3,"R8547","R7630","R5736"
5,"R8548","R7630","R5736"
5,"R8551","R7630","R5736"
5,"R8552","R7630","R5736"
5,"R8553","R7630","R5736"
5,"R8554","R7630","R5736"
5,"R8555","R7742","R7119"
5,"R8557","R7742","R7119"
5,"R8558","R7742","R7119"
5,"R8559","R7742","R7119"
5,"R8560","R7742","R7119"
5,"R8561","R7742","R7119"
5,"R8562","R7742","R7119"
5,"R8563","R6737","R7442"
5,"R8564","R6737","R7442"
4,"R8565","R6737","R7442"
2,"R8568","R6737","R7442"
5,"R8569","R6737","R7442"
3,"R8570","R6737","R7442"
5,"R8571","R6737","R7442"
5,"R8572","R15872","R6168"
5,"R8573","R15872","R6168"
5,"R8574","R15872","R6168"
5,"R8575","R15872","R6168"
5,"R8577","R15872","R6168"
5,"R8578","R15872","R6168"
5,"R8579","R6737","R7683"
5,"R8580","R6737","R7683"
5,"R8581","R6737","R7683"
2,"R8582","R6737","R7683"
5,"R8583","R6737","R7683"
2,"R8584","R6737","R7683"
5,"R8586","R6737","R7683"
5,"R8587","R7630","R6808"
4,"R8589","R7630","R6808"
5,"R8590","R7630","R6808"
5,"R8591","R7630","R6808"
5,"R8592","R7630","R6808"
5,"R8593","R7630","R6808"
5,"R8594","R7742","R7378"
5,"R8595","R7742","R7378"
4,"R8596","R7742","R7378"
3,"R8599","R7742","R7378"
5,"R8600","R7742","R7378"
5,"R8601","R7742","R7378"
5,"R8603","R7742","R7378"
5,"R8604","R7742","R7378"
5,"R8605","R7065","R5933"
3,"R8606","R7065","R5933"
5,"R8607","R7065","R5933"
5,"R8608","R7065","R5933"
5,"R8609","R7065","R5933"
5,"R8613","R7742","R5898"
5,"R8614","R7742","R5898"
5,"R8615","R7742","R5898"
3,"R8617","R7742","R5898"
5,"R8618","R7742","R5898"
4,"R8619","R7742","R5898"
4,"R8621","R7741","R7290"
5,"R8622","R7741","R7290"
5,"R8623","R7741","R7290"
5,"R8624","R7741","R7290"
5,"R8626","R7741","R7290"
5,"R8627","R7741","R7290"
5,"R8628","R7741","R7290"
5,"R8629","R7741","R7290"
5,"R8630","R7741","R7290"
1,"R8632","R7741","R7290"
4,"R8633","R7459","R7484"
5,"R8634","R7459","R7484"
5,"R8635","R7459","R7484"
5,"R8637","R7459","R7484"
4,"R8639","R7657","R7439"
2,"R8640","R7657","R7439"
3,"R8641","R7657","R7439"
5,"R8642","R7657","R7439"
3,"R8643","R7657","R7439"
3,"R8644","R7657","R7439"
5,"R8645","R7657","R7439"
5,"R8647","R7741","R7002"
5,"R8648","R7741","R7002"
4,"R8650","R7741","R7002"
5,"R8651","R7741","R7002"
4,"R8652","R6737","R7769"
1,"R8654","R6737","R7769"
2,"R8655","R6737","R7769"
4,"R8656","R6737","R7769"
1,"R8658","R6737","R7769"
4,"R8659","R6737","R7769"
5,"R8660","R6737","R7769"
1,"R8661","R6737","R7769"
3,"R8662","R6720","R7469"
2,"R8663","R6720","R7469"
3,"R8664","R6720","R7469"
3,"R8666","R6720","R7469"
2,"R8668","R6720","R7469"
3,"R8670","R6737","R7023"
5,"R8671","R6737","R7023"
5,"R8672","R6737","R7023"
5,"R8674","R6737","R7023"
2,"R8675","R6737","R7023"
5,"R8676","R6737","R7023"
5,"R8677","R6737","R7023"
2,"R8678","R6737","R7023"
5,"R8680","R7688","R7669"
5,"R8682","R7688","R7669"
5,"R8683","R7688","R7669"
2,"R8684","R7688","R7669"
5,"R8687","R7742","R5938"
2,"R8688","R7742","R5938"
2,"R8689","R7742","R5938"
5,"R8690","R7742","R5938"
5,"R8691","R7742","R5938"
5,"R8692","R7742","R5938"
5,"R8695","R7644","R5996"
5,"R8696","R7644","R5996"
5,"R8697","R7644","R5996"
5,"R8698","R7644","R5996"
5,"R8699","R7644","R5996"
5,"R8700","R7644","R5996"
5,"R8701","R6720","R7614"
3,"R8702","R6720","R7614"
3,"R8703","R6720","R7614"
5,"R8705","R6720","R7614"
4,"R8707","R7688","R5079"
5,"R8708","R7688","R5079"
5,"R8709","R7688","R5079"
5,"R8710","R7688","R5079"
5,"R8711","R7688","R5079"
5,"R8712","R7688","R5079"
2,"R8714","R6720","R5613"
3,"R8715","R6720","R5613"
5,"R8717","R6720","R5613"
5,"R8719","R6720","R5613"
1,"R8720","R6720","R5613"
5,"R8722","R7742","R6695"
3,"R8724","R7742","R6695"
5,"R8725","R7742","R6695"
2,"R8726","R7741","R6264"
5,"R8727","R7741","R6264"
3,"R8729","R7741","R6264"
5,"R8731","R7741","R6264"
5,"R8732","R7741","R7058"
5,"R8734","R7741","R7058"
2,"R8736","R7741","R7058"
5,"R8738","R7741","R7058"
3,"R8739","R7962","R6630"
5,"R8741","R7962","R6630"
5,"R8743","R7962","R6630"
5,"R8744","R7962","R6630"
5,"R8745","R7962","R6630"
1,"R8747","R7741","R7768"
5,"R8750","R7741","R7768"
2,"R8752","R7741","R7768"
1,"R8753","R7741","R7768"
5,"R8755","R7741","R7768"
2,"R8758","R7962","R6655"
4,"R8759","R7962","R6655"
5,"R8760","R7962","R6655"
3,"R8761","R7962","R6655"
5,"R8762","R7962","R6655"
5,"R8763","R7962","R6655"
2,"R8766","R7962","R7186"
5,"R8768","R7962","R7186"
5,"R8769","R7962","R7186"
3,"R8772","R7962","R7186"
5,"R8773","R7962","R7186"
5,"R8775","R7117","R6887"
2,"R8776","R7117","R6887"
5,"R8780","R7117","R6887"
5,"R8781","R7117","R6887"
5,"R8782","R7117","R6887"
5,"R8783","R7117","R6887"
5,"R8784","R7688","R6059"
3,"R8787","R7688","R6059"
2,"R8789","R7688","R6059"
3,"R8790","R7688","R6059"
1,"R8794","R6720","R7778"
4,"R8795","R6720","R7778"
1,"R8796","R6720","R7778"
4,"R8797","R6720","R7778"
4,"R8798","R7741","R7124"
5,"R8799","R7741","R7124"
2,"R8800","R7741","R7124"
5,"R8801","R7741","R7124"
5,"R8802","R7741","R7124"
5,"R8807","R6943","R7804"
3,"R8808","R6943","R7804"
5,"R8810","R6943","R7804"
5,"R8811","R6943","R7804"
3,"R8813","R7117","R7701"
4,"R8815","R7117","R7701"
5,"R8816","R7117","R7701"
4,"R8818","R7117","R7701"
5,"R8821","R6720","R7846"
4,"R8822","R6720","R7846"
5,"R8823","R6720","R7846"
5,"R8826","R7741","R5895"
5,"R8827","R7741","R5895"
5,"R8829","R7741","R5895"
5,"R8831","R7741","R5895"
5,"R8832","R7741","R5895"
5,"R8833","R7741","R5895"
5,"R8834","R7742","R7499"
1,"R8836","R7742","R7499"
5,"R8838","R7742","R7499"
5,"R8840","R7742","R7499"
1,"R8841","R7742","R7499"
5,"R8842","R16037","R7119"
4,"R8843","R16037","R7119"
5,"R8844","R16037","R7119"
3,"R8845","R16037","R7119"
5,"R8847","R16037","R7119"
5,"R8848","R16037","R7119"
4,"R8849","R16037","R7119"
5,"R8850","R7742","R7059"
3,"R8851","R7742","R7059"
5,"R8852","R7742","R7059"
5,"R8853","R7742","R7059"
5,"R8854","R7742","R7059"
5,"R8855","R7742","R7059"
5,"R8857","R7934","R7836"
5,"R8858","R7934","R7836"
3,"R8859","R7934","R7836"
5,"R8860","R7934","R7836"
5,"R8861","R7934","R7836"
5,"R8862","R7934","R7836"
4,"R8865","R7117","R7763"
3,"R8866","R7117","R7763"
5,"R8867","R7117","R7763"
5,"R8869","R7742","R6458"
5,"R8872","R7742","R6458"
4,"R8875","R7962","R6719"
3,"R8876","R7962","R6719"
5,"R8877","R7962","R6719"
5,"R8879","R7962","R6719"
5,"R8880","R7962","R6719"
5,"R8881","R7962","R6719"
2,"R8884","R7980","R7226"
4,"R8885","R7980","R7226"
5,"R8887","R7980","R7226"
5,"R16102","R16099","R17005"
5,"R8888","R6720","R6942"
2,"R8889","R6720","R6942"
5,"R8890","R6720","R6942"
5,"R8893","R6720","R6942"
5,"R8894","R6720","R6942"
5,"R8895","R7741","R7007"
5,"R8896","R7741","R7007"
5,"R8898","R7741","R7007"
5,"R8899","R7741","R7007"
4,"R8900","R7741","R7007"
5,"R8901","R7741","R7007"
5,"R8902","R7741","R7007"
5,"R8903","R7688","R7844"
5,"R8904","R7688","R7844"
5,"R8905","R7688","R7844"
4,"R8906","R7688","R7844"
4,"R8908","R6720","R7378"
5,"R8910","R6720","R7378"
4,"R8911","R6720","R7378"
5,"R8912","R6720","R7378"
5,"R8916","R6825","R7647"
4,"R8917","R6825","R7647"
5,"R8919","R6825","R7647"
2,"R8921","R6825","R7647"
5,"R8922","R6825","R7647"
5,"R8923","R6825","R7647"
5,"R8926","R8126","R7918"
5,"R8927","R8126","R7918"
5,"R8928","R8126","R7918"
5,"R8929","R8126","R7918"
5,"R8931","R8126","R7918"
1,"R8932","R8126","R7918"
5,"R8933","R8126","R7918"
5,"R8935","R7117","R7927"
5,"R8936","R7117","R7927"
5,"R8937","R7117","R7927"
5,"R8938","R7117","R7927"
5,"R8939","R7117","R7927"
4,"R8940","R7117","R7927"
2,"R8941","R7117","R7927"
5,"R8942","R7117","R7927"
5,"R8943","R7741","R7127"
5,"R8944","R7741","R7127"
5,"R8945","R7741","R7469"
5,"R8946","R7741","R7469"
5,"R8947","R7741","R7469"
5,"R8948","R7741","R7469"
5,"R8950","R7741","R7469"
5,"R8951","R7688","R7910"
5,"R8952","R7688","R7910"
5,"R8953","R7688","R7910"
5,"R8954","R7688","R7910"
5,"R8955","R7688","R7910"
4,"R8957","R7688","R7910"
5,"R8958","R7688","R7910"
3,"R8959","R7980","R6609"
5,"R8960","R6825","R7440"
5,"R8961","R6825","R7440"
5,"R8962","R6825","R7440"
5,"R8964","R6825","R7440"
5,"R8965","R6825","R7440"
5,"R8966","R6825","R7440"
5,"R8967","R6825","R7440"
5,"R8970","R6720","R7488"
5,"R8971","R6720","R7488"
3,"R8973","R6720","R7488"
5,"R8974","R8126","R7768"
5,"R8975","R8126","R7768"
3,"R8976","R8126","R7768"
5,"R8977","R8126","R7768"
4,"R8978","R8126","R7768"
1,"R8979","R8126","R7768"
5,"R8980","R8126","R7768"
5,"R8981","R8126","R7768"
3,"R8982","R7117","R7731"
5,"R8984","R7117","R7731"
5,"R8985","R7117","R7731"
5,"R8986","R7117","R7731"
2,"R8987","R7117","R7731"
3,"R8988","R7117","R7731"
5,"R8990","R7741","R6264"
5,"R8992","R7741","R6264"
5,"R8993","R6720","R7376"
5,"R8995","R7688","R7058"
5,"R8996","R7688","R7058"
5,"R8997","R7688","R7058"
5,"R8998","R7688","R7058"
5,"R9000","R7915","R5612"
5,"R9001","R7915","R5612"
2,"R9004","R7915","R5612"
5,"R9006","R7741","R6059"
5,"R9007","R7741","R6059"
3,"R9008","R7741","R6059"
5,"R9009","R7741","R6059"
5,"R9011","R7741","R6059"
5,"R9013","R7741","R6059"
5,"R9014","R16037","R7846"
5,"R9015","R16037","R7846"
5,"R9016","R16037","R7846"
5,"R9017","R16037","R7846"
5,"R9018","R16037","R7846"
5,"R9019","R16037","R7846"
5,"R9020","R7065","R7960"
5,"R9021","R7065","R7960"
5,"R9022","R7065","R7960"
2,"R9023","R7065","R7960"
2,"R9027","R6720","R7186"
5,"R9028","R6720","R7186"
5,"R9029","R6720","R7186"
3,"R9030","R6720","R7186"
2,"R9032","R6720","R7186"
5,"R9033","R7741","R5079"
5,"R9035","R7741","R5079"
5,"R9036","R7741","R5079"
2,"R9037","R7741","R5079"
2,"R9038","R7741","R5079"
5,"R9039","R7741","R5079"
5,"R9042","R6720","R7992"
5,"R9043","R6720","R7992"
5,"R9045","R6720","R7992"
5,"R9046","R6720","R7992"
5,"R9048","R6720","R7992"
5,"R9049","R7741","R5933"
5,"R9051","R7741","R5933"
5,"R9052","R7741","R5933"
5,"R9053","R7741","R5933"
5,"R9054","R7741","R5933"
