"thunder","altDogID","altSireID","altDamID"
5,"R12651","R11565","R10743"
5,"R12652","R11565","R10743"
5,"R12653","R11565","R10743"
5,"R12654","R11565","R10743"
5,"R12655","R11565","R10743"
5,"R12656","R11565","R10743"
5,"R12657","R11565","R10743"
5,"R12660","R11222","R11727"
5,"R12661","R11222","R11727"
5,"R12662","R11222","R11727"
5,"R12663","R11222","R11727"
5,"R12665","R11962","R11126"
5,"R12666","R11962","R11126"
5,"R12667","R11962","R11126"
5,"R12669","R11962","R11126"
5,"R12670","R11962","R11745"
5,"R12671","R11962","R11745"
5,"R12672","R11962","R11745"
5,"R12673","R11962","R11745"
5,"R12674","R11962","R11745"
5,"R12675","R11962","R11745"
5,"R12676","R11471","R10645"
5,"R12677","R11471","R10645"
5,"R12678","R11471","R10645"
5,"R12679","R11471","R10645"
5,"R12680","R10332","R10985"
5,"R12681","R10332","R10985"
5,"R12682","R10332","R10985"
5,"R12685","R10332","R10985"
5,"R12686","R10332","R10985"
5,"R12687","R10332","R10985"
5,"R12688","R11222","R11713"
5,"R12689","R11222","R11713"
5,"R12691","R11222","R11713"
5,"R12693","R10976","R10928"
5,"R12695","R10976","R10928"
5,"R12696","R10976","R10928"
4,"R12697","R10976","R10928"
5,"R12698","R10976","R10928"
5,"R12699","R10976","R10928"
5,"R12700","R10976","R10928"
5,"R12702","R11962","R10435"
5,"R12703","R11962","R10435"
5,"R12704","R11962","R10435"
5,"R12705","R11962","R10435"
5,"R12706","R11222","R11080"
5,"R12707","R11222","R11080"
5,"R12708","R11222","R11080"
5,"R12711","R11823","R11282"
5,"R12712","R11823","R11282"
5,"R12713","R11823","R11282"
5,"R12715","R11823","R11282"
5,"R12716","R11823","R11282"
3,"R12718","R11823","R11282"
5,"R12719","R11823","R11282"
5,"R12720","R11823","R11282"
5,"R12732","R11750","R11162"
5,"R12734","R11750","R11162"
5,"R12735","R11750","R11162"
5,"R12736","R11750","R11162"
5,"R12737","R11918","R11446"
5,"R12739","R11918","R11446"
5,"R12740","R11918","R11446"
5,"R12742","R10469","R10973"
5,"R12743","R10469","R10973"
5,"R12744","R10469","R10973"
5,"R12746","R10469","R10973"
5,"R12747","R10469","R10973"
5,"R12748","R10469","R10973"
4,"R12749","R10469","R10973"
5,"R12750","R11750","R11235"
5,"R12751","R11750","R11235"
5,"R12752","R11750","R11235"
4,"R12754","R11750","R11235"
5,"R12755","R11750","R11235"
5,"R12757","R11962","R11341"
4,"R12758","R11962","R11341"
5,"R12759","R11962","R11341"
3,"R12760","R11962","R11341"
5,"R12763","R11962","R11341"
5,"R12032","R17721","R17722"
5,"R12765","R11471","R11988"
5,"R12766","R11471","R11988"
3,"R12767","R11471","R11988"
5,"R12768","R11471","R11988"
5,"R12769","R10944","R11428"
4,"R12770","R10944","R11428"
5,"R12771","R10944","R11428"
5,"R12772","R10944","R11428"
4,"R12773","R10944","R11428"
5,"R12774","R11929","R10977"
5,"R12775","R11929","R10977"
5,"R12776","R11929","R10977"
5,"R12777","R11929","R10977"
5,"R12778","R11929","R10977"
5,"R12779","R11929","R10977"
5,"R12780","R11929","R10977"
3,"R12781","R11929","R10977"
5,"R12783","R10998","R10988"
5,"R12784","R10998","R10988"
5,"R12788","R10998","R10988"
5,"R12798","R12000","R11006"
5,"R12800","R12000","R11006"
5,"R12801","R12000","R11006"
5,"R12803","R12000","R11006"
5,"R12804","R12000","R11006"
5,"R12807","R12000","R11006"
5,"R12809","R11471","R11236"
5,"R12810","R11471","R11236"
5,"R12811","R11962","R11884"
5,"R12812","R11962","R11884"
5,"R12814","R11962","R11884"
5,"R12815","R11962","R11884"
5,"R12816","R11962","R11884"
5,"R12817","R11962","R11884"
5,"R12819","R11962","R11884"
5,"R12821","R11471","R11934"
5,"R12824","R11471","R11934"
5,"R12825","R11471","R11934"
5,"R12040","R17750","R16744"
4,"R12826","R12000","R10925"
5,"R12828","R12000","R10925"
5,"R12829","R12000","R10925"
5,"R12830","R12000","R10925"
5,"R12831","R12000","R10925"
5,"R12832","R12000","R10925"
5,"R12833","R12036","R11472"
5,"R12834","R12036","R11472"
5,"R12835","R12036","R11472"
5,"R12836","R12036","R11472"
5,"R12837","R12000","R12115"
5,"R12838","R12000","R12115"
5,"R12839","R12000","R12115"
5,"R12841","R12000","R12115"
5,"R12842","R12000","R12115"
5,"R12843","R12000","R12115"
5,"R12845","R12036","R10513"
5,"R12846","R12118","R11475"
5,"R12849","R12118","R11475"
1,"R12850","R12118","R11475"
5,"R12851","R12118","R11475"
5,"R12852","R12118","R11475"
5,"R12853","R12118","R11475"
5,"R12854","R12118","R11475"
5,"R12855","R11723","R12035"
5,"R12858","R11723","R12035"
5,"R12859","R12036","R10699"
5,"R12860","R12036","R10699"
5,"R12861","R12036","R10699"
5,"R12862","R12036","R10699"
5,"R12864","R12036","R10699"
5,"R12865","R12000","R10680"
5,"R12870","R12000","R10680"
5,"R12871","R12000","R10680"
5,"R12873","R11882","R11380"
5,"R12875","R11882","R11380"
5,"R12877","R11882","R11380"
5,"R12878","R11750","R11931"
5,"R12879","R11750","R11931"
5,"R12880","R11750","R11931"
5,"R12881","R11750","R11931"
5,"R12882","R11750","R11931"
5,"R12883","R11750","R11931"
5,"R12884","R11750","R11931"
5,"R12885","R11750","R11931"
5,"R12886","R11750","R11931"
5,"R12887","R10332","R10491"
5,"R12888","R10332","R10491"
5,"R12890","R10332","R10491"
5,"R12892","R11823","R11347"
5,"R12895","R11823","R11347"
5,"R12896","R11823","R11347"
5,"R12897","R11882","R10492"
5,"R12898","R11882","R10492"
5,"R12899","R11882","R10492"
5,"R12900","R11882","R10492"
5,"R12901","R11882","R10492"
5,"R12903","R11882","R10581"
5,"R12904","R11882","R10581"
5,"R12905","R11882","R10581"
5,"R12906","R11882","R10581"
5,"R12908","R11882","R10581"
5,"R17778","R17779","R17780"
5,"R12909","R11471","R11209"
5,"R12910","R11471","R11209"
5,"R12912","R11471","R11209"
5,"R12917","R11471","R11209"
5,"R12919","R11962","R11580"
5,"R12920","R11962","R11580"
5,"R12921","R11962","R11580"
5,"R12922","R11962","R11580"
5,"R12923","R11962","R11580"
5,"R12926","R12126","R12034"
5,"R12927","R12126","R12034"
5,"R12930","R12126","R12034"
5,"R12931","R12126","R12034"
5,"R12932","R12126","R12034"
5,"R12933","R12126","R12034"
5,"R12934","R12126","R12034"
5,"R12935","R12126","R12034"
3,"R12937","R12040","R11486"
5,"R12939","R12040","R11486"
5,"R12940","R12040","R11486"
5,"R12941","R12040","R11486"
4,"R12942","R12040","R11486"
2,"R12944","R12040","R11486"
5,"R12945","R12082","R10734"
5,"R12946","R12082","R10734"
5,"R12947","R12082","R10734"
5,"R12949","R12082","R10734"
5,"R12950","R12082","R10734"
5,"R12951","R12082","R10734"
5,"R12952","R12082","R10734"
5,"R12954","R12126","R11676"
4,"R12955","R12126","R11676"
5,"R12957","R12126","R11676"
5,"R12958","R12126","R11676"
5,"R12959","R12126","R11676"
5,"R12960","R10976","R11487"
5,"R12961","R10976","R11487"
5,"R12962","R10976","R11487"
5,"R12964","R10976","R11487"
5,"R12965","R10976","R11487"
5,"R12966","R10976","R11487"
5,"R12968","R12170","R11727"
5,"R12969","R12170","R11727"
5,"R12971","R12170","R11727"
4,"R12972","R12170","R11727"
5,"R12973","R12170","R11727"
5,"R12974","R11882","R11959"
5,"R12975","R11882","R11959"
4,"R12976","R11882","R11959"
5,"R12977","R11882","R11959"
5,"R12980","R11882","R11959"
5,"R12981","R11882","R11959"
5,"R12983","R11882","R11959"
5,"R12985","R11962","R10136"
5,"R12986","R11962","R10136"
5,"R12987","R11962","R10136"
5,"R12988","R11962","R10136"
4,"R12989","R11962","R10136"
5,"R12990","R11962","R10136"
5,"R12991","R11962","R10136"
5,"R12992","R12000","R12123"
4,"R12994","R12000","R12123"
5,"R12995","R12000","R12123"
5,"R12999","R10998","R10985"
5,"R13000","R10998","R10985"
5,"R13001","R10998","R10985"
5,"R13002","R10998","R10985"
5,"R13003","R10998","R10985"
5,"R13004","R10998","R10985"
5,"R13006","R10998","R10985"
5,"R13007","R12170","R11711"
3,"R13010","R12170","R11711"
5,"R13012","R12170","R11711"
5,"R13013","R12170","R11711"
5,"R13016","R17778","R12019"
5,"R13017","R17778","R12019"
5,"R13018","R17778","R12019"
4,"R13019","R17778","R12019"
4,"R13020","R17778","R12019"
5,"R13021","R17778","R12019"
5,"R13022","R11882","R12032"
5,"R13023","R11882","R12032"
5,"R13025","R11882","R12032"
5,"R13026","R11723","R11993"
5,"R13027","R11723","R11993"
5,"R13028","R11723","R11993"
5,"R13029","R11723","R11993"
5,"R13030","R11723","R11993"
5,"R13031","R11723","R11993"
4,"R13034","R17778","R11745"
5,"R13035","R17778","R11745"
5,"R13036","R17778","R11745"
5,"R13037","R17778","R11745"
5,"R13038","R17778","R11745"
5,"R13040","R17778","R11745"
5,"R13041","R17778","R11745"
5,"R13042","R11962","R11243"
5,"R13043","R11962","R11243"
5,"R13044","R11962","R11243"
5,"R13045","R11962","R11243"
5,"R13046","R12188","R10743"
5,"R13047","R12188","R10743"
5,"R13048","R12188","R10743"
5,"R13050","R12188","R10743"
5,"R13051","R12170","R10977"
4,"R13052","R12170","R10977"
5,"R13053","R12170","R10977"
5,"R13054","R12170","R10977"
5,"R13055","R12170","R10977"
5,"R13057","R12170","R10977"
4,"R13058","R12170","R10977"
5,"R13059","R12281","R12180"
5,"R13060","R12281","R12180"
5,"R13061","R11962","R12069"
5,"R13062","R11962","R12069"
4,"R13063","R11962","R12069"
5,"R13064","R11962","R12069"
5,"R13066","R10998","R12095"
5,"R13069","R10998","R12095"
5,"R13071","R10998","R12095"
5,"R13072","R12126","R11934"
4,"R13073","R12126","R11934"
4,"R13074","R12126","R11934"
5,"R13075","R12126","R11934"
5,"R13076","R12126","R11934"
5,"R13077","R12126","R11934"
5,"R13078","R12228","R11107"
5,"R13080","R12228","R11107"
5,"R13081","R12228","R11107"
5,"R13082","R12228","R11107"
5,"R13087","R12152","R11988"
5,"R13088","R12152","R11988"
5,"R13089","R12152","R11988"
5,"R13090","R12152","R11988"
5,"R13091","R12152","R11988"
5,"R13092","R12152","R11988"
5,"R13093","R11823","R11006"
5,"R13094","R11823","R11006"
5,"R13095","R11823","R11006"
5,"R13098","R11823","R11006"
5,"R13099","R11823","R11006"
5,"R13100","R11823","R11006"
5,"R13107","R12228","R11428"
5,"R13108","R12228","R11428"
5,"R13101","R12036","R10531"
5,"R13102","R12036","R10531"
4,"R13103","R12036","R10531"
5,"R13104","R12036","R10531"
5,"R13105","R12036","R10531"
5,"R13109","R12420","R12035"
5,"R13110","R12420","R12035"
5,"R13111","R12420","R12035"
5,"R13112","R12420","R12035"
5,"R13113","R12420","R12035"
5,"R13114","R12420","R12035"
5,"R13117","R12188","R11189"
5,"R13118","R12188","R11189"
4,"R13119","R12188","R11189"
5,"R13120","R12188","R11189"
5,"R13121","R12188","R11189"
5,"R13122","R12188","R11189"
5,"R13123","R12188","R11189"
5,"R13125","R11962","R11154"
5,"R13126","R11962","R11154"
5,"R13127","R11962","R11154"
5,"R13129","R11962","R11154"
5,"R13131","R12228","R11475"
5,"R13132","R12228","R11475"
5,"R13134","R12228","R11475"
5,"R13135","R12228","R11475"
5,"R13144","R12420","R12079"
5,"R13145","R12420","R12079"
5,"R13136","R11565","R10973"
5,"R13139","R11565","R10973"
5,"R13140","R11565","R10973"
5,"R13142","R11565","R10973"
5,"R13152","R11565","R11472"
5,"R13153","R11565","R11472"
5,"R13155","R11565","R11472"
5,"R13156","R11565","R11472"
5,"R13157","R12036","R10751"
5,"R13158","R12036","R10751"
5,"R13161","R12036","R10751"
4,"R13162","R12036","R10751"
5,"R13163","R12036","R10751"
5,"R13164","R12036","R10751"
5,"R13166","R12228","R12377"
2,"R13167","R12228","R12377"
2,"R13242","R11234","R12186"
2,"R13345","R11823","R12032"
5,"R11670","R16808","R17431"
3,"R13417","R17778","R12350"
3,"R13494","R12760","R11380"
3,"R13557","R12228","R12235"
3,"R13572","R12625","R12034"
3,"R13625","R11823","R12519"
3,"R13691","R12816","R12447"
3,"R13774","R12625","R12032"
3,"R13839","R12760","R11934"
2,"R14064","R13100","R12123"
