"hipsofa","altDogID","altSireID","altDamID"
7,"R2477","R1702","R1693"
NA,"R4583","R2534","R2489"
7,"R3763","R2474","R2476"
6,"R2340","R449","R1067"
6,"R889","R258","R226"
6,"R890","R258","R226"
6,"R5165","R2534","R4265"
NA,"R5250","R4174","R3147"
6,"R339","R14568","R209"
NA,"R2213","R449","R97"
7,"R3312","R1178","R1958"
NA,"R1782","R14711","R216"
2,"R1640","R14702","R248"
7,"R891","R258","R226"
NA,"R5381","R2553","R2735"
NA,"R753","R14568","R215"
NA,"R5382","R2553","R2735"
7,"R1468","R165","R648"
NA,"R4157","R3148","R1498"
6,"R340","R14568","R209"
6,"R3764","R2474","R2476"
NA,"R4449","R3310","R1444"
3,"R1641","R14702","R248"
7,"R2779","R1831","R226"
7,"R3900","R1702","R1612"
7,"R3066","R1943","R2058"
7,"R1025","R14561","R222"
6,"R2478","R1702","R1693"
4,"R4450","R3310","R1444"
7,"R1469","R165","R648"
6,"R341","R14568","R209"
6,"R4584","R2534","R2489"
7,"R3450","R2079","R2378"
7,"R1783","R14711","R216"
7,"R1925","R242","R1001"
5,"R3313","R1178","R1958"
7,"R2214","R449","R97"
NA,"R3765","R2474","R2476"
6,"R1026","R14561","R222"
6,"R1027","R14561","R222"
7,"R4585","R1667","R2197"
4,"R2341","R449","R1067"
6,"R3641","R1377","R1231"
6,"R3766","R2474","R2476"
5,"R490","R168","R16528"
6,"R4303","R3109","R1957"
3,"R2215","R449","R97"
7,"R5383","R2553","R2735"
7,"R1926","R242","R1001"
NA,"R4158","R3148","R1498"
NA,"R2780","R1831","R226"
NA,"R3767","R2474","R2476"
NA,"R5251","R4174","R3147"
NA,"R1028","R14561","R222"
NA,"R5384","R2553","R2735"
7,"R2655","R1594","R1212"
NA,"R2342","R449","R1067"
7,"R4451","R3310","R1444"
6,"R3067","R1943","R2058"
NA,"R2479","R1702","R1693"
6,"R3068","R1943","R2058"
7,"R1470","R165","R648"
5,"R2343","R449","R1067"
6,"R5252","R4174","R3147"
7,"R754","R14568","R215"
6,"R342","R14568","R209"
NA,"R14813","R31","R14554"
7,"R491","R168","R154"
5,"R3642","R1377","R1231"
5,"R4586","R2534","R2489"
6,"R2216","R449","R1431"
NA,"R4304","R3109","R1957"
NA,"R5385","R2553","R2735"
7,"R5386","R2553","R2735"
NA,"R5021","R1667","R2933"
NA,"R4888","R1667","R3391"
3,"R2217","R449","R97"
NA,"R5022","R1667","R2933"
7,"R2781","R1831","R226"
7,"R4159","R3148","R1498"
6,"R2344","R449","R1067"
NA,"R5387","R2553","R2735"
6,"R892","R258","R226"
6,"R1029","R14561","R222"
6,"R343","R14568","R209"
3,"R2656","R1594","R1212"
7,"R3768","R2474","R2476"
6,"R5023","R1667","R2933"
4,"R1784","R14711","R216"
NA,"R2914","R1440","R1067"
6,"R3451","R2079","R2378"
7,"R1927","R242","R1001"
4,"R492","R168","R16528"
6,"R4587","R2534","R2489"
NA,"R2218","R449","R97"
7,"R344","R14568","R209"
6,"R4889","R1667","R3391"
6,"R2657","R1594","R1212"
4,"R493","R168","R16528"
6,"R3183","R1384","R801"
4,"R494","R168","R16528"
6,"R1785","R14711","R216"
6,"R2782","R1831","R226"
6,"R4305","R3109","R1957"
NA,"R14814","R179","R174"
NA,"R4890","R1667","R3391"
6,"R2480","R1702","R1693"
NA,"R5024","R1667","R2933"
NA,"R4588","R2534","R2489"
NA,"R4452","R3310","R1444"
NA,"R4589","R2534","R2489"
7,"R1471","R165","R648"
6,"R672","R14702","R232"
6,"R5388","R2553","R2735"
5,"R1642","R14702","R248"
6,"R893","R258","R226"
NA,"R5389","R2553","R2735"
7,"R755","R14568","R215"
4,"R4891","R1667","R3391"
6,"R1786","R14711","R216"
7,"R1030","R14561","R222"
7,"R3643","R1377","R1231"
6,"R2658","R1594","R1212"
7,"R1472","R165","R648"
5,"R756","R14568","R215"
7,"R1473","R165","R648"
7,"R3769","R2474","R2476"
7,"R757","R14568","R215"
NA,"R5025","R1667","R2933"
NA,"R1787","R14711","R216"
2,"R1474","R165","R648"
6,"R758","R14568","R215"
6,"R3069","R1943","R2058"
NA,"R2783","R1831","R226"
NA,"R14815","R258","R226"
6,"R5166","R2534","R4265"
6,"R3314","R1178","R1958"
7,"R4453","R3310","R1444"
6,"R1788","R14711","R216"
6,"R495","R168","R16528"
2,"R2219","R449","R97"
NA,"R2915","R1440","R1067"
NA,"R4892","R1667","R3391"
6,"R2659","R1594","R1212"
7,"R3901","R1702","R1612"
2,"R1643","R14702","R248"
6,"R673","R14702","R232"
7,"R3770","R2474","R2476"
7,"R1789","R14711","R216"
NA,"R2916","R1440","R1067"
6,"R496","R168","R16528"
6,"R1031","R14561","R222"
6,"R759","R14568","R215"
NA,"R1928","R242","R1001"
6,"R5167","R2534","R4265"
7,"R5253","R4174","R3147"
NA,"R14816","R52","R47"
7,"R1475","R165","R648"
NA,"R5168","R2534","R4265"
6,"R2481","R1702","R1693"
6,"R894","R258","R226"
6,"R5254","R4174","R3147"
6,"R4160","R3148","R1498"
6,"R895","R258","R226"
NA,"R3644","R1377","R1231"
7,"R4590","R2534","R2489"
NA,"R1929","R242","R1001"
6,"R5255","R4174","R3147"
6,"R1476","R165","R648"
6,"R4591","R2534","R2489"
6,"R674","R14702","R232"
2,"R2660","R1594","R1212"
2,"R1477","R165","R648"
NA,"R345","R14568","R209"
6,"R5026","R1667","R2933"
3,"R3646","R2059","R904"
6,"R1930","R242","R1001"
6,"R3315","R1178","R1958"
6,"R1644","R14702","R248"
7,"R2917","R1440","R1067"
NA,"R2482","R1702","R1693"
NA,"R4306","R3109","R1957"
4,"R4592","R2534","R2489"
5,"R760","R14568","R215"
5,"R4454","R3310","R1444"
7,"R2220","R449","R97"
NA,"R5390","R2553","R2735"
NA,"R2918","R1440","R1067"
6,"R4161","R3148","R1498"
5,"R3070","R1943","R2058"
7,"R1032","R14561","R222"
NA,"R14817","R16528","R16528"
5,"R3184","R1384","R801"
NA,"R14818","R1377","R1232"
6,"R1033","R14561","R222"
NA,"R5169","R2534","R4265"
6,"R4593","R2534","R2489"
7,"R1931","R242","R1001"
6,"R4307","R3109","R1957"
NA,"R2061","R1377","R1232"
5,"R4308","R3109","R1957"
6,"R3071","R1943","R2058"
NA,"R2919","R1440","R1067"
7,"R3129","R1831","R184"
6,"R4309","R3109","R1957"
3,"R896","R258","R226"
6,"R2221","R449","R1431"
5,"R2345","R449","R1067"
7,"R2661","R1594","R1212"
6,"R2784","R1831","R226"
NA,"R5027","R1667","R2933"
5,"R1645","R14702","R248"
7,"R3316","R1178","R1958"
7,"R1932","R242","R1001"
6,"R761","R14568","R215"
7,"R2062","R1377","R1232"
6,"R2785","R1831","R226"
NA,"R5028","R1667","R2933"
NA,"R675","R14608","R195"
7,"R676","R14608","R195"
6,"R1790","R449","R226"
NA,"R347","R14552","R162"
6,"R3520","R2174","R2038"
5,"R1791","R449","R226"
7,"R5391","R2608","R3391"
6,"R1323","R539","R470"
5,"R1324","R539","R470"
7,"R1325","R539","R470"
6,"R3645","R1377","R1231"
6,"R1326","R539","R470"
6,"R1933","R1215","R207"
NA,"R5029","R2059","R1693"
6,"R4164","R3228","R2038"
6,"R3647","R2059","R904"
7,"R1792","R449","R226"
6,"R2663","R1085","R1694"
6,"R1034","R239","R182"
NA,"R3903","R1702","R2671"
2,"R4165","R3228","R2038"
6,"R5170","R2608","R2197"
NA,"R80","R33","R36"
6,"R3648","R2059","R904"
NA,"R5256","R2534","R3667"
6,"R348","R14552","R162"
7,"R349","R14552","R162"
5,"R5171","R2608","R2197"
3,"R4754","R3148","R1441"
7,"R2786","R2039","R1409"
NA,"R2063","R1085","R224"
6,"R1035","R239","R182"
7,"R3452","R1702","R624"
7,"R2064","R1085","R224"
7,"R2065","R1085","R224"
7,"R1171","R118","R240"
6,"R1172","R118","R240"
7,"R2664","R1085","R1694"
6,"R4893","R2534","R2959"
5,"R3074","R1738","R1467"
7,"R1646","R1003","R480"
3,"R1647","R1003","R480"
5,"R4691","R3148","R2359"
7,"R2066","R1085","R224"
NA,"R4596","R799","R2960"
NA,"R4044","R2727","R1895"
6,"R3185","R1215","R1442"
NA,"R5030","R2059","R1693"
7,"R3649","R2059","R904"
NA,"R4755","R3148","R1441"
NA,"R5031","R2059","R1693"
NA,"R4045","R2727","R1895"
NA,"R4597","R799","R2960"
7,"R1173","R118","R240"
6,"R2922","R1831","R624"
5,"R2067","R1085","R224"
6,"R2068","R1085","R224"
4,"R499","R14715","R182"
6,"R2923","R1831","R624"
5,"R4046","R2727","R1895"
NA,"R4310","R1377","R2595"
NA,"R5257","R2534","R3667"
7,"R2069","R1085","R224"
6,"R4311","R1377","R2595"
6,"R4681","R3248","R2662"
5,"R1036","R239","R182"
7,"R4047","R2727","R1895"
7,"R2787","R2039","R1409"
NA,"R3904","R1702","R2671"
7,"R1648","R1003","R480"
NA,"R3453","R1702","R624"
5,"R3650","R2059","R904"
NA,"R5032","R2059","R1693"
3,"R1649","R1003","R480"
7,"R4312","R1377","R2595"
7,"R4135","R196","R1425"
6,"R5172","R2608","R2197"
NA,"R1650","R1003","R480"
6,"R4313","R1377","R2595"
NA,"R14819","R14709","R14579"
7,"R3075","R1738","R1467"
7,"R5392","R2608","R3391"
6,"R5258","R2534","R3667"
7,"R4455","R2553","R2671"
7,"R14820","R14701","R16528"
7,"R762","R14552","R193"
7,"R1478","R649","R232"
NA,"R4314","R1377","R2595"
NA,"R14821","R14702","R14669"
6,"R1651","R1003","R480"
5,"R719","R14552","R162"
NA,"R1479","R649","R232"
NA,"R14822","R14702","R14669"
NA,"R3651","R2059","R904"
NA,"R4315","R1377","R2595"
6,"R3905","R1702","R2671"
5,"R3652","R2059","R904"
NA,"R4598","R799","R2960"
NA,"R5393","R2608","R3391"
NA,"R2483","R1594","R481"
NA,"R4048","R2727","R1895"
NA,"R4894","R2534","R2959"
7,"R4049","R2727","R1895"
NA,"R5394","R2608","R3391"
7,"R1934","R1215","R207"
7,"R5173","R2608","R2197"
NA,"R4316","R1377","R2595"
NA,"R14823","R16528","R16528"
NA,"R1480","R649","R232"
7,"R1481","R649","R232"
7,"R4456","R2553","R2671"
6,"R5174","R2608","R2197"
7,"R5395","R2608","R3391"
6,"R3777","R2608","R1958"
NA,"R5396","R2608","R3391"
NA,"R14824","R1377","R14649"
NA,"R677","R14608","R195"
6,"R4796","R3608","R2933"
6,"R2788","R2039","R1409"
NA,"R14825","R14657","R14658"
6,"R350","R14552","R162"
NA,"R4457","R2553","R2671"
NA,"R1482","R649","R232"
6,"R2222","R258","R1231"
NA,"R5259","R2534","R3667"
7,"R4050","R2727","R1895"
7,"R2070","R1085","R224"
6,"R5175","R2608","R2197"
NA,"R3653","R2059","R904"
6,"R1037","R239","R182"
NA,"R14826","R14702","R14669"
6,"R3186","R1215","R1442"
6,"R4317","R1377","R2595"
4,"R4458","R2553","R2671"
NA,"R14827","R14711","R14602"
7,"R2071","R1085","R224"
5,"R4318","R1377","R2595"
7,"R3187","R1215","R1442"
6,"R2665","R1085","R1694"
6,"R3906","R1702","R2671"
5,"R678","R14608","R195"
7,"R5176","R2608","R2197"
3,"R351","R14552","R162"
6,"R5177","R2608","R2197"
NA,"R4051","R2727","R1895"
6,"R2924","R1831","R624"
6,"R1652","R1003","R480"
NA,"R5260","R2534","R3667"
NA,"R2484","R1594","R481"
6,"R4895","R2534","R2959"
6,"R763","R14552","R193"
6,"R1174","R118","R240"
NA,"R4599","R799","R2960"
6,"R4319","R1377","R2595"
7,"R1653","R1003","R480"
7,"R500","R14715","R182"
6,"R2925","R1831","R624"
6,"R1038","R239","R182"
5,"R501","R14715","R182"
7,"R3907","R1702","R2671"
NA,"R4320","R1377","R2595"
5,"R679","R14608","R195"
NA,"R2072","R1085","R224"
6,"R3076","R1738","R1467"
NA,"R5178","R2608","R2197"
7,"R3908","R1702","R2671"
6,"R2926","R1831","R624"
6,"R3188","R1215","R1442"
6,"R4550","R3452","R3391"
3,"R5033","R2059","R1693"
7,"R2789","R2039","R1409"
NA,"R14828","R16528","R14553"
7,"R2927","R1831","R624"
6,"R2928","R1831","R624"
NA,"R2790","R2039","R1409"
NA,"R2666","R1085","R1694"
6,"R4052","R2727","R1895"
6,"R502","R14715","R182"
5,"R2485","R1594","R481"
7,"R5179","R2608","R2197"
NA,"R352","R14552","R162"
NA,"R4896","R2534","R2959"
6,"R2791","R2039","R1409"
7,"R5261","R2534","R3667"
3,"R680","R14608","R195"
NA,"R4600","R799","R2960"
5,"R503","R14715","R182"
6,"R3654","R2059","R904"
5,"R504","R14715","R182"
NA,"R4321","R1377","R2595"
2,"R2929","R1831","R624"
NA,"R4166","R3228","R2038"
6,"R1039","R239","R182"
7,"R4601","R799","R2960"
6,"R505","R14715","R182"
NA,"R4602","R799","R2960"
6,"R1175","R118","R240"
5,"R3909","R1702","R2671"
NA,"R46","R31","R29"
6,"R5397","R2608","R3391"
6,"R681","R14608","R195"
NA,"R14829","R14702","R14669"
NA,"R2073","R1085","R224"
7,"R506","R14715","R182"
6,"R5163","R2059","R3902"
7,"R2667","R1085","R1694"
NA,"R32","R10","R15"
6,"R3771","R1702","R2346"
NA,"R5034","R2059","R1693"
7,"R1793","R449","R226"
6,"R682","R14608","R195"
6,"R353","R14552","R162"
7,"R1176","R118","R240"
NA,"R4897","R2534","R2959"
NA,"R14830","R14702","R14669"
6,"R354","R14552","R162"
6,"R2668","R1085","R1694"
4,"R1040","R239","R182"
NA,"R14831","R16528","R14553"
NA,"R14832","R14594","R16528"
7,"R1177","R118","R240"
NA,"R4756","R3148","R1441"
7,"R5035","R2059","R1693"
NA,"R2486","R1594","R481"
7,"R3280","R2174","R228"
NA,"R4053","R2727","R1895"
6,"R1041","R239","R182"
7,"R5180","R2608","R2197"
7,"R1042","R239","R182"
4,"R1794","R449","R226"
7,"R4898","R2534","R2959"
7,"R4899","R2534","R2959"
6,"R4996","R2534","R2671"
7,"R4721","R2553","R1595"
NA,"R5036","R2059","R1693"
6,"R4757","R3148","R1441"
6,"R2930","R1831","R624"
NA,"R507","R14662","R213"
NA,"R897","R14576","R191"
NA,"R898","R14576","R191"
NA,"R899","R14576","R191"
7,"R1180","R165","R260"
6,"R4758","R3148","R3607"
7,"R3191","R2059","R1595"
6,"R764","R14568","R183"
7,"R1795","R539","R184"
5,"R2673","R165","R1327"
5,"R1936","R1003","R221"
7,"R4726","R2534","R1808"
2,"R1300","R622","R206"
6,"R4167","R2672","R2960"
NA,"R2792","R1440","R984"
6,"R4604","R3400","R3073"
6,"R5265","R2553","R3086"
7,"R2076","R1215","R174"
7,"R3317","R2373","R1431"
NA,"R4459","R3228","R1086"
5,"R3656","R2039","R2489"
6,"R5399","R4127","R1327"
6,"R1328","R14695","R220"
NA,"R49","R31","R11"
6,"R2793","R1440","R984"
NA,"R1329","R14695","R220"
NA,"R355","R14552","R188"
6,"R4605","R3400","R3073"
6,"R3657","R2039","R2489"
4,"R3910","R2474","R2197"
7,"R2077","R1215","R174"
6,"R3911","R2474","R2197"
7,"R5037","R2059","R1808"
NA,"R1937","R1003","R221"
6,"R508","R14662","R213"
NA,"R4900","R2534","R1957"
7,"R1796","R539","R184"
7,"R5038","R2059","R1808"
7,"R3912","R2474","R2197"
3,"R2490","R1215","R707"
NA,"R3658","R2039","R2489"
6,"R1938","R1003","R221"
6,"R1330","R14695","R220"
7,"R2934","R1377","R1536"
7,"R4759","R3148","R3607"
NA,"R4901","R2534","R1957"
NA,"R4054","R2474","R2940"
7,"R2794","R1440","R984"
7,"R900","R14576","R191"
5,"R728","R14552","R188"
7,"R2491","R1215","R707"
6,"R4902","R2534","R1957"
NA,"R4460","R3228","R1086"
6,"R3659","R2039","R2489"
7,"R1045","R242","R217"
6,"R2935","R1377","R1536"
7,"R1939","R1003","R221"
7,"R4760","R3148","R3607"
7,"R2795","R1440","R984"
7,"R1797","R539","R184"
NA,"R3776","R799","R1808"
NA,"R3660","R2039","R2489"
6,"R4461","R3228","R1086"
6,"R3192","R2059","R1595"
7,"R1654","R547","R370"
7,"R4903","R2534","R1957"
6,"R3661","R2039","R2489"
5,"R2492","R1215","R707"
6,"R4606","R3400","R3073"
6,"R1940","R1003","R221"
6,"R3318","R2373","R1431"
7,"R4462","R3228","R1086"
6,"R901","R14576","R191"
7,"R902","R14576","R191"
5,"R3913","R2474","R2197"
7,"R4607","R3400","R3073"
NA,"R5400","R4127","R1327"
6,"R765","R14568","R183"
3,"R3319","R2373","R1431"
7,"R1655","R547","R370"
NA,"R3914","R2474","R2197"
6,"R2936","R1377","R1536"
NA,"R14833","R16528","R14571"
7,"R4608","R3400","R3073"
6,"R3662","R2039","R2489"
6,"R5039","R2059","R1808"
7,"R1331","R14695","R220"
6,"R766","R14568","R183"
6,"R4055","R2474","R2940"
6,"R2674","R165","R1327"
NA,"R5401","R4127","R1327"
7,"R3663","R2039","R2489"
6,"R767","R14568","R183"
6,"R4761","R3148","R3607"
6,"R4762","R3148","R3607"
7,"R3915","R2474","R2197"
6,"R1332","R14695","R220"
2,"R2937","R1377","R1536"
3,"R509","R14662","R213"
5,"R5266","R2553","R3086"
5,"R356","R14552","R188"
5,"R1333","R14695","R220"
5,"R4056","R2474","R2940"
7,"R2796","R1440","R984"
6,"R2493","R1215","R707"
6,"R4904","R2534","R1957"
NA,"R4763","R3148","R3607"
7,"R2797","R1440","R984"
7,"R510","R14662","R213"
7,"R5402","R4127","R1327"
7,"R4168","R2672","R2960"
6,"R2494","R1215","R707"
NA,"R1798","R539","R184"
NA,"R3664","R2039","R2489"
6,"R5040","R2059","R1808"
6,"R4711","R3148","R1536"
5,"R357","R14552","R188"
NA,"R14834","R1943","R14614"
6,"R768","R14568","R183"
5,"R5267","R2553","R3086"
7,"R4905","R2534","R1957"
NA,"R14835","R16528","R14571"
5,"R4057","R2474","R2940"
6,"R3916","R2474","R2197"
6,"R5041","R2059","R1808"
6,"R2938","R1377","R1536"
6,"R5268","R2553","R3086"
7,"R3320","R2373","R1431"
6,"R769","R14568","R183"
6,"R4169","R2672","R2960"
NA,"R3917","R2474","R2197"
3,"R1181","R165","R260"
3,"R2495","R1215","R707"
6,"R4609","R3400","R3073"
6,"R5042","R2059","R1808"
6,"R3193","R2059","R1595"
NA,"R5269","R2553","R3086"
6,"R4170","R2672","R2960"
NA,"R14836","R16528","R14571"
7,"R1656","R547","R370"
7,"R2496","R1215","R707"
6,"R5403","R4127","R1327"
7,"R4764","R3148","R3607"
6,"R1657","R547","R370"
NA,"R5270","R2553","R3086"
4,"R1182","R165","R260"
NA,"R4765","R3148","R3607"
7,"R4463","R3228","R1086"
5,"R2675","R165","R1327"
6,"R4766","R3148","R3607"
7,"R4171","R2672","R2960"
6,"R3321","R2373","R1431"
5,"R4058","R2474","R2940"
NA,"R14","R6","R14685"
5,"R770","R14568","R183"
NA,"R4610","R3400","R3073"
6,"R1046","R242","R217"
7,"R1941","R1003","R221"
4,"R2939","R1377","R1536"
7,"R1658","R547","R370"
4,"R771","R14568","R183"
6,"R5404","R4127","R1327"
NA,"R23","R6","R8"
NA,"R4767","R3148","R3607"
7,"R1183","R165","R260"
6,"R3918","R2474","R2197"
6,"R3322","R2373","R1431"
6,"R1942","R1003","R221"
6,"R772","R14568","R183"
7,"R5405","R4127","R1327"
6,"R1334","R14695","R220"
NA,"R2798","R1440","R984"
NA,"R12","R6","R8"
NA,"R3665","R2039","R2489"
7,"R773","R14568","R183"
7,"R3194","R2059","R1595"
5,"R2497","R1215","R707"
7,"R1799","R539","R184"
NA,"R5271","R2553","R3086"
6,"R358","R14552","R188"
6,"R3919","R2474","R2197"
6,"R3666","R2039","R2489"
6,"R2078","R1215","R174"
NA,"R3195","R2059","R1595"
6,"R4172","R2672","R2960"
7,"R3323","R2373","R1431"
6,"R1184","R165","R260"
NA,"R4611","R3400","R3073"
NA,"R5272","R2553","R3086"
5,"R1047","R14568","R200"
6,"R905","R95","R305"
3,"R1661","R14702","R801"
6,"R774","R14730","R207"
6,"R4613","R3466","R2670"
NA,"R235","R118","R163"
NA,"R906","R95","R305"
NA,"R775","R14730","R207"
6,"R907","R95","R305"
6,"R776","R14730","R207"
7,"R1335","R14643","R219"
6,"R1483","R14606","R207"
6,"R3778","R2608","R1958"
6,"R4324","R2870","R1369"
5,"R2223","R165","R801"
7,"R1336","R14643","R219"
NA,"R3080","R1943","R224"
6,"R2498","R1085","R1378"
5,"R4325","R2870","R1369"
6,"R777","R14730","R207"
6,"R5406","R4240","R3696"
7,"R4062","R1702","R1808"
1,"R511","R14715","R208"
NA,"R1337","R14643","R219"
6,"R778","R14730","R207"
7,"R4175","R2727","R623"
6,"R5043","R3148","R1086"
7,"R1800","R14624","R188"
7,"R3196","R14681","R1944"
7,"R4063","R1702","R1808"
6,"R1484","R14606","R207"
7,"R2801","R1695","R1545"
NA,"R1801","R14624","R188"
6,"R512","R14715","R208"
7,"R3779","R2608","R1958"
NA,"R2224","R165","R801"
7,"R2499","R1085","R1378"
3,"R5407","R4240","R3696"
5,"R1485","R14606","R207"
6,"R2676","R14587","R613"
6,"R513","R14715","R208"
5,"R359","R181","R200"
4,"R4064","R1702","R1808"
6,"R1486","R14606","R207"
6,"R3197","R14681","R1944"
7,"R5408","R4240","R3696"
6,"R1338","R14643","R219"
2,"R908","R95","R305"
6,"R1946","R14702","R904"
6,"R3198","R14681","R1944"
7,"R3324","R1702","R2318"
7,"R4065","R1702","R1808"
6,"R2081","R1377","R648"
6,"R1185","R214","R162"
6,"R2347","R497","R1443"
NA,"R4614","R3466","R2670"
6,"R1339","R14643","R219"
5,"R3199","R14681","R1944"
7,"R2802","R1695","R1545"
7,"R909","R95","R305"
7,"R514","R14715","R208"
7,"R2500","R1085","R1378"
7,"R3780","R2608","R1958"
NA,"R4326","R2870","R1369"
7,"R2803","R1695","R1545"
5,"R3454","R2059","R498"
7,"R4615","R3466","R2670"
6,"R1340","R14643","R219"
5,"R2225","R165","R801"
6,"R360","R181","R200"
7,"R2501","R1085","R1378"
6,"R4906","R1667","R1958"
7,"R1048","R14568","R200"
7,"R361","R181","R200"
NA,"R5409","R4240","R3696"
NA,"R3669","R2059","R2588"
6,"R4066","R1702","R1808"
7,"R2082","R1377","R648"
NA,"R515","R14715","R208"
NA,"R1947","R14702","R904"
6,"R4466","R3466","R2058"
6,"R2083","R1377","R648"
NA,"R3200","R14681","R1944"
7,"R3455","R2059","R498"
5,"R729","R181","R200"
7,"R1802","R14624","R188"
6,"R2942","R799","R2057"
NA,"R5274","R2553","R1467"
NA,"R4067","R1702","R1808"
2,"R2084","R1377","R648"
6,"R362","R181","R200"
7,"R1803","R14624","R188"
4,"R1049","R14568","R200"
6,"R3781","R2608","R1958"
NA,"R3670","R2059","R2588"
7,"R4327","R2870","R1369"
7,"R2804","R1695","R1545"
6,"R516","R14715","R208"
3,"R1186","R214","R162"
7,"R4176","R2727","R623"
7,"R2943","R799","R2057"
NA,"R4328","R2870","R1369"
7,"R4177","R2727","R623"
6,"R2226","R165","R801"
6,"R1187","R214","R162"
6,"R1948","R14702","R904"
6,"R3782","R2608","R1958"
6,"R2805","R1695","R1545"
NA,"R2085","R1377","R648"
7,"R910","R95","R305"
6,"R5410","R4240","R3696"
6,"R1341","R14643","R219"
6,"R5044","R3148","R1086"
6,"R3671","R2059","R2588"
NA,"R1804","R14624","R188"
6,"R2806","R1695","R1545"
6,"R1188","R214","R162"
7,"R2086","R1377","R648"
6,"R517","R14715","R208"
6,"R1805","R14624","R188"
7,"R2677","R14587","R613"
NA,"R109","R52","R38"
7,"R363","R181","R200"
7,"R2678","R14587","R613"
7,"R1050","R14568","R200"
6,"R2679","R14587","R613"
7,"R911","R95","R305"
7,"R1806","R14624","R188"
6,"R3783","R2608","R1958"
7,"R5045","R3148","R1086"
NA,"R4907","R1667","R1958"
7,"R3201","R14681","R1944"
6,"R364","R181","R200"
7,"R2807","R1695","R1545"
NA,"R1807","R14624","R188"
7,"R1662","R14702","R801"
NA,"R4467","R3466","R2058"
6,"R912","R95","R305"
7,"R4616","R3466","R2670"
6,"R365","R181","R200"
7,"R5411","R4240","R3696"
6,"R3202","R14681","R1944"
6,"R5046","R3148","R1086"
6,"R366","R181","R200"
7,"R3672","R2059","R2588"
6,"R367","R181","R200"
6,"R913","R95","R305"
7,"R2680","R14587","R613"
7,"R1051","R14568","R200"
6,"R4908","R1667","R1958"
6,"R1052","R14568","R200"
7,"R3784","R2608","R1958"
5,"R779","R14730","R207"
NA,"R2681","R14587","R613"
5,"R4468","R3466","R2058"
7,"R2502","R1085","R1378"
7,"R3785","R2608","R1958"
7,"R1053","R14568","R200"
6,"R4068","R1702","R1808"
5,"R780","R14730","R207"
7,"R1949","R14702","R904"
6,"R1054","R14568","R200"
6,"R1189","R214","R162"
NA,"R4617","R3466","R2670"
6,"R3673","R2059","R2588"
6,"R3203","R14681","R1944"
6,"R5275","R2553","R1467"
4,"R1190","R214","R162"
NA,"R4618","R3466","R2670"
7,"R2227","R165","R801"
6,"R5276","R2553","R1467"
6,"R5412","R4240","R3696"
NA,"R5047","R3148","R1086"
NA,"R1950","R14702","R904"
6,"R1055","R14568","R200"
NA,"R5048","R3148","R1086"
NA,"R1663","R14702","R801"
6,"R3674","R2059","R2588"
7,"R4178","R2727","R623"
7,"R2808","R1695","R1545"
7,"R1342","R14643","R219"
6,"R2682","R14587","R613"
NA,"R4619","R3466","R2670"
6,"R2348","R497","R1443"
6,"R518","R14715","R208"
NA,"R14837","R16528","R16528"
5,"R1951","R14702","R904"
7,"R4469","R3466","R2058"
5,"R1056","R14568","R200"
6,"R519","R14715","R208"
7,"R3456","R2059","R498"
6,"R5413","R4240","R3696"
6,"R2503","R1085","R1378"
6,"R368","R181","R200"
6,"R2349","R497","R1443"
6,"R4470","R3466","R2058"
6,"R2350","R497","R1443"
6,"R3675","R2059","R2588"
2,"R1664","R14702","R801"
5,"R781","R14730","R207"
7,"R5049","R3148","R1086"
