"measure","score","desc","status","year","gtype","order","value","tot_yr"
"success of live birth",1,"Released","un",1993,"Success","Success",40,526
"success of live birth",1,"Released","un",1994,"Success","Success",67,483
"success of live birth",1,"Released","un",1995,"Success","Success",107,659
"success of live birth",1,"Released","un",1996,"Success","Success",81,549
"success of live birth",1,"Released","un",1997,"Success","Success",69,493
"success of live birth",1,"Released","un",1998,"Success","Success",105,574
"success of live birth",1,"Released","un",1999,"Success","Success",122,618
"success of live birth",1,"Released","un",2000,"Success","Success",169,510
"success of live birth",1,"Released","un",2001,"Success","Success",190,499
"success of live birth",1,"Released","un",2002,"Success","Success",199,519
"success of live birth",1,"Released","un",2003,"Success","Success",213,559
"success of live birth",1,"Released","un",2004,"Success","Success",242,630
"success of live birth",1,"Released","un",2005,"Success","Success",199,529
"success of live birth",1,"Released","un",2006,"Success","Success",201,563
"success of live birth",1,"Released","un",2007,"Success","Success",133,412
"success of live birth",1,"Released","un",2008,"Success","Success",157,406
"success of live birth",1,"Released","un",2009,"Success","Success",136,411
"success of live birth",1,"Released","un",2010,"Success","Success",100,381
"success of live birth",1,"Released","un",2011,"Success","Success",102,404
"success of live birth",1,"Released","un",2012,"Success","Success",137,454
"success of live birth",1,"Released","un",2013,"Success","Success",196,508
"success of live birth",1,"Released","un",2014,"Success","Success",159,483
"success of live birth",1,"Released","un",2015,"Success","Success",88,445
"success of live birth",1,"Released","un",2016,"Success","Success",102,439
"success of live birth",1,"Released","un",2017,"Success","Success",112,469
"success of live birth",1,"Released","un",2018,"Success","Success",68,375
"success of live birth",2,"Released raised by GEB","un",1991,"Success","Success",249,505
"success of live birth",2,"Released raised by GEB","un",1992,"Success","Success",295,520
"success of live birth",2,"Released raised by GEB","un",1993,"Success","Success",314,526
"success of live birth",2,"Released raised by GEB","un",1994,"Success","Success",246,483
"success of live birth",2,"Released raised by GEB","un",1995,"Success","Success",308,659
"success of live birth",2,"Released raised by GEB","un",1996,"Success","Success",289,549
"success of live birth",2,"Released raised by GEB","un",1997,"Success","Success",255,493
"success of live birth",2,"Released raised by GEB","un",1998,"Success","Success",290,574
"success of live birth",2,"Released raised by GEB","un",1999,"Success","Success",306,618
"success of live birth",2,"Released raised by GEB","un",2000,"Success","Success",213,510
"success of live birth",2,"Released raised by GEB","un",2001,"Success","Success",191,499
"success of live birth",2,"Released raised by GEB","un",2002,"Success","Success",182,519
"success of live birth",2,"Released raised by GEB","un",2003,"Success","Success",210,559
"success of live birth",2,"Released raised by GEB","un",2004,"Success","Success",233,630
"success of live birth",2,"Released raised by GEB","un",2005,"Success","Success",158,529
"success of live birth",2,"Released raised by GEB","un",2006,"Success","Success",190,563
"success of live birth",2,"Released raised by GEB","un",2007,"Success","Success",154,412
"success of live birth",2,"Released raised by GEB","un",2008,"Success","Success",116,406
"success of live birth",2,"Released raised by GEB","un",2009,"Success","Success",123,411
"success of live birth",2,"Released raised by GEB","un",2010,"Success","Success",127,381
"success of live birth",2,"Released raised by GEB","un",2011,"Success","Success",134,404
"success of live birth",2,"Released raised by GEB","un",2012,"Success","Success",160,454
"success of live birth",2,"Released raised by GEB","un",2013,"Success","Success",161,508
"success of live birth",2,"Released raised by GEB","un",2014,"Success","Success",170,483
"success of live birth",2,"Released raised by GEB","un",2015,"Success","Success",164,445
"success of live birth",2,"Released raised by GEB","un",2016,"Success","Success",164,439
"success of live birth",2,"Released raised by GEB","un",2017,"Success","Success",200,469
"success of live birth",2,"Released raised by GEB","un",2018,"Success","Success",156,375
"success of live birth",3,"Used","aff",1991,"Success","Success",205,505
"success of live birth",3,"Used","aff",1992,"Success","Success",166,520
"success of live birth",3,"Used","aff",1993,"Success","Success",172,526
"success of live birth",3,"Used","aff",1994,"Success","Success",170,483
"success of live birth",3,"Used","aff",1995,"Success","Success",244,659
"success of live birth",3,"Used","aff",1996,"Success","Success",179,549
"success of live birth",3,"Used","aff",1997,"Success","Success",169,493
"success of live birth",3,"Used","aff",1998,"Success","Success",179,574
"success of live birth",3,"Used","aff",1999,"Success","Success",190,618
"success of live birth",3,"Used","aff",2000,"Success","Success",128,510
"success of live birth",3,"Used","aff",2001,"Success","Success",118,499
"success of live birth",3,"Used","aff",2002,"Success","Success",138,519
"success of live birth",3,"Used","aff",2003,"Success","Success",136,559
"success of live birth",3,"Used","aff",2004,"Success","Success",155,630
"success of live birth",3,"Used","aff",2005,"Success","Success",172,529
"success of live birth",3,"Used","aff",2006,"Success","Success",172,563
"success of live birth",3,"Used","aff",2007,"Success","Success",125,412
"success of live birth",3,"Used","aff",2008,"Success","Success",133,406
"success of live birth",3,"Used","aff",2009,"Success","Success",152,411
"success of live birth",3,"Used","aff",2010,"Success","Success",154,381
"success of live birth",3,"Used","aff",2011,"Success","Success",168,404
"success of live birth",3,"Used","aff",2012,"Success","Success",157,454
"success of live birth",3,"Used","aff",2013,"Success","Success",151,508
"success of live birth",3,"Used","aff",2014,"Success","Success",154,483
"success of live birth",3,"Used","aff",2015,"Success","Success",193,445
"success of live birth",3,"Used","aff",2016,"Success","Success",173,439
"success of live birth",3,"Used","aff",2017,"Success","Success",157,469
"success of live birth",3,"Used","aff",2018,"Success","Success",151,375
"success of pups raised",2,"Released raised by GEB","un",1991,"Success","Success",249,454
"success of pups raised",2,"Released raised by GEB","un",1992,"Success","Success",295,461
"success of pups raised",2,"Released raised by GEB","un",1993,"Success","Success",314,486
"success of pups raised",2,"Released raised by GEB","un",1994,"Success","Success",246,416
"success of pups raised",2,"Released raised by GEB","un",1995,"Success","Success",308,552
"success of pups raised",2,"Released raised by GEB","un",1996,"Success","Success",289,468
"success of pups raised",2,"Released raised by GEB","un",1997,"Success","Success",255,424
"success of pups raised",2,"Released raised by GEB","un",1998,"Success","Success",290,469
"success of pups raised",2,"Released raised by GEB","un",1999,"Success","Success",306,496
"success of pups raised",2,"Released raised by GEB","un",2000,"Success","Success",213,341
"success of pups raised",2,"Released raised by GEB","un",2001,"Success","Success",191,309
"success of pups raised",2,"Released raised by GEB","un",2002,"Success","Success",182,320
"success of pups raised",2,"Released raised by GEB","un",2003,"Success","Success",210,346
"success of pups raised",2,"Released raised by GEB","un",2004,"Success","Success",233,388
"success of pups raised",2,"Released raised by GEB","un",2005,"Success","Success",158,330
"success of pups raised",2,"Released raised by GEB","un",2006,"Success","Success",190,362
"success of pups raised",2,"Released raised by GEB","un",2007,"Success","Success",154,279
"success of pups raised",2,"Released raised by GEB","un",2008,"Success","Success",116,249
"success of pups raised",2,"Released raised by GEB","un",2009,"Success","Success",123,275
"success of pups raised",2,"Released raised by GEB","un",2010,"Success","Success",127,281
"success of pups raised",2,"Released raised by GEB","un",2011,"Success","Success",134,302
"success of pups raised",2,"Released raised by GEB","un",2012,"Success","Success",160,317
"success of pups raised",2,"Released raised by GEB","un",2013,"Success","Success",161,312
"success of pups raised",2,"Released raised by GEB","un",2014,"Success","Success",170,324
"success of pups raised",2,"Released raised by GEB","un",2015,"Success","Success",164,357
"success of pups raised",2,"Released raised by GEB","un",2016,"Success","Success",164,337
"success of pups raised",2,"Released raised by GEB","un",2017,"Success","Success",200,357
"success of pups raised",2,"Released raised by GEB","un",2018,"Success","Success",156,307
"success of pups raised",3,"Used","aff",1991,"Success","Success",205,454
"success of pups raised",3,"Used","aff",1992,"Success","Success",166,461
"success of pups raised",3,"Used","aff",1993,"Success","Success",172,486
"success of pups raised",3,"Used","aff",1994,"Success","Success",170,416
"success of pups raised",3,"Used","aff",1995,"Success","Success",244,552
"success of pups raised",3,"Used","aff",1996,"Success","Success",179,468
"success of pups raised",3,"Used","aff",1997,"Success","Success",169,424
"success of pups raised",3,"Used","aff",1998,"Success","Success",179,469
"success of pups raised",3,"Used","aff",1999,"Success","Success",190,496
"success of pups raised",3,"Used","aff",2000,"Success","Success",128,341
"success of pups raised",3,"Used","aff",2001,"Success","Success",118,309
"success of pups raised",3,"Used","aff",2002,"Success","Success",138,320
"success of pups raised",3,"Used","aff",2003,"Success","Success",136,346
"success of pups raised",3,"Used","aff",2004,"Success","Success",155,388
"success of pups raised",3,"Used","aff",2005,"Success","Success",172,330
"success of pups raised",3,"Used","aff",2006,"Success","Success",172,362
"success of pups raised",3,"Used","aff",2007,"Success","Success",125,279
"success of pups raised",3,"Used","aff",2008,"Success","Success",133,249
"success of pups raised",3,"Used","aff",2009,"Success","Success",152,275
"success of pups raised",3,"Used","aff",2010,"Success","Success",154,281
"success of pups raised",3,"Used","aff",2011,"Success","Success",168,302
"success of pups raised",3,"Used","aff",2012,"Success","Success",157,317
"success of pups raised",3,"Used","aff",2013,"Success","Success",151,312
"success of pups raised",3,"Used","aff",2014,"Success","Success",154,324
"success of pups raised",3,"Used","aff",2015,"Success","Success",193,357
"success of pups raised",3,"Used","aff",2016,"Success","Success",173,337
"success of pups raised",3,"Used","aff",2017,"Success","Success",157,357
"success of pups raised",3,"Used","aff",2018,"Success","Success",151,307
